actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
Galvanoplastia de piezas metálicas	Atributo no considerado en este año	2021	Calle MARIANO SALAS	8A	66052	Colonia LOS ALTOS	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	METAL PLATING Y SERVICIOS, S. DE R. L. DE C.V.,METAL PLATING Y SERVICIOS, S. DE R.L. DE C.V.	NUEVO LEON	"25°49'43"""	Ciudad General Escobedo	"100°18'36"""	Gral.  Escobedo	MPS1902100290	1100	 		332810	Quimica	Galvanoplastia	368685.7564	2857364.067
MANEJO DE RESIDUOS PELIGROSOS	Atributo no considerado en este año	2021	Corredor Óscar Flores Tapia	LV	25350	Colonia Presa de las Casas	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos	Atributo no considerado en este año	Atributo no considerado en este año	MAQUILAS QUIMICAS INDUSTRIALES S.A. DE C.V.,MAQUILAS QUÍMICAS INDUSTRIALES S.A. DE C.V.	COAHUILA	"25°27'59"""	Arteaga	"100°53'54"""	Arteaga	MQIRE0500411	KM 10.8 	B L4 		562111	Tratamiento de residuos peligrosos	Tratamiento quimico de residuos peligrosos	309132.4059	2817974.7936
EXPLORACIÓN, EXPLOTACIÓN Y BENEFICIO DE MINERAL	Atributo no considerado en este año	2021	Carretera CHIHUAHUA-HERMOSILLO	12	33325	Colonia CAHUISORI	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	MINERA REAL DE ANGELES, S.A.  DE C.V.,MINERA REAL DE ÁNGELES UNIDAD CONCHEÑO	CHIHUAHUA	"28°18'46"""	Melchor Ocampo	"108°13'17"""	Ocampo	MRAAE0805111	KM 2985 	 		212221	Metalurgica (incluye la siderurgica)	Mineria de oro	772439.0407	3134986.848
EXTRACCIÓN Y BENEFICIO DE MINERALES	Atributo no considerado en este año	2021	Terracería SIN NOMBRE	12	98700	Privada MINA EL CORONEL	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	MINERA REAL DE ANGELES, S.A.  DE C.V.,MINERA REAL DE ANGELES S.A. DE C.V. UNIDAD EL CORONEL	ZACATECAS	"22°24'41"""	Ojocaliente	"102°7'1"""	Ojocaliente	MRA123203611	S/N 	 		212221	Metalurgica (incluye la siderurgica)	Mineria de oro	796807.7227	2481218.416
FABRICACIÓN DE EQUIPO DE RADIODIAGNOSTICO PARA EL ÁREA MÉDICA	Atributo no considerado en este año	2021	Calle Fraccionamiento industrial La Noria 	91	76240		Fabricación de otros instrumentos de medición, control, navegación, y equipo médico electrónico	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑÍA MEXICANA DE RADIOLOGÍA CGR, S.A. DE C.V.,COMPAÑIA MEXICANA DE RADIOLOGÍA CGR, S.A. DE C.V.	QUERETARO	"20°34'8"""	San Isidro Miranda	"100°18'0"""	El Marques	MRC8L2201111	S/N 	 	LA NORIA 	334519	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	364496.0293	2274984.8816
Explotación de minerales de zinc, plomo y cobre	Atributo no considerado en este año	2021	Ninguno DOMICILIO CONOCIDO	14	35810	Colonia VELARDEÏ¿½ENTRO	Minería de plomo y zinc	Atributo no considerado en este año	Atributo no considerado en este año	MINERA ROBLE SA DE CV,	DURANGO	"25°3'26"""	Cuencamé de Ceniceros	"103°43'55"""	Cuencame	MRO1L1000411	S/N 	 		212232	Metalurgica (incluye la siderurgica)	Mineria de zinc y plomo	627881.417	2771889.525
Minería de oro	Atributo no considerado en este año	2021	Ninguno S/N	12	34490	Ranchería EL CARMEN	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	MINERA REAL DEL ORO SA DE CV,MINA SAN AGUSTÍN	DURANGO	"24°45'53"""	San Juan del Río del Centauro del Norte	"104°36'43"""	San Juan del Rio	MRO1002800004	S/N 	 		212221	Metalurgica (incluye la siderurgica)	Mineria de oro	539212.006	2738981.9688
Beneficio de minerales con contenidos metálicos 	Atributo no considerado en este año	2021	Calle CARRETERA A CONETO DE COMONFORT KM. 7	12	34480	Colonia SAN JUAN DEL RIO DEL CENTAURO DEL NORTE CENTRO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	MINERA REAL DEL ORO SA DE CV,UNIDAD MINERA EL CASTILLO	DURANGO	"24°54'13"""	San Juan del Río del Centauro del Norte	"104°34'24"""	San Juan del Rio	MRO121002811	SN 	 		212221	Metalurgica (incluye la siderurgica)	Mineria de oro	543084.2296	2754370.6108
Extracción y beneficio de minerales no metálicos (Wollastonita)	Atributo no considerado en este año	2021	Carretera CARR. MINA PILARES KM 00	MK	83000	Rancho Rancho Pilares	Minería de otros minerales no metálicos	Atributo no considerado en este año	Atributo no considerado en este año	MINERA ROCA RODANDO S. DE R.L. DE C.V.,	SONORA	"29°22'10"""	Hermosillo	"111°27'34"""	Hermosillo	MRR1L2603011	S/N 	 		212399	Metalurgica (incluye la siderurgica)	Mineria de otros minerales metalicos no ferrosos	455385.6167	3249008.2918
PRODUCCIÓN DE RESINAS DE PVC 	Atributo no considerado en este año	2021	Avenida AV. LA PRESA	5Q	54189	Colonia LAZARO CARDENAS	Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	MEXICHEM RESINAS VINÍLICAS, S.A DE C.V.,MEXICHEM PLANTA LA PRESA	MEXICO	"19°31'30"""	Tlalnepantla	"99°7'16"""	Tlalnepantla de Baz	MRV5Q1510411	8	 		325211	Quimica	Produccion de resinas sinteticas	487291.8341	2158947.1943
FABRICACIÓN DE RESINAS SINTÉTICAS	Atributo no considerado en este año	2021	Carretera Autopista Altamira km 4.5	5Q	89603		Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	MEXICHEM RESINAS VINÍLICAS, S.A DE C.V.,VESTOLIT	TAMAULIPAS	"22°24'20"""	Altamira	"97°53'40"""	Altamira	MRV5Q2800312	KM 4.5 	. 	Puerto Industrial	325211	Quimica	Produccion de resinas sinteticas	613771.7856	2478160.1284
PRODUCCIÓN DE RESINAS DE POLICLORURO DE VINILO P.V.C.	Atributo no considerado en este año	2021	Calle CARRETERA TAMPICO MANTE	5Q	89600	Colonia AMERICANA	Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	MEXICHEM RESINAS VINÍLICAS, S.A DE C.V.,MEXICHEM RESINAS VINILICAS S.A. DE C.V. PLANTA ALTAMIRA II	TAMAULIPAS	"22°27'30"""	Altamira	"97°59'7"""	Altamira	MRV5Q2800313	KM  32 	 		325211	Quimica	Produccion de resinas sinteticas	604382.8307	2483942.4494
PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES).	Atributo no considerado en este año	2021	Carretera KM. 15.5  FEDERAL PUEBLA-TLAX.	5Q	90780	Colonia SANTO TORIBIO XICOHTZINCO	Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	MEXICHEM RESINAS VINÍLICAS, S.A DE C.V.,MEXICHEM RESINAS VINÍLICAS, S.A. DE C.V.	TLAXCALA	"19°10'4"""	Xicohtzinco	"98°13'40"""	Xicohtzinco	MRV5Q2904211	S/N 	 		325211	Quimica	Produccion de resinas sinteticas	581194.9283	2119595.2034
Mineria de Plata, sólo incluye beneficio	Atributo no considerado en este año	2021	Calle EJIDO SAUCITO DEL POLEO	MJ	99150	Colonia FRESNILLO	Minería de plata	Atributo no considerado en este año	Atributo no considerado en este año	MINERA SAUCITO SA DE CV,MINERA SAUCITO SA DE CV	ZACATECAS	"23°7'32"""	Fresnillo	"102°55'35"""	Fresnillo	MSASP3201011	S/N 	 		212222	Metalurgica (incluye la siderurgica)	Mineria de plata	712339.6152	2558953.1552
ANODIZADO DE ALUMINIO	Atributo no considerado en este año	2021	Calle AZAFRAN	QU	08400	Colonia GRANJAS MEXICO	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	MAXIMO SERVICIO EN ANODIZADO, S.A. DE C.V., (MASA)	DISTRITO FEDERAL	"19°23'53"""	Iztacalco	"99°5'43"""	Iztacalco	MSA0900600226	265-A 	. 		332810	Quimica	Anodizado de aluminio	489973.884	2144889.6515
MINERIA DE ZINC, COBRE Y PLOMO	Atributo no considerado en este año	2021	Ninguno ND	14	99100	Unidad ND	Minería de plomo y zinc	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑIA MINERA SABINAS S.A. DE C.V.,UNIDAD SABINAS	ZACATECAS	"23°38'27"""	Sombrerete	"103°45'28"""	Sombrerete	MSA143204211	SN 	 		212232	Metalurgica (incluye la siderurgica)	Mineria de zinc y plomo	626699.0408	2615029.3362
FABRICACIÓN DE OTRAS PARTES PARA VEHÍCULOS AUTOMOTRICES	Atributo no considerado en este año	2021	Calle 17	9M	25017	Colonia AMPLIACIÓN MORELOS	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	MECHANISMS DE SALTILLO S.A. DE C.V.,	COAHUILA	"25°23'55"""	Saltillo	"100°56'12"""	Saltillo	MSA9M0503012	3626	1		336390	Automotriz	Produccion de otras auto partes	305178.7023	2810509.8496
FABRICACION POR SINTERIZADO Y MAQUINADO DE BIELAS PARA MOTORES DE COMBUSTION INTERNA	Atributo no considerado en este año	2021	Boulevard Industria de la Transformacion	9M	25900		Fabricación de motores y sus partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	METALDYNE SINTERED COMPONENTS MEXICO S DE RL DE CV,	COAHUILA	"25°33'58"""	Ramos Arizpe	"100°55'26"""	Ramos Arizpe	MSC0502700068	3120	 	RAMOS ARIZPE CENTRO	336310	Automotriz	Produccion de otras auto partes	306734.9345	2829054.3801
FUNDICIÓN Y MOLDES DE PIEZA DE HIERRO Y ACERO	Atributo no considerado en este año	2021	Calle KM. 10.5 CARRETERA A SAN LUIS	7T	21600	Colonia SATELITE	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	MAQUILADORA SAN DIEGO SA DE CV,MAQUILADORA SAN DIEGO  S.A. DE C.V.	BAJA CALIFORNIA	"32°35'49"""	Mexicali	"115°25'16"""	Mexicali	MSD7T0200211	S/N 	 		331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	648156.918	3607718.4862
Mineria de Plomo y Zinc	Atributo no considerado en este año	2021	Calle DOMICILIO CONOCIDO	14	33500	Colonia S/C	Minería de plomo y zinc	Atributo no considerado en este año	Atributo no considerado en este año	MINERA SAN FRANCISCO DEL ORO, S.A. DE C.V.,	CHIHUAHUA	"26°51'55"""	San Francisco del Oro	"105°50'57"""	San Francisco del Oro	MSF140805911	S/N 	 		212232	Metalurgica (incluye la siderurgica)	Mineria de zinc y plomo	415631.6384	2971808.3007
FABRICACIÓN DE PRODUCTOS DE HULE (CINTAS, EMPAQUES Y OTROS)	Atributo no considerado en este año	2021	Calle HERALDO	6D	02070	Colonia EL RECREO	Fabricación de otros productos de hule	Atributo no considerado en este año	Atributo no considerado en este año	MOLÉCULA SINTÉTICA, S.A. DE C.V.,MOLECULAS SINTETICAS, S.A. DE C.V.	DISTRITO FEDERAL	"19°28'14"""	Azcapotzalco	"99°11'8"""	Azcapotzalco	MSI6D0900211	40	 		326290	Quimica	Fabricacion de articulos y productos de hule 	480497.3872	2152935.5507
FABRICACION DE TUBOS Y CONEXIONES DE PVC Y CPVC	Atributo no considerado en este año	2021	Calle AV. CIENCIA	6E	54730		Fabricación de tubería y conexiones, y tubos para embalaje	Atributo no considerado en este año	Atributo no considerado en este año	MEXICHEM SOLUCIONES INTEGRALES, S. A. DE C. V.,	MEXICO	"19°39'9"""	Cuautitlán Izcalli	"99°11'24"""	Cuautitlan Izcalli	MSI6E1512111	11	 	PARQUE INDUSTRIAL CUAMATLA	326120	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico	480060.509	2173052.9891
Exploración, explotación y beneficio de minerales de plomo, zinc, oro y plata	Atributo no considerado en este año	2021	Carretera GUADALUPE Y CALVO	14	33498	Ranchería CEBOLLAS	Minería de plomo y zinc	Atributo no considerado en este año	Atributo no considerado en este año	MINERA SAN JULIAN, S.A. DE C.V.,	CHIHUAHUA	"26°1'44"""	Guadalupe y Calvo	"106°29'17"""	Guadalupe y Calvo	MSJ0802900032	KM 163 300  ENTRONQUE PUERTO CEBOLLAS SA	S/N 		212232	Metalurgica (incluye la siderurgica)	Mineria de zinc y plomo	351099.9683	2879746.1052
FABRICACIÓN DE LAMINADOS Y AGLUTINADOS DE MADERA	Atributo no considerado en este año	2021	Carretera KM 106.7 CARR.FED.  15 TOLUCA ZITACUARO	4T	61529	Ranchería SAN FELIPE LOS ALZATI (COLONIA NUEVA)	Fabricación de laminados y aglutinados de madera	Atributo no considerado en este año	Atributo no considerado en este año	ARAUCO INDUSTRIA DE MÉXICO S.A DE C.V,ARAUCO PLANTA VIKINGO	MICHOACAN	"19°29'2"""	Heróica Zitácuaro	"100°23'20"""	Zitacuaro	MSM1611200008	SN 	 		321210	Madera y Productos	Fabricacion de productos y articulos de madera	354218.8044	2154966.2476
Fabricación de tablero de Aglomerado y MDF	Atributo no considerado en este año	2021	Calle CARRETERA PANAMERICANA	4T	34304	Colonia EJIDO LA TINAJA	Fabricación de laminados y aglutinados de madera	Atributo no considerado en este año	Atributo no considerado en este año	ARAUCO INDUSTRIA DE MEXICO, S.A. DE C.V.,	DURANGO	"24°4'47"""	Victoria de Durango	"104°39'57"""	Durango	MSM4T1000511	KM  959 	 		321210	Madera y Productos	Fabricacion de productos y articulos de madera	533956.6625	2663110.2165
PRODUCCION DE CARTON O CARTONCILLO SI INVOLUCRA OPERACIONES TERMICAS	Atributo no considerado en este año	2021	Calle Ignacio Zaragoza	57	52900	Colonia CIUDAD ADOLFO LOPEZ MATEOS	Fabricación de papel a partir de pulpa	Atributo no considerado en este año	Atributo no considerado en este año	MANUFACTURAS SONOCO S.A. DE C.V.,	MEXICO	"19°33'58"""	Ciudad López Mateos	"99°14'55"""	Atizapan de Zaragoza	MSO1501300162	15	 		322122	Celulosa y papel	Produccion de carton y cartoncillo	473920.4147	2163511.6749
TEJIDO Y CONFECCIÓN DE ALFOMBRAS Y TAPETES AUTOMOTRICES	Atributo no considerado en este año	2021	Camino SANTA AGUEDA	MV	72620	Pueblo SAN MIGUEL XOXTLA	Fabricación de alfombras y tapetes	Atributo no considerado en este año	Atributo no considerado en este año	MEXAURIA SOLUTIONS S. DE R.L. DE C.V.,MEXAURIA SOLUTIONS, S. DE R.L. DE C.V.	PUEBLA	"19°11'11"""	San Miguel Xoxtla	"98°18'34"""	San Miguel Xoxtla	MSO2113600004	4	 		314110	Automotriz	Confeccion de asientos y accesorios de tela de uso automotriz	572598.2091	2121618.4731
FABRICACIÓN DE PAPEL Y OTROS PRODUCTOS DE CARTÓN	Atributo no considerado en este año	2021	Calle AV. HIDALGO	57	55540	Colonia SANTA CLARA	Fabricación de otros productos de cartón y papel	Atributo no considerado en este año	Atributo no considerado en este año	MANUFACTURAS SONOCO S.A. DE C.V.,MANUFACTURAS SONOCO S.A DE C.V. PLANTA SANTA CLARA	MEXICO	"19°32'16"""	Ecatepec de Morelos	"99°3'32"""	Ecatepec de Morelos	MSO561503311	175	 		322299	Celulosa y papel	Produccion de carton y cartoncillo	493812.2019	2160338.3399
Moldeo por fundición de piezas metálicas no ferrosas 	Atributo no considerado en este año	2021	Calle PRIVADA CENTRAL	ND	79530		Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	METAL TECHNOLOGIES COMPONENTS. DE R.L. DE C.V.,METAL TECHNOLOGIES COMPONENTS	SAN LUIS POTOSI	"21°57'26"""	Villa de Reyes	"100°54'0"""	Villa de Reyes	MTC2405000687	101	 	Parque Industrial WTC2	331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	303792.4338	2429315.3076
FABRICACION DE INTERCAMBIADORES DE CALOR	Atributo no considerado en este año	2021	Privada LOS 2 LAREDOS	7W	88185		Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	MODINE TRANSFERENCIA DE CALOR S.A DE C.V PLANTA 2,	TAMAULIPAS	"27°27'48"""	Nuevo Laredo	"99°32'3"""	Nuevo Laredo	MTC2802702765	LOTE 8 	LOTE 8 	PARQUE INDUSTRIAL LOS DOS LAREDOS	332810	Articulos y productos metalicos	Produccion de calderas industriales e intercambiadores de calor	447213.9248	3037874.1238
FABRICACION Y ENSAMBLE DE SISTEMAS DE REFRIGERACION INDUSTRIAL Y COMERCIAL	Atributo no considerado en este año	2021	Avenida  LOS DOS LAREDOS SIN NUMERO	9M	88185		Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	MODINE TRANSFERENCIA DE CALOR S.A. DE C.V.,	TAMAULIPAS	"27°26'49"""	Nuevo Laredo	"99°34'16"""	Nuevo Laredo	MTC9B2802711	SIN NUMERO 	SIN NUMERO 	PARQUE INDUSTRIAL LOS DOS LAREDOS	332810	Automotriz	Produccion de otras auto partes	443554.1185	3036073.578
Reparacion mecánicas en general de automóviles y camiones	Atributo no considerado en este año	2021	Calle XICOHTENCATL	KE	90402	Colonia SANTA MARIA TEXCALAC	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	MECÁNICA TEK, S.A. DE C.V., SUC. APIZACO	TLAXCALA	"19°24'57"""	Ciudad de Apizaco	"98°5'55"""	Apizaco	MTEKE2900511	1704-A 	 		811111	Otros	Reparacion y mantenimiento automotriz	594625.9274	2147116.2082
Reparación mecánica en general de auotomoviles y camiones	Atributo no considerado en este año	2021	Eje Vial CARRET. MEXICO-VERACRUZ, VIA XALAPA	KE	91700	Colonia LA BOTICARIA	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	MECÁNICA TEK, S.A. DE C.V.,MECANICA TEK SUC. VERACRUZ KOF	VERACRUZ	"19°8'39"""	Veracruz	"96°9'39"""	Veracruz	MTEKE3002811	KM. 442 	 		811111	Otros	Reparacion y mantenimiento automotriz	798658.9984	2119222.6171
Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	2021	Calle CARR. COATEPEC LAS TRANCAS	KE	91500	Colonia CENTRO	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	MECÁNICA TEK, S.A. DE C.V.,MECÁNICA TEK SUC. COATEPEC	VERACRUZ	"19°26'52"""	Coatepec	"96°56'5"""	Coatepec	MTEKE3003821	30/12/1899 11:00:00 a. m.	 		811111	Otros	Reparacion y mantenimiento automotriz	716797.8428	2151691.0839
Reparación mecánica en general de automóviles y camiones 	Atributo no considerado en este año	2021	Calle PASO CARRETAS ENTRE VIAS DE FERROCARRIL	KE	94730	Colonia MODELO	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	MECÁNICA TEK, S.A. DE C.V., SUC. ORIZABA	VERACRUZ	"18°50'13"""	Río Blanco	"97°7'28"""	Rio Blanco	MTEKE3013821	7	30/12/1899 07:00:00 a. m.		811111	Otros	Reparacion y mantenimiento automotriz	697608.0517	2083830.6439
REPARACIÓN MECÁNICA Y ELÉCTRICA DE VEHÍCULOS Y CAMIONES	Atributo no considerado en este año	2021	Calle EL TEJAR	KE	91966	Colonia LORENZO BARCELATA	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	MECÁNICA TEK, S.A. DE C.V.,TALLER CENTRAL VERACRUZ	VERACRUZ	"19°7'53"""	Veracruz	"96°8'38"""	Veracruz	MTEKE3019311	KM. 1.5 	 		811111	Otros	Reparacion y mantenimiento automotriz	800461.4622	2117834.7392
EXPLOTACION Y BENEFICIO DE MINERALES	Atributo no considerado en este año	2021	Calle DOMICILIO CONOCIDO	14	51160	Pueblo ZACAZONAPAN	Minería de plomo y zinc	Atributo no considerado en este año	Atributo no considerado en este año	MINERA TIZAPA S.A DE C.V.,	MEXICO	"19°2'35"""	Zacazonapan	"100°14'19"""	Zacazonapan	MTI141511611	SN 	 		212232	Metalurgica (incluye la siderurgica)	Mineria de zinc y plomo	369658.3956	2106069.2932
FABRICACIÓN DE LENTES DE POLICARBONATO	Atributo no considerado en este año	2021	Carretera CARR INTERNACIONAL	MA	85340	Colonia KM-2	Fabricación de artículos oftálmicos	Atributo no considerado en este año	Atributo no considerado en este año	MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO YMEX II	SONORA	"27°56'40"""	Empalme	"110°49'1"""	Empalme	MTK1I2602511	1969 NA	NA NA		339113	Quimica	Fabricacion de productos moldeados con diversas resinas 	517990.1291	3091078.5109
Fabricación de lentes de plástico tipo High Index	Atributo no considerado en este año	2021	Carretera INTERNACIONAL KM 1969 GUAD-NOG	MA	85340	Colonia EMPALME CENTRO	Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO YMEX IV	SONORA	"27°56'37"""	Empalme	"110°49'2"""	Empalme	MTK2602500008	S/N 	 		325211	Quimica	Fabricacion de productos moldeados con diversas resinas 	517974.5544	3090986.6785
FABRICACION DE CONECTORES ELECTRICOS DE PRECISION PARA LA INDUSTRIA AUTOMOTRIZ	Atributo no considerado en este año	2021	Carretera INTERNACIONAL KM. 129 SALIDA NORTE	91	85400		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO INTEC MEXICO	SONORA	"27°57'31"""	Heroica Guaymas	"110°56'13"""	Guaymas	MTK2602900029	- 	- 	ROCA FUERTE	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	506180.8622	3092635.5147
PROVISIÓN DE SERVICIOS	Atributo no considerado en este año	2021	Calle CARRETERA INTERNACIONAL GDL NOG KM 1969	B2	85340	Colonia SECTOR PONIENTE KM. 2	Servicios combinados de apoyo en instalaciones	Atributo no considerado en este año	Atributo no considerado en este año	MAQUILAS TETA-KAWI S.A. DE C.V.,MAQUILAS TETA KAWI S.A. DE C.V.	SONORA	"27°56'51"""	Empalme	"110°48'53"""	Empalme	MTK422602511	KM. 2  PARQUE INDUSTRIAL BELLA VISTA 	 		561210	Otros	Alquiler, renta o venta de equipos,aparatos, instrumentos  y otros	518202.7106	3091427.6569
limpieza, inspección y recubrimiento químico de distintas piezas metálicas	Atributo no considerado en este año	2021	Calle CARRETERA INTERNACIONAL KM 1969 GDL-NGL	8A	85340	Colonia PARQUE INDUSTRIAL	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO INCERTEC	SONORA	"27°56'53"""	Empalme	"110°48'47"""	Empalme	MTK8A2602511	S/N 	 		332810	Quimica	Galvanoplastia	518378.6587	3091474.9943
Manufactura, Fundicion de trabajo de piezas de metal para turbinas de avión y generadores 	Atributo no considerado en este año	2021	Calle CARR. INTERNACIONAL KM. 129; SALIDA NORTE	ND	85400		Fabricación de motores de combustión interna, turbinas y transmisiones	Atributo no considerado en este año	Atributo no considerado en este año	MAQUILAS TETA-KAWI S.A. DE C.V.,DEPARTAMENTO CPP-GUAYMAS	SONORA	"27°57'24"""	Heroica Guaymas	"110°56'10"""	Guaymas	MTK8L2602921	S/N 	 	PARQUE INDUSTRIAL ROCA FUERTE	333610	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	506276.0266	3092433.0841
Manufactura de piezas metalicas	Atributo no considerado en este año	2021	Calle FARADAY	ND	32470	Colonia PARQUE BERMUDEZ	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	MICROCAST TECHNOLOGIES MEXICANA S. DE R.L. DE C.V.,MICROCAST TECHNOLOGIES MEXICANA, S. DE R.L. DE C.V.	CHIHUAHUA	"31°42'34"""	Juárez	"106°24'13"""	Juarez	MTMND0803711	8220	 		331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	366976.4628	3509107.4963
Fabricación de otros productos metálicos	Atributo no considerado en este año	2021	Calle UNO	7X	78395		Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	METALOR TECHNOLOGIES OPERATIONS MEXICO, S.A. DE C.V.,METALOR TECHNOLOGIES OPERATIONS MEXICO S.A. DE C.V.	SAN LUIS POTOSI	"22°3'23"""	San Luis Potosí	"100°52'57"""	San Luis Potosi	MTO2402800391	265	 	ZONA INDUSTRIAL	332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos	305728.2109	2440276.2573
FUNDICIÓN Y/O REFINACIÓN DE METALES NO FERROSOS	Atributo no considerado en este año	2021	Avenida Av. Industrial del Norte	7L	88736		Fundición y refinación de otros metales no ferrosos	Atributo no considerado en este año	Atributo no considerado en este año	M3 RESOURCES MÉXICO S. DE R.L DE C.V,	TAMAULIPAS	"26°2'27"""	Reynosa	"98°22'2"""	Reynosa	MTRBD2803211	SN/B 	 	Parque Industrial del Norte	331419	Metalurgica (incluye la siderurgica)	Afinacion y refinacion de otros metales no ferrosos	563294.3667	2880381.991
FABRICACION DE HILOS	Atributo no considerado en este año	2021	Avenida INDUSTRIA AUTOMOTRIZ	3G	50246		Fabricación de hilos para coser y bordar	Atributo no considerado en este año	Atributo no considerado en este año	MANUFACTURERA TEXTIL DE TOLUCA S.A. DE C.V.,MANUFACTURERA TEXTIL DE TOLUCA S. A. DE C. V.	MEXICO	"19°17'44"""	Toluca de Lerdo	"99°34'26"""	Toluca	MTT1510600622	128	 	PARQUE INDUSTRIAL EL COECILLO TOLUCA	313113	Textiles, fibras e hilos	Produccion de hilos para coser, bordar y tejer	439681.992	2133660.2114
Fabricación de toda clase de tubos con costura galvanizado y sin galvanizar 	Atributo no considerado en este año	2021	Calle Cerrada Norte 70	7J	07400	Colonia SALVADOR DIAZ MIRON	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑÍA MEXICANA DE TUBOS, S.A. DE C.V. ,	DISTRITO FEDERAL	"19°29'22"""	Gustavo A. Madero	"99°5'51"""	Gustavo A. Madero	MTU0900500318	8120	 		332810	Metalurgica (incluye la siderurgica)	Produccion de tubos y postes de hierro y acero	489751.7372	2155015.4695
FABRICACIÓN Y/O ENSAMBLE DE TRACTOCAMIONES Y AUTOBUSES	Atributo no considerado en este año	2021	Avenida Santa Rosa de Viterbo	9G	76246		Fabricación de camiones y tractocamiones	Atributo no considerado en este año	Atributo no considerado en este año	MAN TRUCK & BUS MÉXICO, S. A. DE C. V.,MAN TRUCK & BUS MÉXICO, S.A. DE C.V.	QUERETARO	"20°33'42"""	San Isidro Miranda	"100°17'9"""	El Marques	MT&2201101237	LOTE 7 MANZANA II 	 	PARQUE INDUSTRIAL FINSA	336120	Automotriz	Produccion de automoviles, camiones, tractocamiones y similares	365964.1174	2274181.1067
