_id,additional_information,agent,anio_registro,cas,group,volume,year
65c51084da5b75bbd86e6d08,Moved to Group 3 following 2019 update to the IARC Monographs Preamble,Caprolactam,2023,105-60-2,3,"39, Sup 7, 71",1999
65c51084da5b75bbd86e6d09,,Lauroyl peroxide,2023,105-74-8,3,"36, Sup 7, 71",1999
65c51084da5b75bbd86e6d0a,NB There is also conclusive evidence that tamoxifen reduces the risk of contralateral breast cancer in breast cancer patients,Tamoxifen,2023,10540-29-1,1,"66, 100A",2012
65c51084da5b75bbd86e6d0b,,"PhIP (2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine)",2023,105650-23-5,2B,56,1993
65c51084da5b75bbd86e6d0c,,"3,7-Dinitrofluoranthene",2023,105735-71-5,2B,"46, 65, 105",2014
65c51084da5b75bbd86e6d0d,,N-Nitrosomethylethylamine,2023,10595-95-6,2B,"17, Sup 7",1987
65c51084da5b75bbd86e6d0e,,Chloramine,2023,10599-90-3,3,84,2004
65c51084da5b75bbd86e6d0f,,para-Dichlorobenzene,2023,106-46-7,2B,"Sup 7, 73",1999
65c51084da5b75bbd86e6d10,,para-Chloroaniline,2023,106-47-8,2B,57,1993
65c51084da5b75bbd86e6d11,,para-Phenylenediamine,2023,106-50-3,3,"16, Sup 7",1987
65c51084da5b75bbd86e6d12,,para-Quinone,2023,106-51-4,3,"15, Sup 7, 71",1999
65c51084da5b75bbd86e6d13,,4-Vinylcyclohexene diepoxide,2023,106-87-6,2B,"Sup 7, 60",1994
65c51084da5b75bbd86e6d14,NB Overall evaluation upgraded to Group 2B with supporting evidence from other relevant data,"1,2-Epoxybutane",2023,106-88-7,2B,"47, 71",1999
65c51084da5b75bbd86e6d15,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Epichlorohydrin,2023,106-89-8,2A,"11, Sup 7, 71",1999
65c51084da5b75bbd86e6d16,,Glycidyl methacrylate,2023,106-91-2,2A,125,2020 online
65c51084da5b75bbd86e6d17,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Ethylene dibromide,2023,106-93-4,2A,"15, Sup 7, 71",1999
65c51084da5b75bbd86e6d18,,1-Bromopropane,2023,106-94-5,2B,115,2018
65c51084da5b75bbd86e6d19,,"1,3-Butadiene",2023,106-99-0,1,"Sup 7, 54, 71, 97, 100F",2012
65c51084da5b75bbd86e6d1a,,Acrolein,2023,107-02-8,2A,"63, Sup 7, 128",2021 online
65c51084da5b75bbd86e6d1b,,Allyl chloride,2023,107-05-1,3,"36, Sup 7, 71, 125",2020 online
65c51084da5b75bbd86e6d1c,,"1,2-Dichloroethane",2023,107-06-2,2B,"20, Sup 7, 71",1999
65c51084da5b75bbd86e6d1d,,Acrylonitrile,2023,107-13-1,2B,71,1999
65c51084da5b75bbd86e6d1e,,Chloroacetonitrile,2023,107-14-2,3,"52, 71",1999
65c51084da5b75bbd86e6d1f,,Chloromethyl methyl ether (see Bis(chloromethyl)ether; chloromethyl methyl ether),2023,107-30-2,,,
65c51084da5b75bbd86e6d20,,Glyphosate,2023,1071-83-6,2A,112,2017
65c51084da5b75bbd86e6d21,,2-(1-Aziridinyl)ethanol,2023,1072-52-2,3,"9, Sup 7",1987
65c51084da5b75bbd86e6d22,,Vinyl acetate,2023,108-05-4,2B,"Sup 7, 63",1995
65c51084da5b75bbd86e6d23,,Methyl isobutyl ketone,2023,108-10-1,2B,101,2013
65c51084da5b75bbd86e6d24,,Succinic anhydride,2023,108-30-5,3,"15, Sup 7",1987
65c51084da5b75bbd86e6d25,,meta-Phenylenediamine,2023,108-45-2,3,"16, Sup 7",1987
65c51084da5b75bbd86e6d26,,Resorcinol,2023,108-46-3,3,"15, Sup 7, 71",1999
65c51084da5b75bbd86e6d27,,Bis(2-chloro-1-methylethyl)ether,2023,108-60-1,3,"41, Sup 7, 71",1999
65c51084da5b75bbd86e6d28,,Melamine,2023,108-78-1,2B,"Sup 7, 73, 119",2019
65c51084da5b75bbd86e6d29,,Toluene,2023,108-88-3,3,"47, 71",1999
65c51084da5b75bbd86e6d2a,,Cyclohexanone,2023,108-94-1,3,"47, 71",1999
65c51084da5b75bbd86e6d2b,,Phenol,2023,108-95-2,3,"47, 71",1999
65c51084da5b75bbd86e6d2c,,β-Picoline,2023,108-99-6,3,122,2019
65c51084da5b75bbd86e6d2d,,1-Bromo-3-chloropropane,2023,109-70-6,2B,125,2020 online
65c51084da5b75bbd86e6d2e,,Tetrahydrofuran,2023,109-99-9,2B,119,2019
65c51084da5b75bbd86e6d2f,,Furan,2023,110-00-9,2B,63,1995
65c51084da5b75bbd86e6d30,,"trans-1,4-Dichlorobutene",2023,110-57-6,3,"15, Sup 7, 71",1999
65c51084da5b75bbd86e6d31,,Pyridine,2023,110-86-1,2B,"77, 119",2019
65c51084da5b75bbd86e6d32,,Morpholine,2023,110-91-8,3,"47, 71",1999
65c51084da5b75bbd86e6d33,NB Overall evaluation upgraded to Group 2B with supporting evidence from other relevant data,Bleomycins,2023,11056-06-7,2B,"26, Sup 7",1987
65c51084da5b75bbd86e6d34,,Diethanolamine,2023,111-42-2,2B,"77, 101",2013
65c51084da5b75bbd86e6d35,,Bis(2-chloroethyl)ether,2023,111-44-4,3,"9, Sup 7, 71",1999
65c51084da5b75bbd86e6d36,,2-Butoxyethanol,2023,111-76-2,3,88,2006
65c51084da5b75bbd86e6d37,,Pioglitazone,2023,111025-46-8,2A,108,2016
65c51084da5b75bbd86e6d38,,"Naphtho[1,2-b]fluoranthene",2023,111189-32-3,3,92,2010
65c51084da5b75bbd86e6d39,,N-Nitrosodiethanolamine,2023,1116-54-7,2B,"17, Sup 7, 77",2000
65c51084da5b75bbd86e6d3a,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,"1,3-Propane sultone",2023,1120-71-4,2A,"4, Sup 7, 71, 110",2017
65c51084da5b75bbd86e6d3b,,Dithranol,2023,1143-38-0,3,"13, Sup 7",1987
65c51084da5b75bbd86e6d3c,,Azaserine,2023,115-02-6,2B,"10, Sup 7",1987
65c51084da5b75bbd86e6d3d,,Propylene,2023,115-07-1,3,"Sup 7, 60",1994
65c51084da5b75bbd86e6d3e,,Chlorendic acid,2023,115-28-6,2B,48,1990
65c51084da5b75bbd86e6d3f,,Dicofol,2023,115-32-2,3,"30, Sup 7",1987
65c51084da5b75bbd86e6d40,,Tris(2-chloroethyl) phosphate,2023,115-96-8,3,"48, 71",1999
65c51084da5b75bbd86e6d41,,Aldicarb,2023,116-06-3,3,53,1991
65c51084da5b75bbd86e6d42,NB Overall evaluation upgraded to Group 2A on the basis of sufficient evidence in experimental animals with a striking and atypical pattern of tumours,Tetrafluoroethylene,2023,116-14-3,2A,"19, Sup 7, 71, 110",2017
65c51084da5b75bbd86e6d43,,Decabromodiphenyl oxide,2023,1163-19-5,3,"48, 71",1999
65c51084da5b75bbd86e6d44,,"Fusarium moniliforme, toxins derived from (fumonisin B1, fumonisin B2, and fusarin C)",2023,116355-83-0,2B,56,1993
65c51084da5b75bbd86e6d45,,Fumonisin B1,2023,116355-83-0,2B,82,2002
65c51084da5b75bbd86e6d46,,"Dantron (Chrysazin; 1,8-Dihydroxyanthraquinone)",2023,117-10-2,2B,50,1990
65c51084da5b75bbd86e6d47,,Quercetin,2023,117-39-5,3,"Sup 7, 73",1999
65c51084da5b75bbd86e6d48,,2-Aminoanthraquinone,2023,117-79-3,3,"27, Sup 7",1987
65c51084da5b75bbd86e6d49,,Bis(2-ethylhexyl) phthalate (see Di(2-ethylhexyl) phthalate),2023,117-81-7,,,
65c51084da5b75bbd86e6d4a,,Di(2-ethylhexyl)phthalate,2023,117-81-7,2B,"Sup 7, 77, 101",2013
65c51084da5b75bbd86e6d4b,,Hexachlorobenzene,2023,118-74-1,2B,"Sup 7, 79",2001
65c51084da5b75bbd86e6d4c,,Anthranilic acid,2023,118-92-3,3,"16, Sup 7",1987
65c51084da5b75bbd86e6d4d,,"2,4,6-Trinitrotoluene",2023,118-96-7,3,65,1996
65c51084da5b75bbd86e6d4e,,Nodularins,2023,118399-22-7,3,94,2010
65c51084da5b75bbd86e6d4f,,4-Amino-2-nitrophenol,2023,119-34-6,3,"16, Sup 7",1987
65c51084da5b75bbd86e6d50,,Benzophenone,2023,119-61-9,2B,101,2013
65c51084da5b75bbd86e6d51,,"3,3'-Dimethoxybenzidine (ortho-Dianisidine)",2023,119-90-4,2B,"4, Sup 7",1987
65c51084da5b75bbd86e6d52,,"3,3'-Dimethylbenzidine (ortho-Tolidine)",2023,119-93-7,2B,"1, Sup 7",1987
65c51084da5b75bbd86e6d53,,Anthracene,2023,120-12-7,2B,"92, Sup 7, 133",In prep.
65c51084da5b75bbd86e6d54,,Isosafrole,2023,120-58-1,3,"10, Sup 7",1987
65c51084da5b75bbd86e6d55,,para-Cresidine,2023,120-71-8,2B,"27, Sup 7",1987
65c51084da5b75bbd86e6d56,,Catechol,2023,120-80-9,2B,"15, Sup 7, 71",1999
65c51084da5b75bbd86e6d57,,Vitamin K substances,2023,12001-79-5,3,76,2000
65c51084da5b75bbd86e6d58,,Tungsten carbide with cobalt metal (see Cobalt metal with tungsten carbide),2023,"12070-12-1, 7440-48-4",,,
65c51084da5b75bbd86e6d59,,"2,4-Dinitrotoluene",2023,121-14-2,2B,65,1996
65c51084da5b75bbd86e6d5a,,2-Amino-5-nitrothiazole,2023,121-66-4,3,"31, Sup 7",1987
65c51084da5b75bbd86e6d5b,,"N,N-Dimethylaniline",2023,121-69-7,3,57,1993
65c51084da5b75bbd86e6d5c,,3-Chloronitrobenzene,2023,121-73-3,3,65,1996
65c51084da5b75bbd86e6d5d,,Malathion,2023,121-75-5,2A,"30, Sup 7, 112",2017
65c51084da5b75bbd86e6d5e,,2-Amino-5-nitrophenol,2023,121-88-0,3,57,1993
65c51084da5b75bbd86e6d5f,,Zineb,2023,12122-67-7,3,"12, Sup 7",1987
65c51084da5b75bbd86e6d60,,Attapulgite (see Palygorskite),2023,12174-11-7,,,
65c51084da5b75bbd86e6d61,,"Palygorskite (Attapulgite) (long fibres, > 5 micrometres)",2023,12174-11-7,2B,68,1997
65c51084da5b75bbd86e6d62,,"Palygorskite (Attapulgite)(short fibres, < 5 micrometres)",2023,12174-11-7,3,68,1997
65c51084da5b75bbd86e6d63,,Aurothioglucose,2023,12192-57-3,3,"13, Sup 7",1987
65c51084da5b75bbd86e6d64,,Simazine,2023,122-34-9,3,"53, 73",1999
65c51084da5b75bbd86e6d65,,Diphenylamine,2023,122-39-4,2B,130,2022 online
65c51084da5b75bbd86e6d66,,Propham,2023,122-42-9,3,"12, Sup 7",1987
65c51084da5b75bbd86e6d67,,Phenyl glycidyl ether,2023,122-60-1,2B,"47, 71",1999
65c51084da5b75bbd86e6d68,,"1,2-Diphenylhydrazine",2023,122-66-7,2B,130,2022 online
65c51084da5b75bbd86e6d69,,Rosiglitazone,2023,122320-73-4,3,108,2016
65c51084da5b75bbd86e6d6a,,Hydroquinone,2023,123-31-9,3,"15, Sup 7, 71",1999
65c51084da5b75bbd86e6d6b,,Maleic hydrazide,2023,123-33-1,3,"4, Sup 7",1987
65c51084da5b75bbd86e6d6c,,β-Myrcene,2023,123-35-3,2B,119,2019
65c51084da5b75bbd86e6d6d,,"1,4-Dioxane",2023,123-91-1,2B,"11, Sup 7, 71",1999
65c51084da5b75bbd86e6d6e,,Chlorodibromomethane,2023,124-48-1,3,"52, 71",1999
65c51084da5b75bbd86e6d6f,,Methylarsonic acid,2023,124-58-3,2B,100C,2012
65c51084da5b75bbd86e6d70,,Monomethylarsonic acid (see Methylarsonic acid),2023,124-58-3,,,
65c51084da5b75bbd86e6d71,,Maneb,2023,12427-38-2,3,"12, Sup 7",1987
65c51084da5b75bbd86e6d72,,Primidone,2023,125-33-7,2B,108,2016
65c51084da5b75bbd86e6d73,,Griseofulvin,2023,126-07-8,2B,"Sup 7, 79",2001
65c51084da5b75bbd86e6d74,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,"Tris(2,3-dibromopropyl) phosphate",2023,126-72-7,2A,"20, Sup 7, 71",1999
65c51084da5b75bbd86e6d75,,Nitrogen mustard N-oxide,2023,126-85-2,2B,"9, Sup 7",1987
65c51084da5b75bbd86e6d76,,Chloroprene,2023,126-99-8,2B,"Sup 7, 71",1999
65c51084da5b75bbd86e6d77,,Cyclochlorotine,2023,12663-46-6,3,"10, Sup 7",1987
65c51084da5b75bbd86e6d78,,Hydroxyurea,2023,127-07-1,3,76,2000
65c51084da5b75bbd86e6d79,,Tetrachloroethylene (Perchloroethylene),2023,127-18-4,2A,"Sup 7, 63, 106",2014
65c51084da5b75bbd86e6d7a,,"N,N-Dimethylacetamide",2023,127-19-5,2B,123,2020 online
65c51084da5b75bbd86e6d7b,,Sulfafurazole (Sulfisoxazole),2023,127-69-5,3,"24, Sup 7",1987
65c51084da5b75bbd86e6d7c,,Butylated hydroxytoluene (BHT),2023,128-37-0,3,"40, Sup 7",1987
65c51084da5b75bbd86e6d7d,,Vat Yellow 4,2023,128-66-5,3,48,1990
65c51084da5b75bbd86e6d7e,,Pyrene,2023,129-00-0,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6d7f,,2-Methyl-1-nitroanthraquinone (uncertain purity),2023,129-15-7,2B,"27, Sup 7",1987
65c51084da5b75bbd86e6d80,,Blue VRS,2023,129-17-9,3,"16, Sup 7",1987
65c51084da5b75bbd86e6d81,,Oxyphenbutazone,2023,129-20-4,3,"13, Sup 7",1987
65c51084da5b75bbd86e6d82,,1-Hydroxyanthraquinone,2023,129-43-1,2B,82,2002
65c51084da5b75bbd86e6d83,,Leucomalachite green (see also Malachite green),2023,129-73-7,2B,129,2022 online
65c51084da5b75bbd86e6d84,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU),2023,13010-47-4,2A,"26, Sup 7",1987
65c51084da5b75bbd86e6d85,,Gallium arsenide (see Arsenic and inorganic arsenic compounds),2023,1303-00-0,,"86, 100C",2012
65c51084da5b75bbd86e6d86,,Medphalan,2023,13045-94-8,3,"9, Sup 7",1987
65c51084da5b75bbd86e6d87,,Cobalt(II) oxide,2023,1307-96-6,2B,"52, 131",2023 online
65c51084da5b75bbd86e6d88,,"Cobalt(II,III) oxide",2023,1308-06-1,3,"52, 131",2023 online
65c51084da5b75bbd86e6d89,,Ferric oxide,2023,1309-37-1,3,"1, Sup 7",1987
65c51084da5b75bbd86e6d8a,,"Antimony trioxide, see Trivalent antimony",2023,1309-64-4,,,
65c51084da5b75bbd86e6d8b,,Yellow OB,2023,131-79-3,3,"8, Sup 7",1987
65c51084da5b75bbd86e6d8c,,Molybdenum trioxide,2023,1313-27-5,2B,118,2018 online
65c51084da5b75bbd86e6d8d,,Vanadium pentoxide,2023,1314-62-1,2B,86,2006
65c51084da5b75bbd86e6d8e,,Cobalt(II) sulfide,2023,1317-42-6,3,"52, 131",2023 online
65c51084da5b75bbd86e6d8f,,Haematite,2023,1317-60-8,3,"1, Sup 7",1987
65c51084da5b75bbd86e6d90,,"Zeolites other than erionite (clinoptilolite, phillipsite,mordenite, non-fibrous Japanese zeolite, synthetic zeolites)",2023,1318-02-1,3,68,1997
65c51084da5b75bbd86e6d91,,Sodium ortho-phenylphenate,2023,132-27-4,2B,"Sup 7, 73",1999
65c51084da5b75bbd86e6d92,,Dibenzothiophene,2023,132-65-0,3,103,2013
65c51084da5b75bbd86e6d93,,Radium-224 and its decay products,2023,13233-32-4,1,"78, 100D",2012
65c51084da5b75bbd86e6d94,,N-Nitrososarcosine,2023,13256-22-9,2B,"17, Sup 7",1987
65c51084da5b75bbd86e6d95,,Rifampicin,2023,13292-46-1,3,"24, Sup 7",1987
65c51084da5b75bbd86e6d96,,Captan,2023,133-06-2,3,"30, Sup 7",1987
65c51084da5b75bbd86e6d97,,Xylenes,2023,1330-20-7,3,"47, 71",1999
65c51084da5b75bbd86e6d98,NB Mineral substances (e.g. talc or vermiculite) that contain asbestos should also be regarded as carcinogenic to humans *The presence of an asterisk indicates that the registration is for a substance which CAS does not treat in its regular CA index,"Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)",2023,"1332-21-4, 12172-73-5, 12001-29-5, 12001-28-4",1,"14, Sup 7, 100C",2012
65c51084da5b75bbd86e6d99,,Carbon black,2023,1333-86-4,2B,"Sup 7, 65, 93",2010
65c51084da5b75bbd86e6d9a,,Polychlorinated biphenyls,2023,1336-36-3,1,"18, Sup 7, 107",2016
65c51084da5b75bbd86e6d9b,,Iron sorbitol-citric acid complex,2023,1338-16-5,3,"2, Sup 7",1987
65c51084da5b75bbd86e6d9c,,ortho-Anisidine hydrochloride (see also ortho-Anisidine),2023,134-29-2,2A,127,2021 online
65c51084da5b75bbd86e6d9d,,1-Naphthylamine,2023,134-32-7,3,"4, Sup 7",1987
65c51084da5b75bbd86e6d9e,,"Antimony trisulfide, see Trivalent antimony",2023,1345-04-6,,,
65c51084da5b75bbd86e6d9f,,Titanium dioxide,2023,13463-67-7,2B,"47, 93",2010
65c51084da5b75bbd86e6da0,,"1,2-Bis(chloromethoxy)ethane",2023,13483-18-6,3,"15, Sup 7, 71",1999
65c51084da5b75bbd86e6da1,,Cupferron,2023,135-20-6,2B,127,2021 online
65c51084da5b75bbd86e6da2,,N-Phenyl-2-naphthylamine,2023,135-88-6,3,"16, Sup 7",1987
65c51084da5b75bbd86e6da3,,Phenazopyridine hydrochloride,2023,136-40-3,2B,"24, Sup 7",1987
65c51084da5b75bbd86e6da4,,"2,4,5-Trimethylaniline",2023,137-17-7,3,"27, Sup 7",1987
65c51084da5b75bbd86e6da5,,Thiram,2023,137-26-8,3,"Sup 7, 53",1991
65c51084da5b75bbd86e6da6,,Ziram,2023,137-30-4,3,"Sup 7, 53",1991
65c51084da5b75bbd86e6da7,,Shikimic acid,2023,138-59-0,3,"40, Sup 7",1987
65c51084da5b75bbd86e6da8,,Cyclamates (sodium cyclamate),2023,139-05-9,3,"Sup 7, 73",1999
65c51084da5b75bbd86e6da9,NB Evaluated as a group,Nitrilotriacetic acid and its salts,2023,139-13-9,2B,"48, 73",1999
65c51084da5b75bbd86e6daa,,"4,4'-Thiodianiline",2023,139-65-1,2B,"27, Sup 7",1987
65c51084da5b75bbd86e6dab,,Nithiazide,2023,139-94-6,3,"31, Sup 7",1987
65c51084da5b75bbd86e6dac,,1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea (Methyl-CCNU) (see Semustine),2023,13909-09-6,,,
65c51084da5b75bbd86e6dad,,"Semustine [1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea, Methyl-CCNU]",2023,13909-09-6,1,"Sup 7, 100A",2012
65c51084da5b75bbd86e6dae,,Radium-226 and its decay products,2023,13982-63-3,1,"78, 100D",2012
65c51084da5b75bbd86e6daf,,Wollastonite,2023,13983-17-0,3,"Sup 7, 68",1997
65c51084da5b75bbd86e6db0,,Benzyl acetate,2023,140-11-4,3,"40, Sup 7, 71",1999
65c51084da5b75bbd86e6db1,,para-Dimethylaminoazobenzenediazo sodium sulfonate,2023,140-56-7,3,"8, Sup 7",1987
65c51084da5b75bbd86e6db2,,Aramite®,2023,140-57-8,2B,"5, Sup 7",1987
65c51084da5b75bbd86e6db3,,Ethyl acrylate,2023,140-88-5,2B,"39, Sup 7, 71, 122",2019
65c51084da5b75bbd86e6db4,,Tannic acid and tannins,2023,1401-55-4,3,"10, Sup 7",1987
65c51084da5b75bbd86e6db5,,Aflatoxins,2023,1402-68-2,1,"Sup 7, 56, 82, 100F",2012
65c51084da5b75bbd86e6db6,NB Overall evaluation upgraded to Group 2A,"3,3′,4,4′-Tetrachloroazobenzene",2023,14047-09-7,2A,117,2019
65c51084da5b75bbd86e6db7,,n-Butyl acrylate,2023,141-32-2,3,"39, Sup 7, 71",1999
65c51084da5b75bbd86e6db8,,"3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate",2023,141-37-7,3,"11, Sup 7, 71",1999
65c51084da5b75bbd86e6db9,,Thiouracil,2023,141-90-2,2B,"Sup 7, 79",2001
65c51084da5b75bbd86e6dba,,Aniline hydrochloride (see also Aniline),2023,142-04-1,2A,127,2021 online
65c51084da5b75bbd86e6dbb,,"2,4-Hexadienal",2023,142-83-6,2B,101,2013
65c51084da5b75bbd86e6dbc,,Chlordecone (Kepone),2023,143-50-0,2B,"20, Sup 7",1987
65c51084da5b75bbd86e6dbd,,Vinblastine sulfate,2023,143-67-9,3,"26, Sup 7",1987
65c51084da5b75bbd86e6dbe,,Methyl selenac,2023,144-34-3,3,"12, Sup 7",1987
65c51084da5b75bbd86e6dbf,,Ferbam,2023,14484-64-1,3,"12, Sup 7",1987
65c51084da5b75bbd86e6dc0,,"Phosphorus-32, as phosphate",2023,14596-37-3,1,"78, 100D",2012
65c51084da5b75bbd86e6dc1,,"1,2:3,4-Diepoxybutane (see 1,3-Butadiene)",2023,1464-53-5,,"11, Sup 7",1987
65c51084da5b75bbd86e6dc2,,Sodium diethyldithiocarbamate,2023,148-18-5,3,"12, Sup 7",1987
65c51084da5b75bbd86e6dc3,,8-Hydroxyquinoline,2023,148-24-3,3,"13, Sup 7",1987
65c51084da5b75bbd86e6dc4,,Melphalan,2023,148-82-3,1,"9, Sup 7, 100A",2012
65c51084da5b75bbd86e6dc5,,Talc containing asbestiform fibres (see Asbestos),2023,14807-96-6,,"42, Sup 7",1987
65c51084da5b75bbd86e6dc6,,Talc not containing asbestos or asbestiform fibres,2023,14807-96-6,3,"42, Sup 7, 93",2010
65c51084da5b75bbd86e6dc7,,Talc-based body powder (perineal use of),2023,14807-96-6,2B,93,2010
65c51084da5b75bbd86e6dc8,,"Silica dust, crystalline, in the form of quartz or cristobalite",2023,14808-60-7,1,"Sup 7, 68, 100C",2012
65c51084da5b75bbd86e6dc9,,Patulin,2023,149-29-1,3,"40, Sup 7",1987
65c51084da5b75bbd86e6dca,,2-Mercaptobenzothiazole,2023,149-30-4,2A,115,2018
65c51084da5b75bbd86e6dcb,,Cycasin,2023,14901-08-7,2B,"10, Sup 7",1987
65c51084da5b75bbd86e6dcc,,para-Aminobenzoic acid,2023,150-13-0,3,"16, Sup 7",1987
65c51084da5b75bbd86e6dcd,,Monuron,2023,150-68-5,3,"Sup 7, 53",1991
65c51084da5b75bbd86e6dce,,Dulcin,2023,150-69-6,3,"12, Sup 7",1987
65c51084da5b75bbd86e6dcf,,Eosin,2023,15086-94-9,3,"15, Sup 7",1987
65c51084da5b75bbd86e6dd0,NB Overall evaluation upgraded to Group 2B with supporting evidence from other relevant data,Aziridine,2023,151-56-4,2B,"9, Sup 7, 71",1999
65c51084da5b75bbd86e6dd1,,Radium-228 and its decay products,2023,15262-20-1,1,"78, 100D",2012
65c51084da5b75bbd86e6dd2,,Bischloroethyl nitrosourea (BCNU),2023,154-93-8,2A,"26, Sup 7",1987
65c51084da5b75bbd86e6dd3,,Sepiolite,2023,15501-74-3,3,"Sup 7, 68",1997
65c51084da5b75bbd86e6dd4,,Isatidine,2023,15503-86-3,3,"10, Sup 7",1987
65c51084da5b75bbd86e6dd5,,para-Nitrosodiphenylamine,2023,156-10-5,3,"27, Sup 7",1987
65c51084da5b75bbd86e6dd6,,Phenelzine sulfate,2023,156-51-4,3,"24, Sup 7",1987
65c51084da5b75bbd86e6dd7,,"Trimethylolpropane triacrylate, technical grade",2023,15625-89-5,2B,122,2019
65c51084da5b75bbd86e6dd8,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,Cisplatin,2023,15663-27-1,2A,"26, Sup 7",1987
65c51084da5b75bbd86e6dd9,,"2,2',5,5'-Tetrachlorobenzidine",2023,15721-02-5,3,"27, Sup 7",1987
65c51084da5b75bbd86e6dda,,Trifluralin,2023,1582-09-8,3,53,1991
65c51084da5b75bbd86e6ddb,,Chromium (III) compounds,2023,16065-83-1,3,49,1990
65c51084da5b75bbd86e6ddc,,"CI Direct Brown 95 (see Benzidine, dyes metabolized to)",2023,16071-86-6,,,
65c51084da5b75bbd86e6ddd,,"1,2-Diethylhydrazine",2023,1615-80-1,2B,"4, Sup 7, 71",1999
65c51084da5b75bbd86e6dde,,Methyl tert-butyl ether,2023,1634-04-4,3,73,1999
65c51084da5b75bbd86e6ddf,NB Overall evaluation upgraded to Group 1 based on mechanistic and other relevant data,"N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)",2023,"16543-55-8, 64091-91-4",1,"Sup 7, 89, 100E",2012
65c51084da5b75bbd86e6de0,,Gyromitrin,2023,16568-02-8,3,"31, Sup 7",1987
65c51084da5b75bbd86e6de1,,Bisphenol A diglycidyl ether (Araldite),2023,1675-54-3,3,"47, 71",1999
65c51084da5b75bbd86e6de2,,4-Hydroxyazobenzene,2023,1689-82-3,3,"8, Sup 7",1987
65c51084da5b75bbd86e6de3,,Benzyl violet 4B,2023,1694-09-3,2B,"16, Sup 7",1987
65c51084da5b75bbd86e6de4,,"Fluorides (inorganic, used in drinking-water)",2023,16984-48-8,3,"27, Sup 7",1987
65c51084da5b75bbd86e6de5,,6-Methylchrysene,2023,1705-85-7,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6de6,,3-Methylfluoranthene,2023,1706-01-0,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6de7,NB Overall evaluation upgraded to Group 2B with supporting evidence from other relevant data,3-Nitrobenzanthrone,2023,17117-34-9,2B,105,2014
65c51084da5b75bbd86e6de8,,"2,3,7,8-Tetrachlorodibenzo-para-dioxin",2023,1746-01-6,1,"Sup 7, 69, 100F",2012
65c51084da5b75bbd86e6de9,,Nitrofen (technical-grade),2023,1836-75-5,2B,"30, Sup 7",1987
65c51084da5b75bbd86e6dea,,Chromium (VI) compounds,2023,18540-29-9,1,"Sup 7, 49, 100C",2012
65c51084da5b75bbd86e6deb,,Streptozotocin,2023,18883-66-4,2B,"17, Sup 7",1987
65c51084da5b75bbd86e6dec,,"Dibenzo[a,i]pyrene",2023,189-55-9,2B,92,2010
65c51084da5b75bbd86e6ded,,"Dibenzo[a,h]pyrene",2023,189-64-0,2B,"Sup 7, 92",2010
65c51084da5b75bbd86e6dee,,Chlorothalonil,2023,1897-45-6,2B,"Sup 7, 73",1999
65c51084da5b75bbd86e6def,,Coronene,2023,191-07-1,3,"32, Sup 7, 92",1987
65c51084da5b75bbd86e6df0,,Benzo[ghi]perylene,2023,191-24-2,3,"92, Sup 7",2010
65c51084da5b75bbd86e6df1,,Anthanthrene,2023,191-26-4,3,"92, Sup 7",2010
65c51084da5b75bbd86e6df2,NB Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,"Dibenzo[a,l]pyrene",2023,191-30-0,2A,"Sup 7, 92",2010
65c51084da5b75bbd86e6df3,NB Overall evaluation downgraded to Group 3 with supporting evidence from other relevant data,Atrazine,2023,1912-24-9,3,"53, 73",1999
65c51084da5b75bbd86e6df4,,Picloram,2023,1918-02-1,3,53,1991
65c51084da5b75bbd86e6df5,,"Dibenzo[h,rst]pentaphene",2023,192-47-2,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6df6,,"Dibenzo[e,l]pyrene",2023,192-51-8,3,92,2010
65c51084da5b75bbd86e6df7,,"Dibenzo[a,e]pyrene",2023,192-65-4,3,"Sup 7, 92",2010
65c51084da5b75bbd86e6df8,,Benzo[e]pyrene,2023,192-97-2,3,"92, Sup 7",2010
65c51084da5b75bbd86e6df9,,"Naphtho[2,3-e]pyrene",2023,193-09-9,3,92,2010
65c51084da5b75bbd86e6dfa,,"Indeno[1,2,3-cd]pyrene",2023,193-39-5,2B,"Sup 7, 92",2010
