_id,cas,iarc,name
64f656e0145188be35837e84,3351-31-3,3,3-Methylchrysene
64f656e0145188be35837e85,3351-32-4,3,2-Methylchrysene
64f656e0145188be35837e86,33543-31-6,3,2-Methylfluoranthene
64f656e0145188be35837e87,3564-09-8,2B,Ponceau 3R
64f656e0145188be35837e88,3567-69-9,3,Carmoisine
64f656e0145188be35837e89,3570-75-0,2B,2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole
64f656e0145188be35837e8a,366-70-1,2A,Procarbazine hydrochloride
64f656e0145188be35837e8b,3688-53-7,2B,AF-2 [2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide]
64f656e0145188be35837e8c,3697-24-3,2B,5-Methylchrysene
64f656e0145188be35837e8d,37319-17-8,2B,Pentosan polysulfate sodium
64f656e0145188be35837e8e,3761-53-3,2B,Ponceau MX
64f656e0145188be35837e8f,37620-20-5,3,"N'-Nitrosoanabasine (NAB)"
64f656e0145188be35837e90,3771-19-5,2B,Nafenopin
64f656e0145188be35837e91,3778-73-2,3,Isophosphamide
64f656e0145188be35837e92,3795-88-8,2B,5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)­amino]-2-oxazolidinone
64f656e0145188be35837e93,3844-45-9,3,"Brilliant Blue FCF, disodium salt"
64f656e0145188be35837e94,38571-73-2,3,"1,2,3-Tris(chloromethoxy)propane"
64f656e0145188be35837e95,3902-71-4,3,"4,5',8-Trimethylpsoralen"
64f656e0145188be35837e96,396-01-0,2B,Triamterene
64f656e0145188be35837e97,4063-41-6,3,"4,5'-Dimethylangelicin plus ultraviolet A radiation"
64f656e0145188be35837e98,40762-15-0,3,Doxefazepam
64f656e0145188be35837e99,409-21-2,2A,Silicon carbide whiskers
64f656e0145188be35837e9a,4170-30-3,2B,Crotonaldehyde
64f656e0145188be35837e9b,420-12-2,3,Ethylene sulfide
64f656e0145188be35837e9c,42397-64-8,2B,"1,6-Dinitropyrene"
64f656e0145188be35837e9d,42397-65-9,2B,"1,8-Dinitropyrene"
64f656e0145188be35837e9e,4342-03-4,2B,Dacarbazine
64f656e0145188be35837e9f,439-14-5,3,Diazepam
64f656e0145188be35837ea0,443-48-1,2B,Metronidazole
64f656e0145188be35837ea1,446-86-6,1,Azathioprine
64f656e0145188be35837ea2,4548-53-2,3,Ponceau SX
64f656e0145188be35837ea3,4549-40-0,2B,N-Nitrosomethylvinylamine
64f656e0145188be35837ea4,4657-93-6,3,5-Aminoacenaphthene
64f656e0145188be35837ea5,4680-78-8,3,Guinea Green B
64f656e0145188be35837ea6,480-54-6,3,Retrorsine
64f656e0145188be35837ea7,480-81-9,3,Seneciphylline
64f656e0145188be35837ea8,484-20-8,2A,5-Methoxypsoralen
64f656e0145188be35837ea9,492-17-1,3,"2,4'-Diphenyldiamine"
64f656e0145188be35837eaa,492-80-8,2B,Auramine
64f656e0145188be35837eab,493-52-7,3,Methyl red
64f656e0145188be35837eac,494-03-1,1,Chlornaphazine
64f656e0145188be35837ead,494-38-2,3,Acridine orange
64f656e0145188be35837eae,50-00-0,1,Formaldehyde
64f656e0145188be35837eaf,50-06-6,2B,Phenobarbital
64f656e0145188be35837eb0,50-07-7,2B,Mitomycin C
64f656e0145188be35837eb1,50-18-0,1,Cyclophosphamide
64f656e0145188be35837eb2,50-29-3,2A,"DDT (4,4'-dichlorodiphenyltrichloroethane)"
64f656e0145188be35837eb3,50-32-8,1,Benzo[a]pyrene
64f656e0145188be35837eb4,50-33-9,3,Phenylbutazone
64f656e0145188be35837eb5,50-41-9,3,Clomiphene citrate
64f656e0145188be35837eb6,50-44-2,3,6-Mercaptopurine
64f656e0145188be35837eb7,50-55-5,3,Reserpine
64f656e0145188be35837eb8,50-76-0,3,Actinomycin D
64f656e0145188be35837eb9,501-30-4,3,Kojic acid
64f656e0145188be35837eba,505-60-2,1,Sulfur mustard
64f656e0145188be35837ebb,509-14-8,2B,Tetranitromethane
64f656e0145188be35837ebc,50926-11-9,2B,Indium tin oxide
64f656e0145188be35837ebd,51-02-5,3,Pronetalol hydrochloride
64f656e0145188be35837ebe,51-03-6,3,Piperonyl butoxide
64f656e0145188be35837ebf,51-18-3,3,"2,4,6-Tris(1-aziridinyl)-s-triazine"
64f656e0145188be35837ec0,51-21-8,3,5-Fluorouracil
64f656e0145188be35837ec1,51-52-5,2B,Propylthiouracil
64f656e0145188be35837ec2,51-75-2,2A,Nitrogen mustard
64f656e0145188be35837ec3,51-79-6,2A,Ethyl carbamate (Urethane)
64f656e0145188be35837ec4,510-15-6,3,Chlorobenzilate
64f656e0145188be35837ec5,51264-14-3,2B,Amsacrine
64f656e0145188be35837ec6,513-37-1,2B,1-Chloro-2-methylpropene
64f656e0145188be35837ec7,5131-60-2,3,4-Chloro-meta-phenylenediamine
64f656e0145188be35837ec8,5141-20-8,3,Light Green SF
64f656e0145188be35837ec9,51481-61-9,3,Cimetidine
64f656e0145188be35837eca,5160-02-1,3,D & C Red No. 9
64f656e0145188be35837ecb,51630-58-1,3,Fenvalerate
64f656e0145188be35837ecc,518-75-2,3,Citrinin
64f656e0145188be35837ecd,52-01-7,3,Spironolactone
64f656e0145188be35837ece,52-24-4,1,Thiotepa
64f656e0145188be35837ecf,52-46-0,3,Apholate
64f656e0145188be35837ed0,52-68-6,3,Trichlorfon
64f656e0145188be35837ed1,520-18-3,3,Kaempferol
64f656e0145188be35837ed2,523-44-4,3,CI Acid Orange 20
64f656e0145188be35837ed3,523-50-2,3,Angelicin plus ultraviolet A radiation
64f656e0145188be35837ed4,52645-53-1,3,Permethrin
64f656e0145188be35837ed5,52918-63-5,3,Deltamethrin
64f656e0145188be35837ed6,53-03-2,3,Prednisone
64f656e0145188be35837ed7,53-70-3,2A,"Dibenz[a,h]anthracene"
64f656e0145188be35837ed8,5307-14-2,3,"1,4-Diamino-2-nitrobenzene"
64f656e0145188be35837ed9,531-76-0,2B,Merphalan
64f656e0145188be35837eda,531-82-8,2B,N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide
64f656e0145188be35837edb,532-82-1,3,Chrysoidine
64f656e0145188be35837edc,536-33-4,3,Ethionamide
64f656e0145188be35837edd,5385-75-1,3,"Dibenzo[a,e]fluoranthene"
64f656e0145188be35837ede,53973-98-1,2B,"Carrageenan, degraded (Poligeenan)"
64f656e0145188be35837edf,54-05-7,3,Chloroquine
64f656e0145188be35837ee0,54-31-9,3,Furosemide (Frusemide)
64f656e0145188be35837ee1,54-85-3,3,Isonicotinic acid hydrazide (Isoniazid)
64f656e0145188be35837ee2,540-73-8,2A,"1,2-Dimethylhydrazine"
64f656e0145188be35837ee3,541-73-1,3,meta-Dichlorobenzene
64f656e0145188be35837ee4,542-56-3,2B,Isobutyl nitrite
64f656e0145188be35837ee5,542-75-6,2B,"1,3-Dichloropropene (technical-grade)"
64f656e0145188be35837ee6,542-78-9,3,Malonaldehyde
64f656e0145188be35837ee7,542-88-1,1,Bis(chloromethyl)ether; chloromethyl methyl ether (technical-grade)
64f656e0145188be35837ee8,5431-33-4,3,Glycidyl oleate
64f656e0145188be35837ee9,545-06-2,3,Trichloroacetonitrile
64f656e0145188be35837eea,545-55-1,3,Tris(1-aziridinyl)phosphine oxide
64f656e0145188be35837eeb,5456-28-0,3,Ethyl selenac
64f656e0145188be35837eec,54749-90-5,2A,Chlorozotocin
64f656e0145188be35837eed,548-62-9,2B,Gentian violet
64f656e0145188be35837eee,55-18-5,2A,N-Nitrosodiethylamine
64f656e0145188be35837eef,55-98-1,1,Busulfan
64f656e0145188be35837ef0,551-74-6,3,Mannomustine dihydrochloride
64f656e0145188be35837ef1,5522-43-0,2A,1-Nitropyrene
64f656e0145188be35837ef2,555-84-0,2B,1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone
64f656e0145188be35837ef3,55557-01-2,3,N-Nitrosoguvacine
64f656e0145188be35837ef4,55557-02-3,3,N-Nitrosoguvacoline
64f656e0145188be35837ef5,556-52-5,2A,Glycidol
64f656e0145188be35837ef6,5589-96-8,2B,Bromochloroacetic acid
64f656e0145188be35837ef7,56-04-2,2B,Methylthiouracil
64f656e0145188be35837ef8,56-23-5,2B,Carbon tetrachloride
64f656e0145188be35837ef9,56-25-7,3,Cantharidin
64f656e0145188be35837efa,56-38-2,2B,Parathion
64f656e0145188be35837efb,56-53-1,1,Diethylstilbestrol
64f656e0145188be35837efc,56-55-3,2B,Benz[a]anthracene
64f656e0145188be35837efd,56-75-7,2A,Chloramphenicol
64f656e0145188be35837efe,562-10-7,3,Doxylamine succinate
64f656e0145188be35837eff,563-41-7,3,Semicarbazide hydrochloride
64f656e0145188be35837f00,563-47-3,2B,"3-Chloro-2-methylpropene, technical grade"
64f656e0145188be35837f01,56894-91-8,3,"1,4-Bis(chloromethoxymethyl)benzene"
64f656e0145188be35837f02,569-61-9,2B,CI Basic Red 9
64f656e0145188be35837f03,569-64-2,3,Malachite green
64f656e0145188be35837f04,57-06-7,3,Allyl isothiocyanate
64f656e0145188be35837f05,57-14-7,2B,"1,1-Dimethylhydrazine"
64f656e0145188be35837f06,57-39-6,3,Tris(2-methyl-1-aziridinyl)phosphine oxide
64f656e0145188be35837f07,57-41-0,2B,Phenytoin
64f656e0145188be35837f08,57-57-8,2B,beta-Propiolactone
64f656e0145188be35837f09,57-68-1,3,Sulfamethazine
64f656e0145188be35837f0a,57-74-9,2B,Chlordane
64f656e0145188be35837f0b,57-88-5,3,Cholesterol
64f656e0145188be35837f0c,57018-52-7,2B,1-tert-Butoxypropan-2-ol
64f656e0145188be35837f0d,57117-31-4,1,"2,3,4,7,8-Pentachlorodibenzofuran"
64f656e0145188be35837f0e,57465-28-8,1,"3,4,5,3’,4’-Pentachlorobiphenyl (PCB-126)"
64f656e0145188be35837f0f,57835-92-4,2B,4-Nitropyrene
64f656e0145188be35837f10,58-08-2,3,Caffeine
64f656e0145188be35837f11,58-14-0,3,Pyrimethamine
64f656e0145188be35837f12,58-55-9,3,Theophylline
64f656e0145188be35837f13,58-89-9,1,Lindane
64f656e0145188be35837f14,58-93-5,2B,Hydrochlorothiazide
64f656e0145188be35837f15,581-89-5,3,2-Nitronaphthalene
64f656e0145188be35837f16,59-05-2,3,Methotrexate
64f656e0145188be35837f17,59-87-0,3,Nitrofural (Nitrofurazone)
64f656e0145188be35837f18,59-89-2,2B,N-Nitrosomorpholine
64f656e0145188be35837f19,592-62-1,2B,Methylazoxymethanol acetate
64f656e0145188be35837f1a,59277-89-3,3,Aciclovir
64f656e0145188be35837f1b,593-60-2,2A,Vinyl bromide
64f656e0145188be35837f1c,593-70-4,3,Chlorofluoromethane
64f656e0145188be35837f1d,59536-65-1,2A,Polybrominated biphenyls
64f656e0145188be35837f1e,598-55-0,3,Methyl carbamate
64f656e0145188be35837f1f,59820-43-8,3,HC Yellow No. 4
64f656e0145188be35837f20,5989-27-5,3,d-Limonene
64f656e0145188be35837f21,599-79-1,2B,Sulfasalazine
64f656e0145188be35837f22,60-09-3,2B,para-Aminoazobenzene
64f656e0145188be35837f23,60-11-7,2B,para-Dimethylaminoazobenzene
64f656e0145188be35837f24,60-35-5,2B,Acetamide
64f656e0145188be35837f25,60-56-0,3,Methimazole
64f656e0145188be35837f26,60102-37-6,3,Petasitenine
64f656e0145188be35837f27,60153-49-3,2B,3-(N-Nitrosomethylamino)propionitrile
64f656e0145188be35837f28,602-60-8,3,9-Nitroanthracene
64f656e0145188be35837f29,602-87-9,2B,5-Nitroacenaphthene
64f656e0145188be35837f2a,603-48-5,3,Leucogentian violet
64f656e0145188be35837f2b,604-75-1,2B,Oxazepam
64f656e0145188be35837f2c,6055-19-2,1,Cyclophosphamide
64f656e0145188be35837f2d,606-20-2,2B,"2,6-Dinitrotoluene"
64f656e0145188be35837f2e,607-57-8,2B,2-Nitrofluorene
64f656e0145188be35837f2f,609-20-1,3,"2,6-Dichloro-para-phenylenediamine"
64f656e0145188be35837f30,61-57-4,2B,Niridazole
64f656e0145188be35837f31,61-82-5,3,Amitrole
64f656e0145188be35837f32,611-06-3,2B,"2,4-Dichloro-1-nitrobenzene"
64f656e0145188be35837f33,613-35-4,2B,"N,N'-Diacetylbenzidine"
64f656e0145188be35837f34,615-05-4,2B,"2,4-Diaminoanisole"
64f656e0145188be35837f35,615-28-1,2B,ortho-Phenylenediamine dihydrochloride
64f656e0145188be35837f36,615-53-2,2B,N-Methyl-N-nitrosourethane
64f656e0145188be35837f37,6164-98-3,3,Chlordimeform
64f656e0145188be35837f38,618-85-9,3,"3,5-Dinitrotoluene"
64f656e0145188be35837f39,62-44-2,1,Phenacetin
64f656e0145188be35837f3a,62-50-0,2B,Ethyl methanesulfonate
64f656e0145188be35837f3b,62-53-3,2A,Aniline
64f656e0145188be35837f3c,62-55-5,2B,Thioacetamide
64f656e0145188be35837f3d,62-56-6,3,Thiourea
64f656e0145188be35837f3e,62-73-7,2B,Dichlorvos
64f656e0145188be35837f3f,62-75-9,2A,N-Nitrosodimethylamine
64f656e0145188be35837f40,621-64-7,2B,N-Nitrosodi-n-propylamine
64f656e0145188be35837f41,62450-06-0,2B,"Trp-P-1 (3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole)"
64f656e0145188be35837f42,62450-07-1,2B,"Trp-P-2 (3-Amino-1-methyl-5H-pyrido[4,3-b]indole)"
64f656e0145188be35837f43,627-12-3,3,n-Propyl carbamate
64f656e0145188be35837f44,63-25-2,3,Carbaryl
64f656e0145188be35837f45,63-92-3,2B,Phenoxybenzamine hydrochloride
64f656e0145188be35837f46,630-20-6,2B,"1,1,1,2-Tetrachloroethane"
64f656e0145188be35837f47,63041-90-7,3,6-Nitrobenzo[a]pyrene
64f656e0145188be35837f48,631-64-1,2B,Dibromoacetic acid
64f656e0145188be35837f49,632-99-5,2B,Magenta
64f656e0145188be35837f4a,6358-53-8,2B,Citrus Red No. 2
64f656e0145188be35837f4b,6368-72-5,3,Sudan Red 7B
64f656e0145188be35837f4c,637-07-0,3,Clofibrate
64f656e0145188be35837f4d,6373-74-6,3,CI Acid Orange 3
64f656e0145188be35837f4e,64-17-5,1,Ethanol in alcoholic beverages
64f656e0145188be35837f4f,64-67-5,2A,Diethyl sulfate
64f656e0145188be35837f50,64091-91-4,1,"N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK)"
64f656e0145188be35837f51,641-48-5,3,"1,2-Dihydroaceanthrylene"
64f656e0145188be35837f52,6416-57-5,3,Sudan Brown RR
64f656e0145188be35837f53,64436-13-1,3,Arsenobetaine and other organic arsenic compounds that are not metabolized in humans
64f656e0145188be35837f54,6459-94-5,2B,CI Acid Red 114
64f656e0145188be35837f55,64741-56-6,2B,"Bitumens, occupational exposure to straight-run bitumens and their emissions during road paving"
64f656e0145188be35837f56,64742-93-4,2A,"Bitumens, occupational exposure to oxidized bitumens and their emissions during roofing"
64f656e0145188be35837f57,65271-80-9,2B,Mitoxantrone
64f656e0145188be35837f58,65996-93-2,1,Coal-tar pitch
64f656e0145188be35837f59,66-27-3,2A,Methyl methanesulfonate
64f656e0145188be35837f5a,66-75-1,2B,Uracil mustard
64f656e0145188be35837f5b,66733-21-9,1,Erionite
64f656e0145188be35837f5c,67-20-9,3,Nitrofurantoin
64f656e0145188be35837f5d,67-45-8,3,Furazolidone
64f656e0145188be35837f5e,67-63-0,3,Isopropyl alcohol
64f656e0145188be35837f5f,67-66-3,2B,Chloroform
64f656e0145188be35837f60,67-72-1,2B,Hexachloroethane
64f656e0145188be35837f61,67730-10-3,2B,"Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)"
64f656e0145188be35837f62,67730-11-4,2B,"Glu-P-1 (2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole)"
64f656e0145188be35837f63,68-12-2,2A,"N,N-Dimethylformamide"
64f656e0145188be35837f64,68-76-8,3,Tris(aziridinyl)-para-benzoquinone (Triaziquone)
64f656e0145188be35837f65,680-31-9,2B,Hexamethylphosphoramide
64f656e0145188be35837f66,68006-83-7,2B,"MeA-alpha-C (2-Amino-3-methyl-9H-pyrido[2,3-b]indole)"
64f656e0145188be35837f67,68308-34-9,1,Shale oils
64f656e0145188be35837f68,684-93-5,2A,N-Methyl-N-nitrosourea
64f656e0145188be35837f69,68603-42-9,2B,Coconut oil diethanolamine condensate
64f656e0145188be35837f6a,6870-67-3,3,Jacobine
64f656e0145188be35837f6b,69-53-4,3,Ampicillin
64f656e0145188be35837f6c,693-98-1,2B,2-Methylimidazole
64f656e0145188be35837f6d,69655-05-6,3,Didanosine
64f656e0145188be35837f6e,70-25-7,2A,N-Methyl-N´-nitro-N-nitrosoguanidine (MNNG)
64f656e0145188be35837f6f,70-30-4,3,Hexachlorophene
64f656e0145188be35837f70,7099-43-6,3,"5,6-Cyclopenteno-1,2-benzanthracene"
64f656e0145188be35837f71,71-43-2,1,Benzene
64f656e0145188be35837f72,71-55-6,2A,"1,1,1-Trichloroethane"
64f656e0145188be35837f73,71-58-9,2B,Medroxyprogesterone acetate
64f656e0145188be35837f74,712-68-5,2B,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole"
64f656e0145188be35837f75,71267-22-6,3,"N'-Nitrosoanatabine (NAT)"
64f656e0145188be35837f76,72-20-8,3,Endrin
64f656e0145188be35837f77,72-43-5,3,Methoxychlor
64f656e0145188be35837f78,72-57-1,2B,Trypan blue
64f656e0145188be35837f79,7220-79-3,3,Methylene blue
64f656e0145188be35837f7a,723-46-6,3,Sulfamethoxazole
64f656e0145188be35837f7b,73459-03-7,3,5-Methylangelicin plus ultraviolet A radiation
64f656e0145188be35837f7c,74-83-9,3,Methyl bromide
64f656e0145188be35837f7d,74-85-1,3,Ethylene
64f656e0145188be35837f7e,74-87-3,3,Methyl chloride
64f656e0145188be35837f7f,74-88-4,3,Methyl iodide
64f656e0145188be35837f80,74-96-4,3,Bromoethane
64f656e0145188be35837f81,7439-92-1,2B,Lead
64f656e0145188be35837f82,7439-97-6,3,Mercury and inorganic mercury compounds
64f656e0145188be35837f83,7440-02-0,2B,"Nickel, metallic"
64f656e0145188be35837f84,7440-07-5,1,Plutonium
64f656e0145188be35837f85,7440-29-1,1,Thorium-232 and its decay products
64f656e0145188be35837f86,7440-38-2,1,Arsenic and inorganic arsenic compounds
64f656e0145188be35837f87,7440-41-7,1,Beryllium and beryllium compounds
64f656e0145188be35837f88,7440-43-9,1,Cadmium and cadmium compounds
64f656e0145188be35837f89,7440-47-3,3,"Chromium, metallic"
64f656e0145188be35837f8a,7440-48-4,2A,Cobalt metal with tungsten carbide
64f656e0145188be35837f8b,7440-61-1,1,"Uranium, mixture of isotopes"
64f656e0145188be35837f8c,7446-09-5,3,Sulfur dioxide
64f656e0145188be35837f8d,7460-84-6,3,Glycidyl stearate
64f656e0145188be35837f8e,7481-89-2,2B,Zalcitabine
64f656e0145188be35837f8f,7496-02-8,2A,6-Nitrochrysene
64f656e0145188be35837f90,75-00-3,3,Chloroethane
64f656e0145188be35837f91,75-01-4,1,Vinyl chloride
64f656e0145188be35837f92,75-02-5,2A,Vinyl fluoride
64f656e0145188be35837f93,75-07-0,2B,Acetaldehyde
64f656e0145188be35837f94,75-09-2,2A,Dichloromethane (Methylene chloride)
64f656e0145188be35837f95,75-21-8,1,Ethylene oxide
64f656e0145188be35837f96,75-25-2,3,Bromoform
64f656e0145188be35837f97,75-26-3,2A,2-Bromopropane
64f656e0145188be35837f98,75-27-4,2B,Bromodichloromethane
64f656e0145188be35837f99,75-35-4,2B,Vinylidene chloride
64f656e0145188be35837f9a,75-38-7,3,Vinylidene fluoride
64f656e0145188be35837f9b,75-45-6,3,Chlorodifluoromethane
64f656e0145188be35837f9c,75-52-5,2B,Nitromethane
64f656e0145188be35837f9d,75-55-8,2B,2-Methylaziridine (Propyleneimine)
64f656e0145188be35837f9e,75-56-9,2B,Propylene oxide
64f656e0145188be35837f9f,75-60-5,2B,Dimethylarsinic acid
64f656e0145188be35837fa0,75-87-6,2A,Chloral
64f656e0145188be35837fa1,75-88-7,3,"2-Chloro-1,1,1-trifluoroethane"
64f656e0145188be35837fa2,7519-36-0,3,N-Nitrosoproline
64f656e0145188be35837fa3,75321-20-9,2B,"1,3-Dinitropyrene"
64f656e0145188be35837fa4,7572-29-4,3,Dichloroacetylene
64f656e0145188be35837fa5,759-73-9,2A,N-Ethyl-N-nitrosourea
64f656e0145188be35837fa6,76-01-7,3,Pentachloroethane
64f656e0145188be35837fa7,76-03-9,2B,Trichloroacetic acid
64f656e0145188be35837fa8,76-44-8,2B,Heptachlor
64f656e0145188be35837fa9,76180-96-6,2A,"IQ (2-Amino-3-methylimidazo[4,5-f]quinoline)"
64f656e0145188be35837faa,7631-86-9,3,"Silica, amorphous"
64f656e0145188be35837fab,7647-01-0,3,Hydrochloric acid
64f656e0145188be35837fac,765-34-4,2B,Glycidaldehyde
64f656e0145188be35837fad,77-09-8,2B,Phenolphthalein
64f656e0145188be35837fae,77-78-1,2A,Dimethyl sulfate
64f656e0145188be35837faf,77094-11-2,2B,"MeIQ (2-Amino-3,4-dimethylimidazo[4,5-f]quinoline)"
64f656e0145188be35837fb0,7722-84-1,3,Hydrogen peroxide
64f656e0145188be35837fb1,77439-76-0,2B,3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone
64f656e0145188be35837fb2,77500-04-0,2B,"MeIQx (2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline)"
64f656e0145188be35837fb3,7758-01-2,2B,Potassium bromate
64f656e0145188be35837fb4,7758-19-2,3,Sodium chlorite
64f656e0145188be35837fb5,7782-49-2,3,Selenium and selenium compounds
64f656e0145188be35837fb6,78-59-1,2B,Isophorone
64f656e0145188be35837fb7,78-79-5,2B,Isoprene
64f656e0145188be35837fb8,78-87-5,1,"1,2-Dichloropropane"
64f656e0145188be35837fb9,78-98-8,3,Methylglyoxal
64f656e0145188be35837fba,789-07-1,3,2-Nitropyrene
64f656e0145188be35837fbb,79-00-5,3,"1,1,2-Trichloroethane"
64f656e0145188be35837fbc,79-01-6,1,Trichloroethylene
64f656e0145188be35837fbd,79-06-1,2A,Acrylamide
64f656e0145188be35837fbe,79-10-7,3,Acrylic acid
64f656e0145188be35837fbf,79-34-5,2B,"1,1,2,2-Tetrachloroethane"
64f656e0145188be35837fc0,79-43-6,2B,Dichloroacetic acid
64f656e0145188be35837fc1,79-44-7,2A,Dimethylcarbamoyl chloride
64f656e0145188be35837fc2,79-46-9,2B,2-Nitropropane
64f656e0145188be35837fc3,79-94-7,2A,Tetrabromobisphenol A
64f656e0145188be35837fc4,79217-60-0,1,Cyclosporine
64f656e0145188be35837fc5,794-93-4,3,Dihydroxymethylfuratrizine
64f656e0145188be35837fc6,80-08-0,3,Dapsone
64f656e0145188be35837fc7,80-62-6,3,Methyl methacrylate
64f656e0145188be35837fc8,800-24-8,3,Aziridyl benzoquinone
64f656e0145188be35837fc9,8001-35-2,2B,Toxaphene (Polychlorinated camphenes)
64f656e0145188be35837fca,8001-50-1,3,Terpene polychlorinates (Strobane®)
64f656e0145188be35837fcb,8001-58-9,2A,Creosotes
64f656e0145188be35837fcc,8002-05-9,3,Crude oil
64f656e0145188be35837fcd,8007-45-2,1,Coal-tar distillation
64f656e0145188be35837fce,8018-07-3,3,Acriflavinium chloride
64f656e0145188be35837fcf,804-36-4,3,Nitrovin
64f656e0145188be35837fd0,8047-67-4,3,Saccharated iron oxide
64f656e0145188be35837fd1,8052-42-4,2B,Bitumens
64f656e0145188be35837fd2,81-07-2,3,Saccharin and its salts
64f656e0145188be35837fd3,81-15-2,3,Musk xylene
64f656e0145188be35837fd4,81-49-2,2B,"1-Amino-2,4-dibromoanthraquinone"
64f656e0145188be35837fd5,81-88-9,3,Rhodamine B
64f656e0145188be35837fd6,817-09-4,2B,Trichlormethine (Trimustine hydrochloride)
64f656e0145188be35837fd7,82-28-0,3,1-Amino-2-methylanthraquinone
64f656e0145188be35837fd8,82-68-8,3,Quintozene (Pentachloronitrobenzene)
64f656e0145188be35837fd9,822-36-6,2B,4-Methylimidazole
64f656e0145188be35837fda,82413-20-5,3,Droloxifene
64f656e0145188be35837fdb,828-00-2,3,Dimethoxane
64f656e0145188be35837fdc,83-32-9,3,Acenaphthene
64f656e0145188be35837fdd,83-63-6,3,Diacetylaminoazotoluene
64f656e0145188be35837fde,83-66-9,3,Musk ambrette
64f656e0145188be35837fdf,83-67-0,3,Theobromine
64f656e0145188be35837fe0,832-69-9,3,1-Methylphenanthrene
64f656e0145188be35837fe1,83463-62-1,3,Bromochloroacetonitrile
64f656e0145188be35837fe2,838-88-0,2B,"4,4'-Methylene bis(2-methylaniline)"
64f656e0145188be35837fe3,84-65-1,2B,Anthraquinone
64f656e0145188be35837fe4,842-07-9,3,Sudan I
64f656e0145188be35837fe5,846-50-4,3,Temazepam
64f656e0145188be35837fe6,85-01-8,3,Phenanthrene
64f656e0145188be35837fe7,85-68-7,3,Butyl benzyl phthalate
64f656e0145188be35837fe8,85-83-6,3,Scarlet Red
64f656e0145188be35837fe9,85-84-7,3,Yellow AB
64f656e0145188be35837fea,85-86-9,3,Sudan III
64f656e0145188be35837feb,85502-23-4,3,3-(N-Nitrosomethylamino)propionaldehyde
64f656e0145188be35837fec,85878-62-2,3,"Pyrido[3,4-c]psoralen"
64f656e0145188be35837fed,85878-63-3,3,"7-Methylpyrido[3,4-c]psoralen"
64f656e0145188be35837fee,86-30-6,3,N-Nitrosodiphenylamine
64f656e0145188be35837fef,86-54-4,3,Hydralazine
64f656e0145188be35837ff0,86-57-7,3,1-Nitronaphthalene
64f656e0145188be35837ff1,86-73-7,3,Fluorene
64f656e0145188be35837ff2,86-74-8,2B,Carbazole
64f656e0145188be35837ff3,86-88-4,3,1-Naphthylthiourea (ANTU)
64f656e0145188be35837ff4,868-85-9,2B,Dimethyl hydrogen phosphite
64f656e0145188be35837ff5,87-29-6,3,Cinnamyl anthranilate
64f656e0145188be35837ff6,87-62-7,2B,"2,6-Dimethylaniline (2,6-Xylidine)"
64f656e0145188be35837ff7,87-68-3,3,Hexachlorobutadiene
64f656e0145188be35837ff8,87-86-5,1,Pentachlorophenol
64f656e0145188be35837ff9,87625-62-5,3,Ptaquiloside
64f656e0145188be35837ffa,88-05-1,3,"2,4,6-Trimethylaniline"
64f656e0145188be35837ffb,88-06-2,2B,"2,4,6-Trichlorophenol"
64f656e0145188be35837ffc,88-12-0,3,N-Vinyl-2-pyrrolidone
64f656e0145188be35837ffd,88-72-2,2A,2-Nitrotoluene
64f656e0145188be35837ffe,88-73-3,2B,2-Chloronitrobenzene
64f656e0145188be35837fff,89-61-2,2B,"1,4-Dichloro-2-nitrobenzene"
64f656e0145188be35838000,89-82-7,2B,Pulegone
64f656e0145188be35838001,892-21-7,3,3-Nitrofluoranthene
64f656e0145188be35838002,89778-26-7,3,Toremifene
64f656e0145188be35838003,90-04-0,2A,ortho-Anisidine
64f656e0145188be35838004,90-43-7,3,ortho-Phenylphenol
64f656e0145188be35838005,90-65-3,3,Penicillic acid
64f656e0145188be35838006,90-94-8,2B,"Michler’s ketone [4,4´-Bis(dimethylamino)­benzophenone]"
64f656e0145188be35838007,9000-07-1,3,"Carrageenan, native"
64f656e0145188be35838008,9000-38-8,2B,Kava extract
64f656e0145188be35838009,9002-84-0,3,Polytetrafluoroethylene
64f656e0145188be3583800a,9002-86-2,3,Polyvinyl chloride
64f656e0145188be3583800b,9002-88-4,3,Polyethylene
64f656e0145188be3583800c,9002-89-5,3,Polyvinyl alcohol
64f656e0145188be3583800d,9003-01-4,3,Polyacrylic acid
64f656e0145188be3583800e,9003-07-0,3,Polypropylene
64f656e0145188be3583800f,9003-20-7,3,Polyvinyl acetate
