"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"CME831904811"	"Camcar de México S.A. de C.V."	332720	"Fabricación de tornillos, tuercas, remaches y similares."	"Articulos y productos metalicos"	"83"	"Produccion de tornillos, clavos, tuercas y similares"	"Fabricación de tornillos y remaches"	"Parque Industrial Kalos"			"25°41'8"""	"100°29'4"""	"Atenea"	"101"		"Parque industrial Kalos"	"Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66350"
"CME8A2111411"	"Cromadora Metalica, S.A. de C.V."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA"				"19°3'19"""	"98°12'52"""	"10 Poniente"	"2505"		"Amor"	"Puebla"	"PUEBLA"	"Puebla"	"72140"
"CME8J1904811"	"CATERPILLAR MEXICO S.A. DE C.V. PLANTA VILLA DE GARCÍA"	333920	"Fabricación de maquinaria y equipo para levantar y trasladar."	"Automotriz"	"8J"	"Produccion de maquinaria para transportar y levantar"	"PRODUCCIÓN DE MAQUINARIA PARA TRANSPORTAR Y LEVANTAR (SI INCLUYE PROCESOS TÉRMICOS O DE FU"	"Carretera Estatal"			"25°43'0"""	"100°31'0"""	"Carretera a Villa de García Km. 4.5 SN"	"sn"			"Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66351"
"CME8V2802211"	"Kongsberg Interior Systems  S. de R.L de C.V."	339999	"Otras industrias manufactureras."	"Articulos y productos compuestos de diferentes materiales"	"52"	"Articulos y productos compuestos de diferentes materiales"	"DISEÑO, DESARROLLO, Y FABRICACIÓN DE CABLES MECANICOS Y ELECTROMECANICOS."	"Parque Ciudad Industrial"			"25°50'19"""	"97°26'16"""	"Poniente 2 SN[Norte7 y Pedro Hinojosa]"	"NA"		"Parque Ciudad Industrial"	"H Matamoros"	"TAMAULIPAS"	"Matamoros"	"87494"
"CME912402811"	"Conductores Mexicanos Eléctricos y de Telecomunicaciones S. A. de C. V"	335920	"Fabricación de cables de conducción eléctrica."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricación de  cables para Telecomunicaciones y fabricación de pellets de PVC  y Polietil"	"ZONA INDUSTRIAL"			"22°6'29"""	"100°53'59"""	"AV. INDUSTRIAS"	"3830"		"ZONA INDUSTRIAL 1A SECC."	"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"CME9G0503011"	"CHRYSLER DE MEXICO, SA DE CV  -  COMPLEJO SALTILLO"	336110	"Fabricación de automóviles y camionetas."	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"PRODUCCIÓN DE AUTOMÓVILES Y CAMIONES (INCLUYE TRACTOCAMIONES Y SIMILARES)."	"Parque Industrial Santa Fé"			"25°16'30"""	"100°8'30"""	"Km  1.5  Carretera a Derramadero"	"Sin Número"			"Agua Nueva"	"COAHUILA"	"Saltillo"	"25300"
"CME9I0502711"	"CHRYSLER DE MEXICO S.A DE C.V."	333610	"Fabricación de motores de combustión interna, turbinas y transmisiones."	"Automotriz"	"9I"	"Produccion de motores automotrices a gasolina y diesel"	"PRODUCCIÓN DE MOTORES AUTOMOTRICES A GASOLINA"				"25°31'20"""	"100°57'15"""	"Blvd. Miguel Ramos Arizpe, sur"	"124"		"Ramops  Arizpe"	"Ramos Ariope"	"COAHUILA"	"Ramos Arizpe"	"25900"
"CME9I0503011"	"CHRYSLER DE MEXICO, SA DE CV"	336310	"Fabricación de motores de gasolina y sus partes para vehículos automotrices."	"Automotriz"	"9I"	"Produccion de motores automotrices a gasolina y diesel"	"FABRICACION DE MOTORES"	"COL. CORREDOR INDUSTRIAL"			"25°14'57"""	"101°8'44"""	"CARRETERA A DERRAMADERO KM. 1.5"	"SN"				"COAHUILA"	"Saltillo"	"25300"
"CME9M0101131"	"CALSONICKANSEI  MEXICANA, SA DE CV PLANTA AGUASCALIENTES"	336390	"Fabricación de otras partes para vehículos automotrices."	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de otras autopartes (sí incluye procesos térmicos o de fundición)"	"Parque Industrial del Valle de Aguascalientes"			"21°57'56"""	"102°16'39"""	"Circuito Aguascalientes Ote."	"127"		"Parque Industrial del Valle de Ags."	"Parque Industrial del Valle de Aguascalientes"	"AGUASCALIENTES"	"San Francisco de los Romo"	"20900"
"CME9M0101132"	"CALSONICKANSEI MEXICANA S.A. DE C.V."	336390	"Fabricación de otras partes para vehículos automotrices."	"Automotriz"	"9M"	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	"SAN FRANCISCO SEGUNDA SECCION"			"22°2'41"""	"102°16'5"""	"AV. SAN FRANCISCO DE LOS ROMO"	"401"		"PARQUE INDUSTRIAL SAN FRANCISCO"		"AGUASCALIENTES"	"San Francisco de los Romo"	"20300"
"CME9M1901211"	"CONMET DE MEXICO SA DE CV"	336390	"Fabricación de otras partes para vehículos automotrices."	"Automotriz"	"9M"	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	"PARQUE INDUSTRIAL LAS AMERICAS"			"25°56'46"""	"100°13'46"""	"AVE LAS AMERICAS"	"100"			"CIENEGA DE FLORES"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"CME9U0803711"	"CORDIS DE MEXICO S.A. DE C.V."	339111	"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio."	"Articulos y productos compuestos de diferentes materiales"	"1C"	"Produccion de equipos y/o articulos, medicos y/o quirurgicos"	"Fabricación de Productos Médicos"	"Parque Industrial Salvarcar"			"31°37'29"""	"106°21'7"""	"Circuito Interior Norte"	"1820"		"Parque Industrial Salvárcar"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32575"
"CMEAI0900211"	"CONDUCTORES MEXICANOS ELECTRICOS Y DE TELECOMUNICACIONES, S. A. DE C. V."	331411	"Fundición y refinación de cobre."	"Metalurgica (incluye la siderurgica)"	"7N"	"Afinacion y refinacion de cobre"	"AFINACION Y REFINACION DE COBRE ASI COMO SUS ALEACIONES,INCLUYE FUNDICION Y EXTRUSION"	"INDUSTRIAL VALLEJO"			"19°29'51"""	"99°9'46"""	"PONIENTE 140"	"720"		"INDUSTRIAL VALLEJO"		"DISTRITO FEDERAL"	"Azcapotzalco"	"02300"
"CMEK90200111"	"CEMEX MÉXICO SA DE CV PLANTA ENSENADA"	327310	"Fabricación de cemento y productos a base de cemento en plantas integradas."	"Cemento y Cal"	"73"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO"				"31°50'56"""	"116°35'0"""	"ARROYO EL GALLO"	"SN"		"CARLOS PACHECO"		"BAJA CALIFORNIA"	"Ensenada"	"22890"
"CMEMB0901421"	"COVENTYA S.A DE C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"				"19°23'37"""	"99°8'36"""	"BOLIVAR"	"725"		"ALAMOS"		"DISTRITO FEDERAL"	"Benito Juarez"	"03400"
"CMEMB1503311"	"COGNIS MEXICANA S.A. DE C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas"	"FABRICACIÓN DE PRODUCTOS QUÍMICOS BÁSICO ORGÁNICOS"	"PARQUE INDUSTRIAL ECATEPEC"			"19°34'75"""	"99°2'5"""	"AV. LIC. ÁNGEL OTERO RIVERO"	"No. 8"		"INDUSTRIAS TULPELAC"	"TULPETLAC"	"MEXICO"	"Ecatepec de Morelos"	"55107"
"CMEMB1701111"	"CLARIANT MEXICO S.A. DE C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	"CIVAC"			"18°54'42"""	"99°10'28"""	"CALLE 37 ESTE"	"434"		"CIVAC"	"JIUTEPEC"	"MORELOS"	"Jiutepec"	"62578"
"CMEMB1901211"	"COLOROBBIA MEXICO, S.A. DE C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	"PARQUE INDUSTRIAL LAS AMERICAS"			"25°56'42"""	"100°13'55"""	"AVE. LAS AMERICAS"	"200"			"CIENEGA DE FLORES"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"CMEMB2201111"	"CHEMETALL MEXICANA S.A. DE C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	"PARQUE INDUSTRIAL O´DONELL-AEROPUERTO INTERNAC QUERETARO"			"20°36'57"""	"100°13'32"""	"AVENIDA EL TEPEYAC"	"1420"	"B"	"PARQUE IND O´DONELL-AEROPUERTO INTERNAC"	"QUERETARO"	"QUERETARO"	"El Marques"	"76250"
"CMEMB3003921"	"Clariant Mexico S.A. de C.V."	325999	"Fabricación de otros productos químicos."	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	"PARQUE INDUSTRIAL PAJARITOS CANGREJERA MORELOS"			"18°7'24"""	"94°22'21"""	"BLVD.DEL CPQ. CANGREJERA AL CPQ. MORELOS"	"KM 3.300"		"ZONA INDUSTRIAL"	"COATZACOALCOS"	"VERACRUZ"	"Coatzacoalcos"	"96400"
"CMENB1904621"	"CORNING MEXICANA, S.A. DE C.V."	327216	"Fabricación de artículos de vidrio de uso industrial y comercial."	"Vidrio"	"NB"	"Produccion de articulos de vidrio refractario de uso industrial"	"PRODUCCIÓN DE ARTÍCULOS DE VIDRIO REFRACTARIO DE USO INDUSTRIAL (INCLUYE ARTÍCULOS PARA US"	"INDUSTRIAS KAM"			"25°43'45"""	"100°15'11"""	"ANTIGUA CARRETERA A ROMA"	"KM 3.6"		"LAGRANGE"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66480"
"CMER30802011"	"Coeur Mexicana S.A. de C.V."	212221	"Minería de oro."	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"Minera metalurgica"	"Pequeña comunidad El Palmarejo"			"27°37'29"""	"108°41'57"""	"Camino Temoris-Chinipas"	"Sin numero"			"Pequeña comunidad Palmarejo"	"CHIHUAHUA"	"Chinipas"	"33360"
"CMETQ1505111"	"Coeli Mexicana, S.A. de C.V."	812210	"Lavanderías y tintorerías."	"Otros"	"TQ"	"Lavanderias, Tintorerias o Planchadurias de ropa, textiles y otros"	"Lavandería Industrial."				"19°18'9"""	"99°33'26"""	"Blvd. Aeropuerto Miguel Alemán Velasco."	"Local 9"	"Lote 2"	"Rancho El Rosario"	"Lerma"	"MEXICO"	"Lerma"	"50200"
"CMG301403911"	"CERVECERÍA MODELO DE GUADALAJARA, S.A. DE C.V."	312120	"Elaboración de cerveza."	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"FABRICACIÓN DE CERVEZA"				"20°39'46"""	"103°22'32"""	"AV. MARIANO OTERO"	"663"		"DEL FRESNO"	"GUADALAJARA"	"JALISCO"	"Guadalajara"	"44900"
"CMG740702711"	"CALES Y MORTEROS DEL GRIJALVA S.A. DE C.V."	327410	"Fabricación de cal."	"Cemento y Cal"	"74"	"Produccion de cal"	"PRODUCCIÓN DE CAL HIDRATADA Y SUS DERIVADOS"	"CARRETERA PANAMERICANA KM 1096"			"16°44'34"""	"93°2'4"""	"NA"	"SN"	"SN"		"RIVERA CAHUARE"	"CHIAPAS"	"Chiapa de Corzo"	"29160"
"CMI741604711"	"CALIZAS DE MICHOACAN S.A. DE C.V.    PLANTA PIEDRAS DE LUMBRE"	327410	"Fabricación de cal."	"Cemento y Cal"	"74"	"Produccion de cal"	"ELABORACION Y VENTA DE CAL PARA LA CONSTRUCCION"	"FUERA DEL POBLADO"			"19°26'43"""	"100°28'15"""	"Domicilio Conocido en Piedras de Lumbre"	"NA"		"NA"	"PIEDRAS DE LUMBRE"	"MICHOACAN"	"Jungapeo"	"00000"
"CMI9G1902111"	"NAVISTAR MÉXICO, S. DE R.L. DE C.V."	336120	"Fabricación de camiones y tractocamiones."	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"Ensamble y manufactura de camiones medianos y pesados o tractocamiones"	"Lote industrial a 5 km aprox. al Norte de la cabecera"			"25°49'80"""	"100°19'22"""	"Carretera 53 Monterrey Monclova"	"5000"		"NA"	"General Escobedo"	"NUEVO LEON"	"Gral.  Escobedo"	"66050"
"CMM7X1100511"	"Construcciónes Metalicas Mexicanas Comemsa  S.A de C.V."	332999	"Fabricación de otros productos metálicos."	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"Fabricación de Estructuras Metálicas Galvanizadas"				"20°34'30"""	"100°33'35"""	"Autopista Querétaro Celaya Km 16"	"Km 16"		"..."	"Calera de Obrajuelo"	"GUANAJUATO"	"Apaseo el Grande"	"38180"
"CMN302601811"	"CERVECERÍA MODELO DEL NOROESTE, S.A. DE C.V."	312120	"Elaboración de cerveza."	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"FABRICACIÓN, DISTRIBUCIÓN Y VENTA DE CERVEZA"	"Zona industrial 2"			"27°27'21"""	"109°53'16"""	"Carretera Federal 15 km 1849"	"SN"		"Zona industrial 2"	"Ciudad Obregón"	"SONORA"	"Cajeme"	"85090"
"CMN7Q1510311"	"COMERCIALIZADORA DE METALES NO FERROSOS GUERRERO S.A. DE C.V."	331310	"Industria básica del aluminio."	"Metalurgica (incluye la siderurgica)"	"7Q"	"Afinacion y laminacion de aluminio"	"FUNDICIÓN DE METALES (ALUMINIO Y ZINC) PARA LA FABRICACIÓN DE PIEZAS Y ACCESORIOS."				"19°10'8"""	"98°47'0"""	"CARRETERA MÉXICO CUAUTLA KM,23.2"	"SIN NO."		"SAN FRANCISCO ZENTLALPAN"	"AMECAMECA"	"MEXICO"	"Amecameca"	"56730"
"CMO2I1610211"	"CHOCOLATERA MOCTEZUMA S.A. DE C.V."	311350		"Alimenticio y/o de consumo humano"	"2I"	"Produccion de chocolates y confiteria a partir de cacao"	"ELABORACIÓN Y COMERCIALIZACIÓN DE CHOCOLATE Y SUS DERIVADOS"				"19°25'10"""	"102°3'30"""	"BOULEVARD INDUSTRIAL"	"301"		"EDUARDO RUIZ"	"URUAPAN"	"MICHOACAN"	"Uruapan"	"60130"
"CMO300901612"	"Cervecería Modelo, S.A. de C.V."	312120	"Elaboración de cerveza."	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"Fabricación y venta de cerveza."				"19°26'36"""	"99°11'14"""	"Lago Arberto"	"156"		"Anáhuac"		"DISTRITO FEDERAL"	"Miguel Hidalgo"	"11320"
"CMO731700811"	"CEMENTOS MOCTEZUMA, S.A. DE C.V. - PLANTA TEPETZINGO"	327310	"Fabricación de cemento y productos a base de cemento en plantas integradas."	"Cemento y Cal"	"73"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO."				"18°47'53"""	"99°10'35"""	"CARRETERA TEZOYUCA - TEPETZINGO KM 1.9"	"NA"	"NA"	"NA"	"TEPETZINGO"	"MORELOS"	"Emiliano Zapata"	"62767"
"CMO732400811"	"CEMENTOS MOCTEZUMA S.A. DE C.V.   PLANTA CERRITOS"	327310	"Fabricación de cemento y productos a base de cemento en plantas integradas."	"Cemento y Cal"	"73"	"Produccion de cemento"	"PRODUCCIÓN DE CEMENTO."				"22°28'46"""	"100°22'22"""	"SUPERCARRETERA S.L.P. RIOVERDE KM.78"	"SN"		"CONOCIDO"	"ESTACIÓN MONTAÑA"	"SAN LUIS POTOSI"	"Cerritos"	"79402"
"CMO7L1904611"	"CONDUCTORES MONTERREY SA DE CV"	331419	"Fundición y refinación de otros metales no ferrosos."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"AFINACIÓN Y REFINACIÓN DE OTROS METALES NO FERROSOS (INCLUYE FUNDICIÓN, EXTRUSIÓN O ESTIRA"				"25°43'21"""	"100°15'4"""	"AV CONDUCTORES"	"505"		"CONSTITUYENTES DE QUERETARO"		"NUEVO LEON"	"San Nicolas de los Garza"	"66483"
"CMO7N2402811"	"CONDUCTORES MONTERREY SA DE CV"	331411	"Fundición y refinación de cobre."	"Metalurgica (incluye la siderurgica)"	"7N"	"Afinacion y refinacion de cobre"	"AFINACIÓN Y REFINACIÓN DE COBRE (ASÍ COMO SUS ALEACIONES; INCLUYE FUNDICIÓN, EXTRUSIÓN O E"	"ZONA INDUSTRIAL"			"0°0'0"""	"0°0'0"""	"EJE 122"	"305"		"ZONA INDUSTRIAL"	"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"CMOKE2101911"	"C. MONTOTO, S.A. DE C.V."	468111	"Comercio al por menor de automóviles y camionetas nuevos."	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"COMPRA VENTA DE AUTOMOVILES CON VENTA DE REFACCIONES Y SERVICIO"				"19°54'25"""	"98°26'15"""	"CARRETERA FEDERAL PUEBLA - ATLIXCO"	"KM 27"		"CENTRO"		"PUEBLA"	"Atlixco"	"74200"
"CMOM92900511"	"COMBUSTIBLES MALDONADO OLVERA S.A DE C.V"	493111	"Almacenes generales de depósito."	"Petroleo y petroquimica"	"M9"	"Almacenamiento y distribucion de productos derivados del petroleo"	"DISTRIBUIDOR A DE PEMEX REFINACIÓN"	"SAN COSME XALOSTOC"			"19°24'36"""	"98°6'19"""	"KM 122 CARRETERA MEXICO VERACRUZ S/N"	"SN"		"CENTRO"	"APIZACO"	"TLAXCALA"	"Apizaco"	"90300"
"CMP5U1500211"	"Comercial Mexicana de Pinturas S. A. de C.V."	325510	"Fabricación de pinturas y recubrimientos."	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"Fabricación de pinturas y esmaltes"				"19°36'28"""	"98°56'1"""	"Marcos Achar Lobatón"	"6"		"Tepexpan Centro"	"Tepexpan"	"MEXICO"	"Acolman"	"55885"
"CMT300503511"	"CERVECERÍA MODELO DE TORREON, S.A. DE C.V."	312120	"Elaboración de cerveza."	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"FABRICACIÓN Y VENTA DE CERVEZA"				"25°32'33"""	"103°24'29"""	"CALLE 37 ESQUINA CON AVENIDA BRAVO"	"300 NTE"		"SAN MARCOS"	"TORREON"	"COAHUILA"	"Torreon"	"27040"
"CMT8C0100111"	"CONSTRUCTORA DE MAQUINARIA TRIUNFO, S.A. DE C.V."	333999	"Fabricación de otra maquinaria y equipo para la industria en general."	"Metalurgica (incluye la siderurgica)"	"LK"	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"PRODUCCIÓN DE MAQUINARIA AGRÍCOLA Y DE GANADERÍA;  SÓLO SI INCLUYE PROCESOS TÉRMICOS O DE"				"21°53'32"""	"102°17'17"""	"FRANCISCO VILLA"	"708"		"GREMIAL"	"AGUASCALIENTES"	"AGUASCALIENTES"	"Aguascalientes"	"20030"
"CNL5E2201111"	"COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS"	323111	"Impresión de libros, periódicos y revistas."	"Otros"	"5E"	"Edicion, Encuadernacion y/o impresion"	"EDICION DE LIBROS Y MATERIAL EDUCATIVO"	"PARQUE INDUSTRIAL BERNARDO QUINTANA ARRIOJA"			"20°34'15"""	"100°15'53"""	"AVENIDA ACUEDUCTO"	"2"	"10 11 Y 12"	"NA"	"QUERETARO"	"QUERETARO"	"El Marques"	"76246"
"CNO8A1903911"	"CROMADORA DEL NORTE  S.A."	332810	"Recubrimientos y terminados metálicos."	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA  EN PIEZAS METALICAS  ( NO INCLUYE JOYERIA)"				"25°42'3"""	"100°18'20"""	"NARDO      ZUAZUA  Y DR. COSS"	"755"		"VICTORIA"		"NUEVO LEON"	"Monterrey"	"64520"
"COB7N1104411"	"NACIONAL DE COBRE S.A. DE C.V. PLANTA COBRECEL"	331411	"Fundición y refinación de cobre."	"Metalurgica (incluye la siderurgica)"	"7N"	"Afinacion y refinacion de cobre"	"AFINACIÓN Y REFINACIÓN DE COBRE (ASÍ COMO SUS ALEACIONES; INCLUYE FUNDICIÓN, EXTRUSIÓN O E"	"CORREDOR INDUSTRIAL VILLAGRAN CELAYA"			"20°30'8"""	"100°58'6"""	"CARRETERA PANAMERICANA KM 292"	"292"			"VILLAGRAN"	"GUANAJUATO"	"Villagran"	"38260"
"COC741409711"	"CALIDRA DE OCCIDENTE S.A. DE C.V. PLANTA 3, SANTA CRUZ"	327410	"Fabricación de cal."	"Cemento y Cal"	"74"	"Produccion de cal"	"PRODUCCIÓN DE CAL."				"20°28'53"""	"103°29'53"""	"Vicente Trigo Oriente"	"100"		"Centro"	"Santa Cruz de la Flores"	"JALISCO"	"Tlajomulco de Zuniga"	"54315"
"COC741603021"	"CALIDRA DE OCCIDENTE S.A. DE C.V."	327410	"Fabricación de cal."	"Cemento y Cal"	"74"	"Produccion de cal"	"PRODUCCIÓN DE CAL."	"Parque Industrial Regional de Zamora"			"20°6'35"""	"102°15'54"""	"Calle No. 2,  Manzana  No. 1"	"2"		"La Nopalera"	"La Nopalera"	"MICHOACAN"	"Ecuandureo"	"59745"
"COC9M0803711"	"COCLISA S.A. DE C.V. COMPLEJO OMEGA"	336390	"Fabricación de otras partes para vehículos automotrices."	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION COMPONENTES PARA SISTEMA DE CALEFACCION Y AIRE ACONDICIONADO RAMO AUTOMOTRIZ"	"PARQUE INDUSTRIAL OMEGA"			"31°44'52"""	"106°26'7"""	"AV. DEL CHARRO"	"1751"		"PARQUE INDUSTRIAL OMEGA"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32310"
"COC9M0803713"	"COCLISA S.A DE C.V. PLANTA SAN LORENZO"	336390	"Fabricación de otras partes para vehículos automotrices."	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION COMPONENTES PARA SISTEMA DE CALEFACCION Y AIRE ACONDICIONADO RAMO AUTOMOTRIZ"	"COMPLEJO INDUSTRIAL LAS FUENTES"			"31°44'0"""	"106°25'1"""	"AV. LAGUNA TAMIAHUA"	"7325"		"PARTIDO DOBLADO"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32320"
"COC9M0803714"	"COCLISA, S.A. DE C.V. PLANTA SANTA FE"	336390	"Fabricación de otras partes para vehículos automotrices."	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE PARTES Y COMPONENTES UTILIZADOS EN LA INDUSTRIA AUTOMOTRIZ"	"VERDE INDEPENDENCIA INDUSTRIAL"			"31°36'38"""	"106°21'47"""	"REFUGIO DE LA LIBERTAD"	"2551"		"FRAY GARCIA DE SAN FRANCISCO"	"CIUDAD JUAREZ"	"CHIHUAHUA"	"Juarez"	"32575"
"COM752201411"	"COMEX-LAFARGE, S.A. DE C.V."	327420	"Fabricación de yeso y productos de yeso."	"Cemento y Cal"	"75"	"Produccion de yeso y sus productos"	"PRODUCCIÓN DE PLACA DE YESO"	"PARQUE INDUSTRIAL QUERETARO"			"20°49'47"""	"100°25'58"""	"AV. LA NORIA"	"123"		"PARQUE INDUSTRIAL QUERETARO"		"QUERETARO"	"Queretaro"	"76220"
"CON7N1104411"	"Conticon S.A. de C.V."	331411	"Fundición y refinación de cobre."	"Metalurgica (incluye la siderurgica)"	"7N"	"Afinacion y refinacion de cobre"	"FUNDICIÓN DE COBRE  PARA FABRICAR ALAMBRÓN PARA CONDUCTORES ELECTRICOS"	"Corredor Industrial Celaya Villagran"			"20°31'0"""	"100°55'0"""	"Carretera Celaya Salamanca km. 8.5"	"km. 8.5"		"Predio la Esperanza"	"VILLAGRAN"	"GUANAJUATO"	"Villagran"	"38260"
"CON7X0501011"	"CONDUIT SA DE CV"	332810	"Recubrimientos y terminados metálicos."	"Articulos y productos metalicos"	"7X"	"Fabricacion de articulos y productos metalicos"	"Fabricación de tubería galvanizada"	"Parque Industrial"			"26°53'10"""	"101°28'32"""	"Lib. Carlos Salinas de Gortari"	"1498"			"Frontera"	"COAHUILA"	"Frontera"	"25640"
"CONND2111411"	"CONALUM S.A. DE C.V."	331520	"Moldeo por fundición de piezas metálicas no ferrosas."	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"FABRICACION DE ALAMBRON DE ALUMINIO"	"PARQUE INDUSTRIAL RESURRECCION"			"19°4'43"""	"98°9'36"""	"AV. RESURRECCION SUR NO. 18"	"18"		"RESURRECCION"	"PUEBLA"	"PUEBLA"	"Puebla"	"72920"
"COR7N2200611"	"CORDAFLEX S.A. DE C.V."	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores."	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION Y VENTA DE CABLE AUTOMOTRIZ Y ELECTRODOMESTICO"	"COMPLEJO INDUSTRIAL BALVANERA"			"20°31'59"""	"100°27'33"""	"CARRETERA PANAMERICANA KM. 230.6"	"NA"		"COMPLEJO INDUSTRIAL BALVANERA"	"CORREGIDORA"	"QUERETARO"	"Corregidora"	"76900"
"CORLJ2111411"	"CORDERO RODRIGUEZ Ma. DE LOS ANGELES GUADALUPE"	331510	"Moldeo por fundición de piezas de hierro y acero."	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME"				"19°4'47"""	"98°11'50"""	"29 NORTE"	"7404"		"LA LOMA"	"PUEBLA"	"PUEBLA"	"Puebla"	"72230"
"CORUA2104111"	"CYCNA de Oriente S.A. de C.V."	327310	"Fabricación de cemento y productos a base de cemento en plantas integradas."	"Cemento y Cal"	"73"	"Produccion de cemento"	"Produccion de cemento portland"	"N/A"			"18°52'12"""	"97°39'38"""	"Ex hacienda la Noria"	"1"				"PUEBLA"	"Palmar de Bravo"	"75460"
