"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"CME9M2802241"	"CORECOMPOSITES DE MÉXICO S. DE R.L. DE C.V.,"	"327214"	"Fabricación de fibra de vidrio"	"Automotriz"	"6Y"	"Produccion de fibra y lana de vidrio"	"Fabricación de fibra y lana de vidrio; incluye sus productos cuando se elabora la fibra o "	"PARQUE INDUSTRIAL LA VENTANA"	"641233.5742"	"2867380.5173"	"25°55'5"""	"97°35'23"""	"Calle GUILLERMO GONZALEZ CAMARENA"	"9003 "	" "		"HEROICA MATAMOROS"	"TAMAULIPAS"	"Matamoros"	"87569"
"CME950200411"	"CUBIC DE MEXICO S.A. DE C.V.,"	"334410"	"Fabricación de componentes electrónicos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION Y ENSAMBLE DE APARATOS ELECTRONICOS (¿CASCOS HALO¿, CINTURON TORSO ¿CHALECO¿, "	"MISIONES DE LAS CALIFORNIAS"	"503434.0237"	"3598145.4839"	"32°31'14"""	"116°57'48"""	"Privada MISIONES"	"1120 "	" "		"TIJUANA"	"BAJA CALIFORNIA"	"Tijuana"	"22425"
"CMG301403911"	"CERVECERÍA MODELO DE GUADALAJARA, S. DE R. L. DE C. V.,"	"312120"	"Elaboración de cerveza"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"Elaboración de cerveza"		"669212.7043"	"2285679.6094"	"20°39'46"""	"103°22'32"""	"Avenida AV. MARIANO OTERO"	"663 "	" "	"Colonia DEL FRESNO 1A. SECCION"	"GUADALAJARA"	"JALISCO"	"Guadalajara"	"44900"
"CMMA22402811"	"CASA DE MONEDA DE MEXICO,"	"339911"	"Acuñación e impresión de monedas"	"Metalurgica (incluye la siderurgica)"	"A2"	"Acuñacion de monedas"	"ACUÑACIÓN DE MONEDAS Y MEDALLAS CONMEMORATIVAS"	"Zona Industrial 1a. sección"	"304070.8189"	"2443544.4987"	"22°5'8"""	"100°53'56"""	"Calle COMISION FEDERAL DE ELECTRICIDAD"	"200 "	" "		"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"CMM1900600035"	"CORPORACION MITSUBA DE MEXICO, S.A. DE C.V.,PLANTA 3"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FUNDICION Y MODELO DE PIEZAS DE METALES NO FERROSOS"	"PARQUE INDUSTRIAL LA SILLA"	"384521.1854"	"2853194.8056"	"25°47'32"""	"100°9'6"""	"Calle ENERGÍA"	"110 "	" "		"CIUDAD APODACA"	"NUEVO LEON"	"Apodaca"	"66648"
"CMM3I2200111"	"CONTRATISTAS Y MAQUILAS DE MÉXICO, S.A. DE C.V.,KALTEX AMEALCO"	"315229"	"Confección en serie de otra ropa exterior de materiales textiles"	"Textiles, fibras e hilos"	"46"	"Confeccion de prendas de vestir"	"COnfección de materiales textiles"		"378197.7936"	"2232458.5418"	"20°11'8"""	"100°9'56"""	"Calle CARR. AMEALCO-CORONEO"	"KM. 0.6 "	" "	"Colonia SAN JUAN DEHEDO"	"AMEALCO DE BONFIL"	"QUERETARO"	"Amealco de Bonfil"	"76850"
"CMN302601811"	"COMPAÑIA CERVECERA DE OBREGÓN S. DE R.L. DE C.V.,"	"312120"	"Elaboración de cerveza"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"FABRICACIÓN Y VENTA DE CERVEZA"		"609486.3705"	"3037336.9166"	"27°27'18"""	"109°53'31"""	"Carretera  FEDERAL NO. 15"	"KM. 1849 "	" "	"Colonia ZONA INDUSTRIAL NO. 2"	"CIUDAD OBREGON"	"SONORA"	"Cajeme"	"85090"
"CMOR63001711"	"CEMENTOS MOCTEZUMA S.A. DE C.V.,PLANTA APAZAPAN"	"327310"	"Fabricación de cemento y productos a base de cemento en plantas integradas"	"Cemento y Cal"	"73"	"Produccion de cemento"	"Producción de cemento"		"740362.9894"	"2139108.1381"	"19°19'53"""	"96°42'43"""	"Carretera Camino vecinal a cerro colorado Km 1.0"	"N/A N/A"	" "	"Pueblo Cerro colorado"	"APAZAPAN"	"VERACRUZ"	"Apazapan"	"91645"
"CMO1904600227"	"CAMIONES MONTERREY, S.A.,CAMIONES MONTERREY RUTA 1"	"481111"	"Transporte aéreo regular en líneas aéreas nacionales"	"Otros"	"B0"	"Transporte de carga en general"	"Transporte Colectivo de Pasajeros en Autobuses de Ruta Fija con servicio de mantenimiento"		"371205.7199"	"2847902.93"	"25°44'36"""	"100°17'2"""	"Calle LIC. ARTURO B. DE LA GARZA"	"508 SUR "	" "	"Colonia SAN NICOLAS DE LOS GARZA CENTRO"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66400"
"CMO2G3017311"	"CENTRAL MOTZORONGO SA DE CV,"	"311311"	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACIÓN DE AZÚCAR Y DERIVADOS DE LA CAÑA"		"739813.6865"	"2062701.9094"	"18°38'30"""	"96°43'36"""	"Carretera CORDOBA-TIERRA BLANCA  KM 42 FFCC"	"S/N S/N"	"S/N S/N"	"Ingenio MOTZORONGO"	"MOTZORONGO"	"VERACRUZ"	"Tezonapa"	"95094"
"CMO300901612"	"CERVECERÍA MODELO, S. DE R.L. DE C.V.,"	"312120"	"Elaboración de cerveza"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"Elaboración de Cerveza"		"480173.7892"	"2149566.4465"	"19°26'25"""	"99°11'19"""	"Calle LAGO ALBERTO"	"156 "	" "	"Colonia ANAHUAC"	"MIGUEL HIDALGO"	"DISTRITO FEDERAL"	"Miguel Hidalgo"	"11320"
"CMO7L1904611"	"CONDUCTORES MONTERREY, S.A. DE C.V.,"	"335920"	"Fabricación de cables de conducción eléctrica"	"Metalurgica (incluye la siderurgica)"	"7L"	"Afinacion y refinacion de otros metales no ferrosos"	"AFINACIÓN Y REFINACIÓN DE OTROS METALES NO FERROSOS (INCLUYE FUNDICIÓN, EXTRUSIÓN O ESTIRA"		"374507.5605"	"2845229.0861"	"25°43'10"""	"100°15'3"""	"Avenida CONDUCTORES"	"505 "	" "	"Colonia CONSTITUYENTES DE QUERÉTARO"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66483"
"CMO7N2402811"	"CONDUCTORES MONTERREY, S.A. DE C.V.,"	"335920"	"Fabricación de cables de conducción eléctrica"	"Metalurgica (incluye la siderurgica)"	"7N"	"Afinacion y refinacion de cobre"	"Fabricación de conductores eléctricos de baja tensión y compuestos de PVC"		"304346.341"	"2444774.62"	"22°5'48"""	"100°53'47"""	"Calle EJE 122"	"305 "	" "	"Colonia ZONA INDUSTRIAL"	"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"CMO731700811"	"CEMENTOS MOCTEZUMA, S. A. DE C. V.,PLANTA TEPETZINGO"	"327310"	"Fabricación de cemento y productos a base de cemento en plantas integradas"	"Cemento y Cal"	"73"	"Produccion de cemento"	"Producción de cemento"		"478623.8759"	"2080862.4206"	"18°49'10"""	"99°12'10"""	"Carretera Tezoyuca - Tepetzingo"	"Km 1.9 "	" "	"Pueblo Tepetzingo"	"TEZOYUCA"	"MORELOS"	"Emiliano Zapata"	"62767"
"CMO732400811"	"CEMENTOS MOCTEZUMA S.A. DE C.V.,PLANTA CERRITOS"	"327310"	"Fabricación de cemento y productos a base de cemento en plantas integradas"	"Cemento y Cal"	"73"	"Produccion de cemento"	"Producción de cemento"		"357762.7458"	"2485907.6843"	"22°28'25"""	"100°22'57"""	"Carretera S.L.P.-RIOVERDE KM 78+000"	"KM 78 "	" "	"Pueblo ESTACION MONTAÑA"	"CERRITOS"	"SAN LUIS POTOSI"	"Cerritos"	"79440"
"CMP0100100290"	"COOPERATION MANUFACTURING PLANT AGUASCALIENTES, S.A.P.I. DE C.V.,COMPAS"	"339999"	"Otras industrias manufactureras"	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"Ensamble de vehículos automotores y fabricación de partes automotrices"		"779117.6025"	"2404893.6065"	"21°43'32"""	"102°18'6"""	"Carretera CARR. ESTATAL 2 AEROPUERTO-EL TARAY"	"KM 1.1 "	" "	"Colonia PEÑUELAS (EL CIENEGAL)"	"AGUASCALIENTES"	"AGUASCALIENTES"	"Aguascalientes"	"20340"
"CMP5U1500211"	"COMERCIAL MEXICANA DE PINTURAS, S.A. DE C.V.,COMEX"	"325510"	"Fabricación de pinturas y recubrimientos"	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACIÓN DE PINTURAS Y ESMALTES"		"506601.3361"	"2168443.6914"	"19°36'39"""	"98°56'13"""	"Calle MARCOS ACHAR LOBATON"	"6 "	" "	"Colonia TEPEXPAN"	"TEPEXPAN"	"MEXICO"	"Acolman"	"55885"
"CMR0502700028"	"PLASTIC OMNIUM AUTO INDUSTRIAL S DE R.L. DE C.V.,"	"326192"	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"PRODUCCIÓN DE FACIAS AUTOMOTRICES"	"PARQUE INDUSTRIAL RAMOS ARIZPE"	"306229.9306"	"2829418.7379"	"25°34'10"""	"100°55'44"""	"Avenida INDUSTRIA DE LA TRANSFORMACION"	"3150 "	" "		"RAMOS ARIZPE"	"COAHUILA"	"Ramos Arizpe"	"25900"
"CMR1103700145"	"PLASTIC OMNIUM AUTO INDUSTRIAL S DE R.L. DE C.V.,"	"326199"	"Fabricación de otros productos de plástico sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE FACIAS"	"LAS COLINAS"	"247372.5907"	"2321043.8357"	"20°58'21"""	"101°25'47"""	"Avenida LAUREL"	"235 "	" "		"SILAO DE LA VICTORIA"	"GUANAJUATO"	"Silao"	"36113"
"CMR2405000501"	"PLASTIC OMNIUM AUTO INDUSTRIAL S DE R.L. DE C.V.,"	"339999"	"Otras industrias manufactureras"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE FACIAS "		"300326.3097"	"2414436.9769"	"21°49'21"""	"100°55'54"""	"Calle AMSTERDAM"	"104 "	" "	"Colonia VILLA DE REYES CENTRO"	"VILLA DE REYES"	"SAN LUIS POTOSI"	"Villa de Reyes"	"79500"
"CMT050000003"	"CERVECERIA MODELO DE TORREON, S. DE R. L. DE C. V.,CERVECERIA MODELO DE TORREON, S. DE R. L. DE C.V."	"312120"	"Elaboración de cerveza"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"FABRICACION Y VENTA DE CERVEZA"		"659868.4753"	"2826205.9045"	"25°32'40"""	"103°24'31"""	"Calle 37"	"300 "	" "	"Colonia NUEVO TORREON"	"TORREON"	"COAHUILA"	"Torreon"	"27060"
"CMT462904111"	"COSTURAS Y MANUFACTURAS DE TLAXCALA S. DE R.L. DE C.V,COSTURAS Y MANUFACTURAS DE TLAXCALA S DE R.L. DE C.V."	"313310"	"Acabado de productos textiles"	"Textiles, fibras e hilos"	"3K"	"Acabado de fibras, hilos, hilados y telas textiles"	"MAQUILADORA DE PRENDAS DE VESTIR DE MEZCLILLA"	"PANZACOLA"	"581712.9617"	"2116614.3565"	"19°8'27"""	"98°13'22"""	"Calle REFORMA SUR"	"27 "	"INT  B"		"PAPALOTLA"	"TLAXCALA"	"Papalotla de Xicohtencatl"	"90796"
"CMW2402800376"	"CENTRAL MOTOR WHEEL MÉXICO S.A. DE C.V.,CENTRAL MOTOR WHEEL MÉXICO"	"336370"	"Fabricación de piezas metálicas troqueladas para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de Otras Autopartes"		"314111.0638"	"2446624.127"	"22°6'52"""	"100°48'7"""	"Circuito SAN MIGUELITO ORIENTE"	"107 "	" "	"Colonia CIUDAD SATELITE"	"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78423"
"CNAKE0901511"	"CRESTA NARVARTE, S.A. DE C.V.,VOLKSWAGEN CRESTA NARVARTE"	"811111"	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Compraventa de automóviles nuevos y servicio de mantenimiento automotriz."		"483728.6126"	"2145580.9026"	"19°24'15"""	"99°9'17"""	"Calle AV. CUAHUTEMOC"	"548 "	" "	"Colonia NARVARTE PONIENTE"	"CUAUHTEMOC"	"DISTRITO FEDERAL"	"Cuauhtemoc"	"06760"
"CNC0503500369"	"CENTRO NACIONAL DE CONTROL DEL GAS NATURAL,RESIDENCIA TORREÓN"	"222210"	"Suministro de gas por ductos al consumidor final"	"Petroleo y petroquimica"	"MI"	"Transportacion por ductos de gas natural y otros tipos de gases"	"Transporte de gas natural por ducto"	"TORREON CENTRO"	"658721.1572"	"2824049.4273"	"25°31'30"""	"103°25'13"""	"Calle MANUEL SANFELIZ GARCIA"	"245 "	" "		"TORREON"	"COAHUILA"	"Torreon"	"27000"
"CNC1902100094"	"CENTRO NACIONAL DE CONTROL DEL GAS NATURAL,RESIDENCIA MONTERREY"	"222210"	"Suministro de gas por ductos al consumidor final"	"Petroleo y petroquimica"	"MI"	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTE DE GAS NATURAL POR DUCTO"	"Zona Industrial"	"367727.8366"	"2854339.0619"	"25°48'4"""	"100°19'9"""	"Calle ZONA INDUSTRIAL"	"KM. 26 850 "	" "		"CIUDAD GENERAL ESCOBEDO"	"NUEVO LEON"	"Gral.  Escobedo"	"66083"
"CNO8A1903911"	"CROMADORA DEL NORTE S.A.,"	"339999"	"Otras industrias manufactureras"	"Quimica"	"8A"	"Galvanoplastia"	"GALVANOPLASTIA EN PIEZAS METALICAS (NO INCLUYE JOYERIA)"		"368997.0095"	"2843303.1662"	"25°42'6"""	"100°18'20"""	"Calle NARDO"	"755 "	" "	"Colonia VICTORIA"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64520"
"COC6B1407011"	"CORPORACION DE OCCIDENTE SA DE CV,COOPER TIRE & RUBBER COMPANY DE MEXICO"	"326211"	"Fabricación de llantas y cámaras"	"Automotriz"	"6B"	"Produccion de llantas y camaras nuevas"	"FABRICACIÓN DE LLANTAS"		"686345.8757"	"2268431.9539"	"20°30'19"""	"103°12'46"""	"Calle CARR. A EL SALTO"	"KM 3.5 "	" "	"Colonia LA RESERVA"	"EL SALTO"	"JALISCO"	"El Salto"	"45680"
"COC741409721"	"CALIDRA DE OCCIDENTE, S.A. DE C.V.,CALIDRA DE OCCIDENTE S.A DE C.V"	"327410"	"Fabricación de cal"	"Cemento y Cal"	"74"	"Produccion de cal"	"PRODUCCION DE CAL"		"656662.5391"	"2265470.1854"	"20°28'52"""	"103°29'52"""	"Calle VICENTE TRIGO"	"100 "	" "	"Colonia SANTA CRUZ DE LAS FLORES"	"SANTA CRUZ DE LAS FLORES"	"JALISCO"	"Tlajomulco de Zuniga"	"45640"
"COC741412111"	"CALIDRA DE OCCIDENTE, S.A. DE C.V.,CALIDRA DE OCCIDENTE (PLANTA 2, ZAPOTILTIC)"	"327410"	"Fabricación de cal"	"Cemento y Cal"	"74"	"Produccion de cal"	"Producción de cal"		"664946.4833"	"2173032.6007"	"19°38'44"""	"103°25'36"""	"Calle AV. J MIGUEL FERNANDEZ"	"1 "	" "	"Colonia HUESCALAPA"	"ZAPOTILTIC"	"JALISCO"	"Zapotiltic"	"49630"
"COC9M0803711"	"COCLISA S.A. DE C.V.,COCLISA, S.A. DE C.V. COMPLEJO OMEGA"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricacion componentes para sistema de calefaccion y aire acondicionado ramo automotriz"	"PARQUE INDUSTRIAL OMEGA JU¿REZ"	"364150.3226"	"3513485.5529"	"31°44'55"""	"106°26'3"""	"Avenida AV. DEL CHARRO"	"1751 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32310"
"COC9M0803713"	"COCLISA S.A. DE C.V., PLANTA SAN LORENZO"	"332999"	"Fabricación de otros productos metálicos"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION COMPONENTES PARA SISTEMA DE CALEFACCION Y AIRE ACONDICIONADO RAMO AUTOMOTRIZ"		"365557.5662"	"3511971.9827"	"31°44'7"""	"106°25'9"""	"Calle AVE. LAGUNA TAMIAHUA"	"7325 "	" "	"Colonia PARTIDO DOBLADO JUAREZ"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32320"
"COC9M0803714"	"COCLISA S.A. DE C.V. PLANTA SANTA FE,COCLISA S.A DE C.V. PLANTA SANTA FE"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE PARTES Y COMPONENTES UTILIZADOS EN LA INDUSTRIA AUTOMOTRIZ"		"370702.514"	"3498088.0818"	"31°36'38"""	"106°21'47"""	"Calle REFUGIO DE LA LIBERTAD"	"2551 "	" "	"Colonia FRAY GARCIA DE SAN FRANCISCO"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32575"
"COF0400300370"	"CR OFFSHORE, S. A. P. I. DE C. V.,"	"483112"	"Transporte marítimo de cabotaje, excepto de petróleo y gas natural"	"Otros"	"B0"	"Transporte de carga en general"	"TRANSPORTE MARITIMO"		"627452.734"	"2062047.8175"	"18°38'44"""	"91°47'29"""	"Avenida ISLA DE TRIS"	"4 "	" "	"Colonia COMPOSITORES"	"CIUDAD DEL CARMEN"	"CAMPECHE"	"Carmen"	"24154"
"COL2107400042"	"COLLINI S. DE R. L. DE C. V.,COLLINI S DE RL DE CV"	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"Recubrimiento de piezas metálicas "	"PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA"	"564947.7432"	"2118711.5509"	"19°9'38"""	"98°22'56"""	"Calle SEGUNDO CIRCUITO ESTEBAN DE ANTUÑANO"	"3 MZA 3 "	" "		"HUEJOTZINGO"	"PUEBLA"	"Huejotzingo"	"74160"
"COL3G1307711"	"COLOMER S.A. DE C.V.,"	"313113"	"Fabricación de hilos para coser y bordar"	"Textiles, fibras e hilos"	"3G"	"Produccion de hilos para coser, bordar y tejer"	"PREPARACIÓN E HILADO DE FIBRAS TEXTILES FABRICACION DE HILOS"		"566144.7888"	"2223472.4725"	"20°6'26"""	"98°22'2"""	"Calle AVENIDA VICENTE AGUIRRE DEL CASTILLO "	"2300 "	" "	"Colonia SAN JOSE CALTENGO"	"TULANCINGO"	"HIDALGO"	"Tulancingo de Bravo"	"43629"
"COM3003900300"	"CELANESE OPERATIONS MEXICO, S. DE R. L. DE C. V.,"	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"Manufactura de productos Quimicos "		"357401.6026"	"1999744.4183"	"18°4'54"""	"94°20'51"""	"Carretera COATZACOALCOS-VILLAHERMOSA"	"KM 12.3 "	" "	"Colonia CANGREJERA"	"COATZACOALCOS"	"VERACRUZ"	"Coatzacoalcos"	"96400"
"CONND2111411"	"CONALUM S.A. DE C.V.,CONALUM"	"331310"	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"7Q"	"Afinacion y laminacion de aluminio"	"FABRICACIÓN DE ALAMBRÓN DE ALUMINIO PARA CONDUCTORES ELÉCTRICOS"	"IND. RESURRECCION"	"588005.4715"	"2110536.2452"	"19°5'9"""	"98°9'48"""	"Calle AV. RESURECCION SUR"	"18 "	" "		"LA RESURRECCION"	"PUEBLA"	"Puebla"	"72920"
"CON7N1104411"	"CONTICON S.A. DE C.V.,CONTICON S.A. DE C.V."	"331420"	"Laminación secundaria de cobre"	"Metalurgica (incluye la siderurgica)"	"7P"	"Laminacion de cobre y sus aleaciones"	"Fundición de cobre para fabricar alambrón de cobre para conductores electricos"	"PREDIO LA ESPERANZA"	"297747.5613"	"2269519.9818"	"20°30'49"""	"100°56'22"""	"Carretera CARRT. CELAYA-SALAMANCA"	"KM-8.5 "	" "		"VILLAGRAN"	"GUANAJUATO"	"Villagran"	"38260"
"CON7X0501011"	"CONDUIT SA DE CV,"	"331210"	"Fabricación de tubos y postes de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7J"	"Produccion de tubos y postes de hierro y acero"	"FABRICACIÓN DE TUBERÍA DE ACERO GALVANIZADO "	"PARQUE INDUSTRIAL"	"253934.5252"	"2976217.0141"	"26°53'9"""	"101°28'37"""	"Calle LIB. CARLOS SALINAS DE GORTARI K.M. 8.5"	"1498 "	" "		"FRONTERA"	"COAHUILA"	"Frontera"	"25640"
"COR2200600135"	"CORDAFLEX, S.A. DE C.V.,"	"335920"	"Fabricación de cables de conducción eléctrica"	"Metalurgica (incluye la siderurgica)"	"7N"	"Afinacion y refinacion de cobre"	"FABRICACIÓN DE CABLE AUTOMOTRIZ"	"AMPLIACION EL PUEBLITO"	"347893.3883"	"2271469.9831"	"20°32'9"""	"100°27'32"""	"Carretera  Panamericana"	"KM 230.6 "	" "		"EL PUEBLITO"	"QUERETARO"	"Corregidora"	"76900"
"COR742100112"	"CALIDRA DE ORIENTE S.A. DE C.V,."	"327410"	"Fabricación de cal"	"Cemento y Cal"	"74"	"Produccion de cal"	"Fabricación de Cal"		"617152.0212"	"2114521.3883"	"19°7'13"""	"97°53'10"""	"Calle EXHACIENDA SAN MARTIN LA JOYA"	"S/N "	" "	"Colonia ACAJETE"	"ACAJETE"	"PUEBLA"	"Acajete"	"75110"
"COS5N1904611"	"COSMOCEL, S.A.,COSMOCEL, S.A"	"325310"	"Fabricación de fertilizantes"	"Quimica"	"5N"	"Produccion de fertilizantes quimicos"	"Producción de Fertilizantes Químicos"		"370805.0676"	"2845561.3197"	"25°43'20"""	"100°17'16"""	"Calle VIA  A MATAMOROS"	"1501 "	"S/N "	"Colonia INDUSTRIAL NOGALAR"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66480"
"COT0400300363"	"COTEMAR S.A. DE C.V.,PATIO DE ALMACENES Y MANTENIMIENTO"	"488390"	"Otros servicios relacionados con el transporte por agua"	"Otros"	"1F"	"Reparacion y mantenimiento de equipos,maquinas y vehiculos industriales"	"ALMACENES Y MANTENIMIENTO, PREFABRICADOS METALICOS"		"631260.1751"	"2064415.3637"	"18°40'0"""	"91°45'19"""	"Carretera FEDERAL 180 KM 10.5"	"10500 "	" "	"Ninguno CIUDAD DEL CARMEN (CIUDAD DEL CARMEN)"	"CIUDAD DEL CARMEN"	"CAMPECHE"	"Carmen"	"24158"
"CPA1503900058"	"CONVERTIDOR DE PAPEL, S.A. DE C.V.,CONVERTIPAP IXTAPALUCA"	"322121"	"Fabricación de papel en plantas integradas"	"Celulosa y papel"	"N3"	"Produccion de otros articulos celulosicos"	"Fabricación de otros productos de papel y cartón"		"510241.197"	"2135301.9381"	"19°18'41"""	"98°54'9"""	"Carretera FEDERAL MEXICO-PUEBLA"	"KM. 30.5 "	"2 "	"Colonia IXTAPALUCA CENTRO"	"IXTAPALUCA"	"MEXICO"	"Ixtapaluca"	"56530"
"CPA562900311"	"CONVERTIDOR DE PAPEL, S.A. DE C.V.,CONVERTIPAP EL EXPERTO EN CONVERSION"	"322299"	"Fabricación de otros productos de cartón y papel"	"Celulosa y papel"	"56"	"Produccion de papel"	"FABRICACIÓN DE PAPEL"		"592949.9273"	"2157168.3449"	"19°30'25"""	"98°6'51"""	"Calle OAXACA"	"111 "	" "	"Colonia VILLA DE LAS FLORES"	"ATLANGATEPEC"	"TLAXCALA"	"Atlangatepec"	"90410"
"CPBMQ2804121"	"COMERCIALIZADORA LA PUREZA DE BEBIDAS S. DE R.L. DE C.V., CEDI VICTORIA"	"312111"	"Elaboración de refrescos y otras bebidas no alcohólicas"	"Bebidas y tabaco"	"36"	"Produccion de refrescos"	"DISTRIBUCION Y COMERCIALIZACIÓN DE BEBIDAS CARBONATADAS, NO CARBONATADAS Y AGUA PURIFICADA"		"469230.8478"	"2626846.625"	"23°45'8"""	"99°18'6"""	"Calle AV. JOSE SULAIMAN CHAGNON"	"1200 "	" "	"Colonia NUEVA ERA"	"CIUDAD VICTORIA"	"TAMAULIPAS"	"Victoria"	"87089"
"CPB362800321"	"COMERCIALIZADORA LA PUREZA DE BEBIDAS S. DE R.L. DE C.V.,"	"312111"	"Elaboración de refrescos y otras bebidas no alcohólicas"	"Bebidas y tabaco"	"36"	"Produccion de refrescos"	"producción de bebidas carbonatadas y no carbonatadas "		"606368.1471"	"2483063.0699"	"22°27'1"""	"97°57'58"""	"Avenida DESARROLLO TEXTIL"	"100 "	"S/N "	"Colonia COMPLEJO TEXTIL"	"ALTAMIRA"	"TAMAULIPAS"	"Altamira"	"89603"
"CPB363013121"	"COMERCIALIZADORA LA PUREZA DE BEBIDAS S. DE R.L. DE C.V.,COMERCIALIZADORA LA PUREZA DE BEBIDAS (POZA RICA DE HIDALGO)"	"312111"	"Elaboración de refrescos y otras bebidas no alcohólicas"	"Otros"	"36"	"Produccion de refrescos"	"DISTRIBUCIÓN DE REFRESCOS Y BEBIDAS NO ALCOHÓLICAS Y PRODUCCIÓN DE AGUA EMBOTELLADA"		"660038.1357"	"2269152.2182"	"20°30'51"""	"97°27'54"""	"Calle 2 CURVA CARR A COATZINTLA"	"201 "	" "	"Colonia FRACC.JARDINEZ DE POZA RICA"	"POZA RICA DE HIDALGO"	"VERACRUZ"	"Poza Rica de Hidalgo"	"93369"
"CPB561102011"	"CELULOSA Y PAPEL DEL BAJÍO S.A. DE C.V.,"	"322299"	"Fabricación de otros productos de cartón y papel"	"Celulosa y papel"	"56"	"Produccion de papel"	"Fabricación de papel"		"218970.1497"	"2335465.3029"	"21°5'55"""	"101°42'18"""	"Calle AV. QUETZAL"	"702 "	" "	"Colonia SANTA RITA"	"LEON DE LOS ALDAMA"	"GUANAJUATO"	"Leon"	"37450"
"CPC3109500003"	"CENTRO PORCICOLA CUCA S.P.R. DE R.I.,"	"112211"	"Explotación de porcinos en granja"	"Alimenticio y/o de consumo humano"	"1M"	"Matanza de ganado y aves"	"CRIA Y ENGORDA DE GANADO PORCINO "		"248228.0391"	"2317647.577"	"20°56'31"""	"89°25'15"""	"Carretera TIXPEHUAL-CUCA"	"SN "	" "	"Granja TIXPEHUAL"	"TIXPEHUAL"	"YUCATAN"	"Tixpehual"	"97388"
"CPD3103500003"	"CENTRO PORCICOLA DZIUCHE S.P.R. DE R.I.,"	"112211"	"Explotación de porcinos en granja"	"Alimenticio y/o de consumo humano"	"1M"	"Matanza de ganado y aves"	"CRIA Y ENGORDA DE GANADO PORCINO "		"270694.002"	"2314379.3182"	"20°54'56"""	"89°12'17"""	"Carretera HOCTUN-DZUICHE-CACALCHEN"	"SN "	" "	"Granja HOCTUN"	"HOCTUN"	"YUCATAN"	"Hoctun"	"97483"
