"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"CMD8T1900611"	"COMPAÑIA DE MOTORES DOMESTICOS, S.A. C.V.,COMPAÑIA DE MOTORES DOMESTICOS"	335311	"Fabricación de motores y generadores eléctricos"	"Equipos y articulos electronicos, electricos y domesticos"	"8T"	"Produccion de motores electricos"	"INDUSTRIA DE MAQUILA PARA LA EXPORTACION DE MOTORES Y SUS PARTES"	"CORREDOR INDUSTRIAL"	379079.8663	2849941.3905	"25°45'45"""	"100°12'20"""	"Calle BLVD. CARLOS SALINAS DE GORTARI,"	"km 9.7 "	" "		"Ciudad Apodaca"	"NUEVO LEON"	"Apodaca"	"66600"
"CMEHI3105011"	"CLINICA DE MERIDA S.A. DE C.V.,"	622111	"Hospitales generales del sector privado"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"HOSPITAL PRIVADO"		225660.764	2322909.241	"20°59'11"""	"89°38'19"""	"Calle 32"	"242"	" "	"Colonia GARCIA GINERES"	"Mérida"	"YUCATAN"	"Merida"	"97070"
"CMEMB1901211"	"COLOROBBIA MEXICO, S.A. DE C.V.,"	325999	"Fabricación de otros productos químicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"FABRICACION Y COMERCIALIZACIÓN DE MATERIA PRIMA PARA IND. CERAMICA"	"PARQUE INDUSTRIAL LAS AMERICAS"	379624.3963	2871828.3975	"25°57'36"""	"100°12'8"""	"Calle AV. LAS AMERICAS"	"200"	" "		"Ciénega de Flores"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"CMENR1904811"	"CARRIER MEXICO SA DE CV,CARRIER MÉXICO, S.A. DE C.V. (PLANTA A 469)"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO REFRIGERACION Y CALEFACCION"		354293.622	2839952.431	"25°40'12"""	"100°27'6"""	"Calle GALEANA"	"469 OTE. "	"S/N "	"Colonia EL LECHUGAL"	"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66350"
"CMEN62200611"	"BEAUTYGE MEXICO SA DE CV,REVLON"	325620	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"FABRICACION DE COSMETICOS"	"FRACCIONAMIENTO INDUSTRIAL BALVANERA"	347868.9265	2270702.1189	"20°31'44"""	"100°27'32"""	"Circuito  BALVANERA"	"NO. 3 "	" "		"El Pueblito"	"QUERETARO"	"Corregidora"	"76900"
"CMEQB1503311"	"CLARIANT (MEXICO) S.A DE C.V,CLARIANT (MÉXICO) S.A DE C.V"	325999	"Fabricación de otros productos químicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"FABRICACIÓN DE SUSTANCIAS QUÍMICAS"		493370.1142	2159785.201	"19°31'58"""	"99°3'47"""	"Calle PLASTICOS"	"NO.28 "	"C-205 "	"Colonia SANTA CLARA COATITLA"	"Ecatepec de Morelos"	"MEXICO"	"Ecatepec de Morelos"	"55540"
"CMER30802011"	"COEUR MEXICANA S.A. DE C.V.,COEUR MEXICANA S.A. DE C.V."	212222	"Minería de plata"	"Metalurgica (incluye la siderurgica)"	"MJ"	"Mineria de plata"	"Minera metalurgica"		743631.9899	3032543.8433	"27°23'40"""	"108°32'10"""	"Calle DOMICILIO CONOCIDO"	"SN "	"SN "	"Pueblo PEQUEÑA COMUNIDAD EL PALMAREJO"	"Chínipas de Almada"	"CHIHUAHUA"	"Chinipas"	"33360"
"CME0400300094"	"COSL MEXICO S.A. DE C.V.,PLATAFORMA AUTO ELEVABLE COSL HUNTER"	561990	"Otros servicios de apoyo a los negocios"	"Otros"	"R9"	"Perforacion de pozos"	"OTROS DE SERVICIOS DE APOYO A LOS NEGOCIOS"		634013.287	2065991.9308	"18°40'51"""	"91°43'45"""	"Calle SAN ROMAN"	"100 P.B. "	" "	"Colonia SAN JOAQUÍN [24157]"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24157"
"CME0400300132"	"COSL MEXICO S.A. DE C.V.,PLATAFORMA MODULAR COSL 7"	531319	"Otros servicios relacionados con los servicios inmobiliarios"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"OTROS SERVICIOS DE APOYO A LOS NEGOCIOS"		681986.6769	2064028.3961	"18°39'34"""	"91°16'28"""	"Avenida ISLA DE TRIS OFICINA TAKIN PISO 6"	"28A "	" "	"Colonia SAN MIGUEL"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24157"
"CME0400300168"	"COSL MEXICO S.A. DE C.V.,PLATAFORMA AUTO/ELEVABLE COSL CONFIDENCE"	561990	"Otros servicios de apoyo a los negocios"	"Otros"	"R9"	"Perforacion de pozos"	"OTROS SERVICIOS DE APOYO A LOS NEGOCIOS"		621426.4856	2063202.4302	"18°39'23"""	"91°50'55"""	"Avenida ISLA DE TRIS"	"28 A"	"6"	"Fraccionamiento SAN MIGUEL"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24157"
"CME0400300183"	"COSL MEXICO S.A. DE C.V.,PLATAFORMA MODULAR COSL 3 EQUIPO 6023"	561990	"Otros servicios de apoyo a los negocios"	"Otros"	"R9"	"Perforacion de pozos"	"OTROS SERVICIOS DE APOYO A LOS NEGOCIOS"		629883.0017	2063780.9759	"18°39'40"""	"91°46'6"""	"Avenida ISLA DE TRIS"	"28 A"	" "	"Fraccionamiento SAN MIGUEL"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24157"
"CME1904800002"	"CARRIER MEXICO SA DE CV,CARRIER MEXICO PLANTA D"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"Fabricacion de sistemas de aire acondicionado y calefacción"		347185.5326	2845561.6303	"25°43'12"""	"100°31'23"""	"Avenida  FINSA "	"3200"	" "	"Ninguno Santa Catarina "	"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66350"
"CME1904800053"	"CARRIER MEXICO SA DE CV, (PLANTA A 470)"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO REFRIGERACION Y CALEFACCION"		354594.5268	2839784.7139	"25°40'7"""	"100°26'55"""	"Calle GALEANA"	"470"	" "	"Colonia EL LECHUGAL"	"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66376"
"CME1904800100"	"CARRIER MEXICO SA DE CV,CARRIER MEXICO, S.A. DE C.V., PLANTA E"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO REFRIGERACION Y CALEFACCION"	"Parque Industrial Finsa"	346513.3032	2845532.6885	"25°43'10"""	"100°31'47"""	"Carretera Avenida Finsa"	"3196"	" "		"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66350"
"CME1904800167"	"CAMCAR DE MEXICO, S.A. DE C.V.,ACUMENT GLOBAL TECHNOLOGIES"	332720	"Fabricación de tornillos, tuercas, remaches y similares"	"Articulos y productos metalicos"	"83"	"Produccion de tornillos, clavos, tuercas y similares"	"Fabricación de Tornillos"	"Santa Catarina Industrial Park"	347938.7004	2846207.0371	"25°43'33"""	"100°30'56"""	"Calle Titanio"	"140"	" "		"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66367"
"CME2111400171"	"CLARIANT (MEXICO) SA DE CV,"	325999	"Fabricación de otros productos químicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"Producción de sustancias quimicas cuando existe reacción quimica ( excluye mezclas sin rea"		583414.4213	2112091.9517	"19°6'0"""	"98°12'25"""	"Carretera KM-7 carretera PUEBLA-TLAXCALA"	"KM 7 "	" "	"Pueblo SAN PABLO XOCHIMEHUACAN"	"Heróica Puebla de Zaragoza"	"PUEBLA"	"Puebla"	"72014"
"CME2111400435"	"CAPSUGEL DE MEXICO S DE RL DE CV,CAPSUGEL DE MÉXICO S DE RL DE CV"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5M"	"Produccion de materias primas para medicamentos"	"FABRICACION DE CAPSULAS VACIAS DE GRENETINA ANIMAL O VEGETAL"	"PARQUE INDUSTRIAL PUEBLA 2000"	588456.7322	2107758.8416	"19°3'38"""	"98°9'33"""	"Boulevard 18 de Noviembre"	"1030  A"	" "		"Heróica Puebla de Zaragoza"	"PUEBLA"	"Puebla"	"72290"
"CME2402800159"	"3M PURIFICATION, S. DE R.L. DE C.V.,"	325220	"Fabricación de fibras químicas"	"Quimica"	"5S"	"Produccion de fibras y filamentos sinteticos y artificiales"	"fabricación de fibras sintéticas no tejidas"	"ZONA INDUSTRIAL"	304885.1761	2442035.4536	"22°4'20"""	"100°53'27"""	"Avenida COMISION FEDERAL DE ELECTRICIDAD"	"520"	" "		"San Luis Potosí"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"CME2601800429"	"CENTRO DE MANUFACTURA EDGEWELL OBREGON, S. DE R.L. DE C.V.,OBREGON MANUFACTURING CENTER"	326199	"Fabricación de otros productos de plástico sin reforzamiento"	"Articulos y productos plasticos"	"6E"	"Fabricacion de productos y articulos de plastico"	"Elaboración de Rastrillos"		607354.2715	3039572.1139	"27°28'31"""	"109°54'48"""	"Boulevard ING. JORGE PEREZ DE LA PE¿A"	"1082"	" "	"Colonia PARQUE INDUSTRIAL"	"Ciudad Obregón"	"SONORA"	"Cajeme"	"85065"
"CME4L1102011"	"CARTIGLIANO DE MÉXICO S.A. DE C.V.,CARTIGLIANO DE MÉXICO"	316110	"Curtido y acabado de cuero y piel"	"Textiles, fibras e hilos"	"4L"	"Curtido y acabado de cuero y/o piel y sus productos"	"Cuero Curtido"		217441.3874	2334760.3465	"21°5'31"""	"101°43'10"""	"Boulevard Blvd. Timoteo Lozano Poniente"	"1520"	" "	"Colonia Parque Industrial Pamplona"	"León de los Aldama"	"GUANAJUATO"	"Leon"	"37438"
"CME461000512"	"CARHARTT DE MÉXICO S. DE R.L. DE C.V.,CARHARTT DE MÉXICO S. DE R.L. DE C.V."	315229	"Confección en serie de otra ropa exterior de materiales textiles"	"Textiles, fibras e hilos"	"46"	"Confeccion de prendas de vestir"	"Manufactura textil"		544737.0404	2666221.2373	"24°6'27"""	"104°33'35"""	"Calle AUTOPISTA DGO-GOMZ PALACIO"	"KM.2.5 "	" "	"Colonia Las Espinas"	"Victoria de Durango"	"DURANGO"	"Durango"	"34344"
"CME5H1404411"	"CYTEC DE MEXICO S.A. DE C.V.,"	325190	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"Fabricación de ácidos, bases y sales Orgánicas."		693907.3023	2256547.0585	"20°23'50"""	"103°8'30"""	"Calle KM 40 CARRETERA GUADALAJARA LA BARCA"	"S/N "	" "	"Pueblo ATEQUIZA JAL."	"Atequiza"	"JALISCO"	"Ixtlahuacan de los Membrillos"	"45850"
"CME5Q1904111"	"CRONYNG MEXICANA, S.A. DE C.V.,"	325211	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"PRODUCCIÓN DE RESINAS SINTETICAS"		394183.2556	2852638.5762	"25°47'17"""	"100°3'19"""	"Calle INDUSTRIA SIDERURGICA"	"100"	" "	"Colonia PARQUE INDUSTRIAL PESQUERIA"	"Pesquería"	"NUEVO LEON"	"Pesqueria"	"66650"
"CME631510411"	"CLOROX DE MÉXICO S. DE R.L. DE C.V.,"	325610	"Fabricación de jabones, limpiadores y dentífricos"	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"Fabricación de Productos para la Limpieza"	"SAN NICOLAS"	479152.8068	2162080.2142	"19°33'12"""	"99°11'55"""	"Calle HENRY FORD"	"31"	" "		"Tlalnepantla"	"MEXICO"	"Tlalnepantla de Baz"	"54030"
"CME641301011"	"CARGILL DE MEXICO S.A. DE C.V.,CARGILL PLANTA ATITALAQUIA"	311222	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"Producción de aceites vegetales comestibles y producción de harina nixtamalizada"	"ATITALAQUIA CENTRO"	474261.929	2215424.6615	"20°2'7"""	"99°14'45"""	"Carretera   JOROBAS - TULA KM 24"	"LOTE 55 "	". "		"Tlamaco (San Gerónimo Tlamaco)"	"HIDALGO"	"Atitalaquia"	"42970"
"CME7T2802211"	"CASTLIGHT DE MEXICO, S.A. DE C.V.,"	332310	"Fabricación de estructuras metálicas"	"Metalurgica (incluye la siderurgica)"	"7M"	"Laminacion de otros metales no ferrosos"	"FABRICACION DE POSTES Y COMPONENTES DE ILUMINACION"	"CIUDAD INDUSTRIAL"	656082.5112	2858937.3815	"25°50'25"""	"97°26'33"""	"Calle PONIENTE 2"	"SN "	" "		"Heroica Matamoros"	"TAMAULIPAS"	"Matamoros"	"87499"
"CME7X1101712"	"COLLIS DE MEXICO, S. DE R.L. DE C.V.,"	335220	"Fabricación de aparatos de línea blanca"	"Quimica"	"8A"	"Galvanoplastia"	"FABRICACIÓN Y ENSAMBLE DE PARRILLAS Y CANASTILLAS PARA ESTUFAS Y REFRIGERADORES"		260870.1686	2288318.2549	"20°40'44"""	"101°17'44"""	"Calle CAMINO SAN JOSE DE MARAÑON"	"311"	" "	"Ejido MALVAS"	"Irapuato"	"GUANAJUATO"	"Irapuato"	"36547"
"CME8J1904811"	"CATERPILLAR MÉXICO, S.A. DE C.V., - PLANTA VILLA DE GARCÍA"	333120	"Fabricación de maquinaria y equipo para la construcción"	"Automotriz"	"8J"	"Produccion de maquinaria para transportar y levantar"	"PCCIÓN. DE MAQUINARIA P/TRANSPORTAR Y LEVANTAR (SÍ INCLUYE PROC. TÉRMICOS O DE FUNDICIÓN)"		347206.587	2847025.9501	"25°43'59"""	"100°31'23"""	"Carretera  a Villa de Garcia Km 4.5"	"sn "	" "	"Ninguno "	"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66351"
"CME8N1904811"	"CARRIER MEXICO SA DE CV,CARRIER MÉXICO PLANTA B"	333412	"Fabricación de equipo de refrigeración industrial y comercial"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACIÓN DE EQUIPOS Y SISTEMAS DE AIRE ACONDICIONADO Y CALEFACCIÓN"	"Parque Industrial Stiva"	349187.2331	2843859.1473	"25°42'17"""	"100°30'11"""	"Avenida Stiva"	"1300"	" "		"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66350"
"CME8N1904812"	"CARRIER MEXICO SA DE CV,CARRIER MÉXICO PLANTA C"	333412	"Fabricación de equipo de refrigeración industrial y comercial"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACIÓN DE APARATOS DE AIRE ACONDICIONADO "	"PARQUE INDUSTRIAL STIVA"	347954.345	2844140.9601	"25°42'26"""	"100°30'55"""	"Avenida  Stiva"	"KM 1.3 "	" "		"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66350"
"CME9G0503011"	"STELLANTIS MÉXICO, S.A. DE C.V.,COMPLEJO SALTILLO (PLANTA ENSAMBLE Y ESTAMPADOS)"	336110	"Fabricación de automóviles y camionetas"	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"Manufactura de Autos y Autopartes"	"Parque Industrial Santa Fe"	283367.1563	2797242.9703	"25°16'33"""	"101°9'4"""	"Carretera A DERRAMADERO"	"KM. 1.5 "	" "		"Saltillo"	"COAHUILA"	"Saltillo"	"25300"
"CME9G1510611"	"STELLANTIS MÉXICO, S.A. DE C.V.,CHRYSLER DE MÉXICO SA DE CV"	336110	"Fabricación de automóviles y camionetas"	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"Ensamble de Autos"	"Zona Industrial"	436280.5661	2132939.4881	"19°17'21"""	"99°36'23"""	"Calle CARR. MEXICO-TOLUCA KM.60.5"	"S/N. "	" "		"Toluca de Lerdo"	"MEXICO"	"Toluca"	"50071"
"CME9I0502711"	"STELLANTIS MEXICO, S.A. DE C.V.,STELLANTIS MEXICO, PLANTA MOTORES SALTILLO"	336310	"Fabricación de motores y sus partes para vehículos automotrices"	"Automotriz"	"9I"	"Produccion de motores automotrices a gasolina y diesel"	"PRODUCCION DE MOTORES AUTOMOTRICES A GASOLINA O DIESEL"	"RAMOS ARIZPE CENTRO"	303584.9673	2824251.8278	"25°31'21"""	"100°57'16"""	"Boulevard BLVD. MIGUEL RAMOS ARIZPE SUR"	"124"	"SN "		"Ramos Arizpe"	"COAHUILA"	"Ramos Arizpe"	"25900"
"CME9I0503011"	"STELLANTIS MÉXICO, S.A. DE C.V., PLANTA MOTORES SUR"	336310	"Fabricación de motores y sus partes para vehículos automotrices"	"Automotriz"	"9I"	"Produccion de motores automotrices a gasolina y diesel"	"Fabricación de Motores a Gasolina"	"DERRAMADERO"	285822.9605	2795249.5708	"25°15'29"""	"101°7'35"""	"Calle KM 1.5 CARRETERA A DERRAMADERO"	"SIN NUMERO "	" "		"Saltillo"	"COAHUILA"	"Saltillo"	"25300"
"CME9M0101131"	"MARELLI MEXICANA S.A. DE C.V.,MARELLI PLANTA AGUASCALIENTES (PIVA)"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE OTRAS PARTES PARA VEHÍCULOS AUTOMOTRICES "	"Parque Industrial del Valle de Aguascalientes"	781320.0496	2438762.6943	"22°1'51"""	"102°16'29"""	"Calle CIRCUITO AGS. ORIENTE"	"127"	" "		"San Francisco de los Romo"	"AGUASCALIENTES"	"San Francisco de los Romo"	"20358"
"CME9M0101132"	"MARELLI MEXICANA S.A. DE C.V.,MARELLI SAN FRANCISCO"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE OTRAS PARTES PARA VEHÍCULOS AUTMOTRICES"		781289.1987	2443543.5562	"22°4'26"""	"102°16'27"""	"Calle AV. SAN FRANCISCO DE LOS ROMO"	"401"	" "	"Colonia PARQUE INDUSTRIAL SAN FRANCISCO"	"San Francisco de los Romo"	"AGUASCALIENTES"	"San Francisco de los Romo"	"20300"
"CME9M1901211"	"CONMET DE MEXICO S. A. DE C. V.,CONMET DE MÉXICO"	336350	"Fabricación de partes de sistemas de transmisión para vehículos automotores"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación auto parte metálicas con proceso de Fundición y  auto partes plástico "	"Las Americas"	376954.7486	2870338.4256	"25°56'47"""	"100°13'43"""	"Avenida Las Américas"	"100"	" "		"Ciénega de Flores"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"CME950200411"	"CUBIC DE MEXICO S. DE R.L. DE C.V.,"	334410	"Fabricación de componentes electrónicos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION Y ENSAMBLE DE APARATOS ELECTRONICOS (¿CASCOS HALO¿, CINTURON TORSO ¿CHALECO¿, "	"MISIONES DE LAS CALIFORNIAS"	503434.0237	3598145.4839	"32°31'14"""	"116°57'48"""	"Privada MISIONES"	"1120"	" "		"Tijuana"	"BAJA CALIFORNIA"	"Tijuana"	"22425"
"CMG301403911"	"CERVECERÍA MODELO DE GUADALAJARA, S. DE R. L. DE C. V.,"	312120	"Elaboración de cerveza"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"Elaboración de cerveza"		669212.7043	2285679.6094	"20°39'46"""	"103°22'32"""	"Avenida AV. MARIANO OTERO"	"663"	" "	"Colonia DEL FRESNO 1A. SECCION"	"Guadalajara"	"JALISCO"	"Guadalajara"	"44900"
"CMI9G1902111"	"NAVISTAR MÉXICO, S. DE R.L. DE C.V.,"	336120	"Fabricación de camiones y tractocamiones"	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"Ensamble y manufactura de camiones medianos y pesados o tractocamiones."		367324.5914	2859212.3347	"25°50'42"""	"100°19'26"""	"Calle CARRETERA MONTERREY -MONCLOVA"	"5000"	" "	"Colonia General Escobedo"	"Ciudad General Escobedo"	"NUEVO LEON"	"Gral.  Escobedo"	"66050"
"CMM1900600035"	"CORPORACION MITSUBA DE MEXICO, S.A. DE C.V.,PLANTA 3"	331520	"Moldeo por fundición de piezas metálicas no ferrosas"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FUNDICION Y MODELO DE PIEZAS DE METALES NO FERROSOS"	"PARQUE INDUSTRIAL LA SILLA"	384521.1854	2853194.8056	"25°47'32"""	"100°9'6"""	"Calle ENERGÍA"	"110"	" "		"Ciudad Apodaca"	"NUEVO LEON"	"Apodaca"	"66648"
"CMN302601811"	"COMPAÑIA CERVECERA DE OBREGÓN S. DE R.L. DE C.V.,"	312120	"Elaboración de cerveza"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"FABRICACIÓN Y VENTA DE CERVEZA"		609486.3705	3037336.9166	"27°27'18"""	"109°53'31"""	"Carretera  FEDERAL NO. 15"	"KM. 1849 "	" "	"Colonia ZONA INDUSTRIAL NO. 2"	"Ciudad Obregón"	"SONORA"	"Cajeme"	"85090"
"CMOR63001711"	"CEMENTOS MOCTEZUMA S.A. DE C.V.,PLANTA APAZAPAN"	327310	"Fabricación de cemento y productos a base de cemento en plantas integradas"	"Cemento y Cal"	"73"	"Produccion de cemento"	"Producción de cemento"		740362.9894	2139108.1381	"19°19'53"""	"96°42'43"""	"Carretera Camino vecinal a cerro colorado Km 1.0"	"N/A N/A"	" "	"Pueblo Cerro colorado"	"Apazapan"	"VERACRUZ"	"Apazapan"	"91645"
"CMO1904600227"	"CAMIONES MONTERREY, S.A.,CAMIONES MONTERREY RUTA 1"	481111	"Transporte aéreo regular en líneas aéreas nacionales"	"Otros"	"B0"	"Transporte de carga en general"	"Transporte Colectivo de Pasajeros en Autobuses de Ruta Fija con servicio de mantenimiento"		371205.7199	2847902.93	"25°44'36"""	"100°17'2"""	"Calle LIC. ARTURO B. DE LA GARZA"	"508 SUR "	" "	"Colonia SAN NICOLAS DE LOS GARZA CENTRO"	"San Nicolás de los Garza"	"NUEVO LEON"	"San Nicolas de los Garza"	"66400"
"CMO2G3017311"	"CENTRAL MOTZORONGO SA DE CV,"	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"ELABORACIÓN DE AZÚCAR Y DERIVADOS DE LA CAÑA"		739813.6865	2062701.9094	"18°38'30"""	"96°43'36"""	"Carretera CORDOBA-TIERRA BLANCA  KM 42 FFCC"	"S/N S/N"	"S/N S/N"	"Ingenio MOTZORONGO"	"Motzorongo"	"VERACRUZ"	"Tezonapa"	"95094"
"CMO300901612"	"CERVECERÍA MODELO S. DE R.L. DE C.V.,"	312120	"Elaboración de cerveza"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"Elaboración de Cerveza"		480173.7892	2149566.4465	"19°26'25"""	"99°11'19"""	"Calle LAGO ALBERTO"	"156"	" "	"Colonia ANAHUAC"	"Miguel Hidalgo"	"DISTRITO FEDERAL"	"Miguel Hidalgo"	"11320"
"CMO7L1904611"	"CONDUCTORES MONTERREY, S.A. DE C.V.,"	335920	"Fabricación de cables de conducción eléctrica"	"Metalurgica (incluye la siderurgica)"	"7L"	"Afinacion y refinacion de otros metales no ferrosos"	"AFINACIÓN Y REFINACIÓN DE OTROS METALES NO FERROSOS (INCLUYE FUNDICIÓN, EXTRUSIÓN O ESTIRA"		374507.5605	2845229.0861	"25°43'10"""	"100°15'3"""	"Avenida CONDUCTORES"	"505"	" "	"Colonia CONSTITUYENTES DE QUERÉTARO"	"San Nicolás de los Garza"	"NUEVO LEON"	"San Nicolas de los Garza"	"66483"
"CMO7N2402811"	"CONDUCTORES MONTERREY, S.A. DE C.V.,"	335920	"Fabricación de cables de conducción eléctrica"	"Metalurgica (incluye la siderurgica)"	"7N"	"Afinacion y refinacion de cobre"	"Fabricación de conductores eléctricos de baja tensión y compuestos de PVC"		304346.341	2444774.62	"22°5'48"""	"100°53'47"""	"Calle EJE 122"	"305"	" "	"Colonia ZONA INDUSTRIAL"	"San Luis Potosí"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"CMO731700811"	"CEMENTOS MOCTEZUMA, S. A. DE C. V.,PLANTA TEPETZINGO"	327310	"Fabricación de cemento y productos a base de cemento en plantas integradas"	"Cemento y Cal"	"73"	"Produccion de cemento"	"Producción de cemento"		478623.8759	2080862.4206	"18°49'10"""	"99°12'10"""	"Carretera Tezoyuca - Tepetzingo"	"Km 1.9 "	" "	"Pueblo Tepetzingo"	"Tezoyuca"	"MORELOS"	"Emiliano Zapata"	"62767"
"CMO732400811"	"CEMENTOS MOCTEZUMA S.A. DE C.V.,PLANTA CERRITOS"	327310	"Fabricación de cemento y productos a base de cemento en plantas integradas"	"Cemento y Cal"	"73"	"Produccion de cemento"	"Producción de cemento"		357762.7458	2485907.6843	"22°28'25"""	"100°22'57"""	"Carretera S.L.P.-RIOVERDE KM 78+000"	"KM 78 "	" "	"Pueblo ESTACION MONTAÑA"	"Cerritos"	"SAN LUIS POTOSI"	"Cerritos"	"79440"
"CMP0100100290"	"COOPERATION MANUFACTURING PLANT AGUASCALIENTES, S.A.P.I. DE C.V.,COMPAS"	336110	"Fabricación de automóviles y camionetas"	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"Ensamble de vehículos automotores y fabricación de partes automotrices"		779117.6025	2404893.6065	"21°43'32"""	"102°18'6"""	"Carretera CARR. ESTATAL 2 AEROPUERTO-EL TARAY"	"KM 1.1 "	" "	"Colonia PEÑUELAS (EL CIENEGAL)"	"Aguascalientes"	"AGUASCALIENTES"	"Aguascalientes"	"20340"
"CMP5U1500211"	"COMERCIAL MEXICANA DE PINTURAS, S.A. DE C.V.,COMEX"	325510	"Fabricación de pinturas y recubrimientos"	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACIÓN DE PINTURAS Y ESMALTES"		506601.3361	2168443.6914	"19°36'39"""	"98°56'13"""	"Calle MARCOS ACHAR LOBATON"	"6"	" "	"Colonia TEPEXPAN"	"Tepexpan"	"MEXICO"	"Acolman"	"55885"
