"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"CFEAD0200211"	"COMISIÓN FEDERAL DE ELECTRICIDAD CENTRAL TURBO GAS MEXICALI"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				32.60496	-115.46034	"CALZADA HECTOR TERAN TERAN"	"1700"		"XOCHIMILCO"	"MEXICALI"	"BAJA CALIFORNIA"	"Mexicali"	"21350"
"CFEAD0200212"	"COMISIÓN FEDERAL DE ELECTRICIDAD CAMPO Y CENTRAL GEOTERMOELÉCTRICA DE CERRO PR"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"LS"	"Generacion de energia electrica por procedimientos no convencionales contaminantes"	"GENERACIÓN DE ENERGÍA ELÉCTRICA POR PROCEDIMIENTOS NO CONVENCIONALES CONTAMINANTES; SE EXC"	"CAMPO  Y CENTRALES GEOTERMOELÉCTRICO DE CERRO PRIETO"			"32°19'29"""	"115°6'65"""	"CARR. MEXICALI EJ. NUEVO  KM. 33.5"	"NA"			"MEXICALI"	"BAJA CALIFORNIA"	"Mexicali"	"21700"
"CFEAD0200511"	"Comision Federal de Electricidad Central Termoelectrica Presidente Juarez"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"Playas de Rosarito Baja California"			"32°22'17"""	"117°4'0"""	"Km 23.5 Carretera Libre Tijuana Ensenada"	"SN"		"Sin Nombre"	"Playas de Rosarito"	"BAJA CALIFORNIA"	"Playas de Rosarito"	"22710"
"CFEAD0300111"	"COMISION FEDERAL DE ELECTRICIDAD  CENTRAL DIESEL GRAL. AGUSTIN OLACHEA AVILES"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	"PUERTO SAN CARLOS  B C SUR"			"24°48'54"""	"112°05'25"""	"KM 52 CARRETERA A PUERTO SAN CARLOS"	"SN"		"UNICA"	"SAN CARLOS"	"BAJA CALIFORNIA SUR"	"Comondu"	"23700"
"CFEAD0300112"	"COMISION FEDERAL DE ELECTRICIDAD           CENTRAL TURBOGAS CONSTITUCION"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CENTRAL  TURBOGAS CONSTITUCION"			"25°1'15"""	"111°40'1"""	"CARRETERA TRANSPENINSULAR Y ALVAREZ RICO"	"SN"		"CENTRO"	"CD CONSTITUCION"	"BAJA CALIFORNIA SUR"	"Comondu"	"23600"
"CFEAD0300211"	"COMISION FEDERAL DE ELECTRICIDAD   CENTRAL DIESEL ELECTRICA SANTA ROSALIA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CENTRAL DIESEL ELECTRICA SANTA ROSALIA"			"27°21'10"""	"112°16'16"""	"KM 1.5 CARRETERA TRANSPENINSULAR"	"SN"		"EL RETIRO"	"SANTA ROSALIA"	"BAJA CALIFORNIA SUR"	"Mulege"	"23920"
"CFEAD0300212"	"COMISION FEDERAL DE ELECTRICIDAD    CENTRAL DIESEL ELECTRICA GUERRERO NEGRO"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CDE GUERRERO NEGRO"			"27°58'19"""	"114°1'56"""	"DIVISION DEL NORTE"	"SN"		"MARCELO RUBIO RUIZ"	"GUERRERO NEGRO"	"BAJA CALIFORNIA SUR"	"Mulege"	"23940"
"CFEAD0300213"	"COMISION FEDERAL DE ELECTRICIDAD  CCI GUERRERO NEGRO II"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CCI GUERRERO NEGRO II"			"27°38'28"""	"113°24'46"""	"CARRETERA A BAHIA TORTUGAS KM 2.5"	"SN"			"VIZCAINO"	"BAJA CALIFORNIA SUR"	"Mulege"	"23935"
"CFEAD0300311"	"COMISION FEDERAL DE ELECTRICIDAD CT PUNTA PRIETA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CENTRAL TERMOELECTRICA PUNTA PRIETA"			"24°15'2"""	"110°18'1"""	"CARR. A la paz-PICHILINGUE KM 9.5"	"km 9.5"			"LA PAZ"	"BAJA CALIFORNIA SUR"	"La Paz"	"23000"
"CFEAD0300381"	"COMISION FEDERAL DE ELECTRICIDAD.  C.C.I. BAJA CALIFORNIA SUR I"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"COMISION FEDERAL DE ELECTRICIDAD"			"24°12'6"""	"110°15'29"""	"KM 7 LIBRAMIENTO NORTE SANTIAGO OCEGUERA"	"NA"		"NA"	"LA PAZ"	"BAJA CALIFORNIA SUR"	"La Paz"	"23000"
"CFEAD0300811"	"COMISION FEDERAL DE ELECTRICIDAD    CENTRAL TURBOGAS LOS CABOS"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CENTRAL TURBOGAS LOS CABOS"			"22°5'15"""	"110°1'14"""	"CARRETERA A TODOS SANTOS KM 114"	"SN"			"CABO SAN LUCAS"	"BAJA CALIFORNIA SUR"	"Los Cabos"	"23910"
"CFEAD0400211"	"COMISION FEDERAL DE ELECTRICIDAD C. T. LERMA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN  DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"LERMA CAMPECHE"			"19°48'11"""	"90°36'58"""	"KM 10 CARRETERA CAMPECHE CHAMPOTON"	"NA"		"LERMA"	"LERMA"	"CAMPECHE"	"Campeche"	"24500"
"CFEAD0500911"	"COMISION FEDERAL DE ELECTRICIDAD. C.TG. LAGUNA CHAVEZ     FCO. I. MADERO"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CARR LIBRAMIENTO FINISTERRE Y CARR KM 5 FCO I MADERO"			"24°43'20"""	"103°16'45"""	"NA"	"NA"		"NA"	"FRANCISCO I MADERO"	"COAHUILA"	"Francisco I. Madero"	"35070"
"CFEAD0501811"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TURBOGAS MONCLOVA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"26°52'30"""	"101°25'40"""	"CARRETERA 57"	"KM 1041"		"OBRERA SUR"	"MONCLOVA"	"COAHUILA"	"Monclova"	"25790"
"CFEAD0502011"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TURBOGAS ESPERANZAS"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CARRETERA"	0	0	"27°42'25"""	"101°19'45"""	"CARRETERA EL SAUZ PALAU KM 26.5"	"KM 26.5"			"LAS ESPERANZAS"	"COAHUILA"	"Muzquiz"	"26230"
"CFEAD0502211"	"CENTRAL TERMOELECTRICA JOSE LOPEZ PORTILLO"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGIA ELECTRICA"	"NA"			"28°28'0"""	"100°41'0"""	"CARRETERA FED. 57 KM 27.5 TRAMO P.N.-MON"	"N.A."	"N.A."	"N.A."	"NAVA"	"COAHUILA"	"Nava"	"26530"
"CFEAD0502221"	"CFE C.T. CARBON II"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"AREA DESPOBLADA"			"28°27'42"""	"100°42'10"""	"CARR. 57 KM 31.5 TRAMO P. NEG. MONCLOVA"	"N.A."	"N.A."	"N.A."	"NAVA"	"COAHUILA"	"Nava"	"26170"
"CFEAD0600711"	"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"MANZANILLO"			"19°1'36"""	"104°19'14"""	"DOMICILIO CONOCIDO"	"SN"		"EJIDO DE CAMPOS"		"COLIMA"	"Manzanillo"	"28809"
"CFEAD0802111"	"COMISION FEDERAL DE ELECTRICIDAD C.T. GRAL.FRANCISCO VILLA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	"CARR PANAMERICANA DELICIAS CAMARGO KM 1575"			"28°10'2"""	"105°26'33"""	"NA"	"NA"		"NA"	"DELICIAS"	"CHIHUAHUA"	"Delicias"	"33000"
"CFEAD0803711"	"COMISION FEDERAL DE ELECTRICIDAD C.T. SAMALAYUCA I"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CARR PANAMERICANA SUECO  CD JUAREZ KM 166"			"31°19'45"""	"106°20'11"""	"NA"	"NA"		"NA"	"SAMALAYUCA"	"CHIHUAHUA"	"Juarez"	"32730"
"CFEAD0803731"	"COMISION FEDERAL DE ELECTRICIDAD C..CICLO COMBINADO SAMALAYUCA II"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"KM 166 CARR PANAMERICANA TRAMO SUECO CD JUAREZ"			"31°19'58"""	"106°29'0"""	"no aplica"	"NA"		"NA"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32730"
"CFEAD1000713"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL CICLO COMBINADO GOMEZ PALACIO"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				25.59342	-103.47525	"CARR. A FCO. I. MADERO KM 3"	"km. 3"		"NA"	"GOMEZ PALACIO"	"DURANGO"	"Gomez Palacio"	"35000"
"CFEAD1000714"	"COMISION FEDERAL DE ELECTRICIDAD C.TG. LAGUNA CHAVEZ"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"PARQUE INDUSTRIAL LAGUNERO"			25.55158	-103.47283	"VALLE DEL GUADIANA No. 101"	"101"		"NA"	"GOMEZ PALACIO"	"DURANGO"	"Durango"	"35000"
"CFEAD1001211"	"COMISION FEDERAL DE ELECTRICIDAD C.T. GUADALUPE VICTORIA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				25.49329	-103.57161	"CARR.  CD. JUAREZ DGO. KM. 9.7"	"NA"		"NA"	"CD JUAREZ"	"DURANGO"	"Lerdo"	"35180"
"CFEAD1101711"	"COMISION FEDERAL DE ELECTRICIDAD"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"ENSAYOS A EQUIPOS Y MATERIALES DE COMISION FEDERAL DE ELECTRICIDAD"	"CD. INDUSTRIAL"			"21°07'54"""	"101°41'31"""	"AVE. APASEO"	"SN"		"CD. INDUSTRIAL"	"Irapuato"	"GUANAJUATO"	"Irapuato"	"36541"
"CFEAD1102711"	"CENTRAL TERMOELÉCTRICA SALAMANCA . COMISIÓN FEDERAL DE ELECTRICIDAD."	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"20°34'0"""	"101°10'17"""	"PROL. AVENIDA FAJA DE ORO"	"SIN NUMERO"		"NO APLICA"	"SALAMANCA"	"GUANAJUATO"	"Salamanca"	"36750"
"CFEAD1307611"	"CENTRAL TERMOELECTRICA CICLO COMBINADO TULA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION Y TRANSMISION DE ENERGIA ELECTRICA"	"PREDIO FEDERAL"			"20°3'0"""	"0.99°18'0"""	"CARRETERA JOROBAS TULA Km.28"	"S.N."		"EL LLANO SEGUNDA SECCION"	"TULA DE ALLENDE"	"HIDALGO"	"Tula de Allende"	"42820"
"CFEAD1307621"	"CENTRAL TERMOLECTRICA  FRANCISCO PEREZ RIOS"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CORREDOR INDUSTRIAL TULA VITO APASCO"			20.05588	-99.2774	"CARR. JOROBAS TULA KM 27.5"	"27.5"		"SEGUNDA SECC LLANO"	"SEGUNDA SECC EL LLANO"	"HIDALGO"	"Tula de Allende"	"42800"
"CFEAD1500211"	"Central termoelectrica Valle de Mexico  COMISION FEDERAL DE ELECTRICIDAD"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"19°37'0"""	"98°58'51"""	"Carretera Transmetropolitana Km 38"	"NA"		"Guadalupe Victoria"	"San Bernardino Tepexpan"	"MEXICO"	"Acolman"	"55885"
"CFEAD1610222"	"Comisión Federal de Electricidad"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"		811330	2146640	"18°47'53"""	"102°31'30"""	"Calle Sin Nombre"	"300"		"Santa Bárbara"	"Uruapan"	"MICHOACAN"	"Uruapan"	"60190"
"CFEAD1901911"	"C.F.E. CENTRAL TURBOGAS LEONA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"25°40'34.70"""	"100°24'22.68"""	"LUCIO BLANCO"	"S/N"		"LUCIO BLANCO"	"SAN PEDRO GARZA GARCIA"	"NUEVO LEON"	"San Pedro Garza Garcia"	"66218"
"CFEAD1903922"	"C.F.E. CENTRAL TURBOGAS TECNOLOGICO"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"25°36'47.67"""	"100°16'19.16"""	"AVENIDA EUGENIO GARZA SADA"	"5300"		"MEDEROS"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64950"
"CFEAD1903923"	"C.F.E. CENTRAL TURBOGAS FUNDIDORA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"25°40'57.84"""	"100°16'39.12"""	"ANTONIO I. VILLARREAL"	"110"		"AGRICOLA"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64590"
"CFEAD1903924"	"C.F.E.  CENTRAL TURBOGAS UNIVERSIDAD"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"25°41'53.02"""	"100°19'9.24"""	"PROLONGACION RAYON"	"2451  NORTE"		"BELLA VISTA"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64410"
"CFEAD1904111"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL CICLO COMBINADO HUINALA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELECTRICA"	"CARRETERA A DULCES NOMBRES KILOMETRO  12.5"			"25º43'11.59"""	"100º6'5.51"""	"N.A."	"KM 12.5"			"PESQUERIA"	"NUEVO LEON"	"Pesqueria"	"66650"
"CFEAD2104121"	"Comisión Federal de Electricidad"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"Parque Industrial FINSA"	0	0	"19°7'15"""	"98°14'30"""	"CAMINO A SAN LORENZO ALMECATLA"	"SIN NUMERO"			"AUTOPISTA MEXICO  PUEBLA"	"PUEBLA"	"Cuautlancingo"	"72700"
"CFEAD2201211"	"CENTRAL TERMOELECTRICA DE CICLO COMBINADO EL SAUZ  DE C.F.E."	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"ZONA RURAL"			"20°28'0"""	"100°6'34"""	"AUTOPISTA MEXICO QUERETARO KM 176.5"	"NA"	"NA"	"NA"	"EL SAUZ"	"QUERETARO"	"Pedro Escobedo"	"76729"
"CFEAD2300111"	"COMISION FEDERAL DE ELECTRICIDAD. CENTRAL TURBOGAS CHANKANAAB"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"ZONA INDUSTRIAL DE COZUMEL"			"20°28'27"""	"86°57'25"""	"LEONIDES GARCIA"	"NA"		"ZONA INDUSTRIAL"	"COZUMEL"	"QUINTANA ROO"	"Cozumel"	"77666"
"CFEAD2300411"	"COMISION FEDERAL DE ELECTRICIDAD. CENTRAL TURBOGAS XULHA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"18°32'39"""	"88°27'55"""	"KM 20. CARRETERA FEDERAL 307"	"NA"		"NA"	"XULHA"	"QUINTANA ROO"	"Othon P. Blanco"	"77930"
"CFEAD2300511"	"COMISION FEDERAL DE ELECTRICIDAD. CENTRAL TURBOGAS NIZUC"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"21°2'16"""	"86°51'19"""	"KM. 13.5 CARRETERA FEDERAL 307."	"SN"		"NA"	"CANCUN"	"QUINTANA ROO"	"Benito Juarez"	"77560"
"CFEAD2300521"	"COMISION FEDERAL DE ELECTRICIDAD. CENTRAL TURBOGAS CANCUN"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"18°39'20"""	"91°47'48"""	"KM. 4.5  LIBRAMIENTO KABAH"	"NA"		"NA"	"CANCUN"	"QUINTANA ROO"	"Benito Juarez"	"77500"
"CFEAD2300711"	"COMISION FEDERAL DE ELETRICIDAD.CENTRAL DIESEL HOLBOX"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"21°31'15"""	"87°22'35"""	"AV. TIBURON BALLENA"	"NA"		"NA"	"HOLBOX"	"QUINTANA ROO"	"Lazaro Cardenas"	"77310"
"CFEAD2405011"	"COMISIÓN FEDERAL DE ELCTRICIDAD. CENTRAL TERMOELÉCTRICA VILLA DE REYES"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"KILÓMETRO 19.5 CARRETERA A VILLA DE REYES"	506660	2414227	"21°50'0"""	"100°55'12"""	"N.A."	"N.A."		"N.A."	"VILLA DE REYES"	"SAN LUIS POTOSI"	"Villa de Reyes"	"79500"
"CFEAD2601711"	"COMISION FEDERAL DE ELECTRICIDAD, C.T. GAS CABORCA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELÉCTRICA"	"COLONIA INDUSTRAIL"			"30°42'15"""	"112°10'5"""	"KM. 5 CARRETERA AL DESEMBOQUE"	"NA"		"INDUSTRIAL"	"CABORCA"	"SONORA"	"Pitiquito"	"83600"
"CFEAD2601831"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TURBO GAS OBREGON"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"27°29'9"""	"109°58'25"""	"AVENIDA KINO"	"SN"		"VILLA ITSON"	"CIUDAD OBREGON"	"SONORA"	"Cajeme"	"85130"
"CFEAD2602911"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TERMOELECTRICA CARLOS RODRIGUEZ RIVERO"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGIA ELECTRICA"				"27°56'7"""	"0.11°51'46"""	"CARRETERA MEXICO NOGALES KM. 1975"	"S N"		"LAS BATUECAS"	"GUAYMAS"	"SONORA"	"Guaymas"	"85430"
"CFEAD2603021"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL CICLO COMBINADO HERMOSILLO"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	"parque industrial"			"29°7'58"""	"0.11°53'42"""	"CARRETERA A SAHUARIPA KM. 10"	"SN"				"SONORA"	"Hermosillo"	"83000"
"CFEAD2604711"	"COMISION FEDERAL DE ELECTRICIDAD.   C.T. PUERTO LIBERTAD"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGIA ELÉCTRICA"				"29°54'0"""	"112°42'0"""	"CALLE 36 NTE. FINAL"	"SN"		"PUERTO LIBERTAD"	"PUERTO DE LA LIBERTAD"	"SONORA"	"Pitiquito"	"83970"
"CFEAD2606911"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL DIESEL YECORA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELÉCTRICA"				"28°22'0"""	"108°55'00"""	"AVENIDA ALVARO OBREGON FINAL PONIENTE SN"	"SN"	"MNZ478"	"NA"	"YECORA"	"SONORA"	"Yecora"	"85130"
"CFEAD2800311"	"CFE CENTRAL TERMOELECTRICA ALTAMIRA"	221110	"Generación, transmisión y distribución de energía eléctrica."	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	"DOMICILIO CONOCIDO"			"22°26'10"""	"0.98°0'34"""	"NO APLICA"	"NA"	"NA"	"NA"	"ALTAMIRA"	"TAMAULIPAS"	"Altamira"	"89600"
