"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"DPM520803711"	"DYNAMIC PLASTICS MEXICANA S.A DE C.V"	"Articulos y productos compuestos de diferentes materiales "	"Articulos y productos compuestos de diferentes materiales"	"FABRICACION Y ACABADOS DE GABINETES DE TELEVISION"	0	0	31.62284	-106.4513	"CHIHUAHUA"	"Juarez"	"LOUIS BLERIOT"	9751				"PARQUE INDUSTRIAL PANAMERICANO"	"CIUDAD JUAREZ"	"PARQUE INDUSTRIAL PANAMERICANO"	32695
"DPM5P1505111"	"DuPont México S.A de C.V."	"Quimica"	"Produccion de plaguicidas y otros quimicos agricolas"	"Fabricante y Formulador de Plaguicidas"	44150	32450	"19°17'15"""	"0.99°31'55"""	"MEXICO"	"Lerma"	"Km. 52.5 Carretera México Toluca"	"SN"					"Lerma"	"Parque Industrial Lerma"	52000
"DPM5U1506211"	"DuPont México S.A. de C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"Fabricación de productos Químicos Barníz electroaislante Resinas de Impregmación Aditivos"	0	0	"19°16'0"""	"99°28'0"""	"MEXICO"	"Ocoyoacac"	"Km. 45.5 Carretera México Toluca"	"SN"	"SN"	"NA"	"NA"	"Benito Juárez"	"Ocoyoacac"		52740
"DQM6M2903111"	"Dow Química Mexicana S.A. de C.V."	"Quimica"	"Fabricacion de productos de espumas uretanicas"	"FABRICACIÓN DE PRODUCTOS DE ESPUMAS URETÁNICAS (SÓLO SI SE FABRICAN LAS SUBSTANCIAS BÁSICA"	598113	2154908	"19°24'24"""	"98°03'36"""	"TLAXCALA"	"Tetla de la Solidaridad"	"Blvd. Emilio Sánchez Piedras"	302				"Xicohtencatl"	"Cd industrial Xicohtencatl"		90431
"DQT5Q0901111"	"DISTRIBUIDORA QUIMICA TEXTIL S.A DE C.V"	"Quimica"	"Produccion de resinas sinteticas"	"FABRICACION -COMPRA VENTA DE PRODUCTOS QUIMICOS PARA LA INDUSTRIA TEXTIL Y EN GENERAL ."	0	0	"19°83'23"""	"99°3'55"""	"DISTRITO FEDERAL"	"Tlahuac"	"ADALBERTO TEJEDA"	29		"COCODRILO"	"ESCORPENA"	"LOS OLIVOS"	"MEXICO"		13210
"DQU5W1512111"	"DURAND QUIMICA S.A DE C.V."	"Quimica"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"	0	0	19.65876	-99.1945	"MEXICO"	"Cuautitlan"	"MICHAEL FARADAY"	8		"AV. GUILLERMO GONZALEZ"	"ANDRE MARIE AMPERE"	"CUAMATLA"	"NA"	"PARQUE INDUSTRIAL CUAMATLA"	54730
"DSE9L0502711"	"DELPHI SISTEMAS DE ENERGIA S.A. DE C.V."	"Automotriz "	"Produccion de partes para el sistema de frenos automotriz"	"PRODUCCIÓN DE PARTES PARA EL SISTEMA DE FRENOS AUTOMOTRIZ"	0	0	"25°29'47"""	"100°58'59"""	"COAHUILA"	"Ramos Arizpe"	"CARR. SALTILLO PIEDRAS NEGRAS KM. 8.54"	"KM 8.54"		"NA"	"NA"	"NA"	"RAMOS ARIZPE"	"PARQUE INDUSTRIAL"	25900
"DSE9M0503511"	"Delphi Sistemas de Energía S.A. de C.V. Planta 59"	"Automotriz "	"Produccion de otras auto partes"	"Ensamble de piezas automotrices"	2825631.348	664302.505	25.53965	-103.36537	"COAHUILA"	"Torreon"	"Calle Alamedas"	750		"Av. Juarez"	"Av. Allende"	"Fraccionamiento Las Arboledas"	"Torreón"		27077
"DSE9M0801911"	"Delphi Sistemas de Energía S.A. de C.V. Planta 57"	"Automotriz "	"Produccion de otras auto partes"	"Ensamble de sistemas y dispositivos de control automotriz."	3167828.301	395738.934	28.67224	-106.0872	"CHIHUAHUA"	"Chihuahua"	"Ave. de las Industrias"	4907	"NA"	"Pino"	"Sicomoro"	"Parque Industrial Nombre de Dios"	"Chihuahua"	"Parque Industrial Nombre de Dios"	31110
"DSI9U0803711"	"DAVOL SURGICAL INNOVATIONS S.A. DE C.V."	"Articulos y productos compuestos de diferentes materiales "	"Produccion de equipos y/o articulos, medicos y/o quirurgicos"	"ENSAMBLE Y EMPAQUETADO DE PRODUCTOS MEDICOS QUIRURGICOS"	3500989	364470	31.63546	-106.44587	"CHIHUAHUA"	"Juarez"	"AVE. GENERAL ROBERTO FIERRO"	6408		"BLVD. OSCAR FLORES"	"CARRETERA PANAMERICANA"	"P. IND. AEROPUERTO"	"JUAREZ"	"PARQUE INDUSTRIAL AEROPUERTO"	32369
"DSM5G2803211"	"DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V."	"Otros"	"Reparacion y mantenimiento de maquinaria y equipo pesado"	"SERVICIOS A LA INDUSTRIA PETROLERA"	0	0	"26°1'50"""	"98°25'9"""	"TAMAULIPAS"	"Reynosa"	"AUTOPISTA REYNOSA MONTERREY KM. 199"	"SN"		"NA"	"NA"	"NA"	"REYNOSA"	"BASE OPERATIVA REYNOSA"	88500
"DSMC42700411"	"Dowell Schlumberger de Mexico S.A. de C.V."	"Otros"	"Reparacion y mantenimiento de maquinaria y equipo pesado"	"Servicios a la Industria Petrolera"	0	0	"17°59'0"""	"92°18'0"""	"TABASCO"	"Centro"	"Carretera Villahermosa Cardenas Km. 7"	"NA"				"Rancheria Lazaro Cardenas"			86260
"DSMKE0400311"	"Dowell Schlumberger de Mexico SA de CV"	"Otros"	"Perforacion de pozos"	"PRESTACION DE SERVICIOS A LA INDUSTRIA PETROLERA"	377045.441	2062634.507	18.65304	-91.84454	"CAMPECHE"	"Carmen"	"AV. 2 ORIENTE MANZANA F LOTE 3B P.I.P."	3	"F"	"AV PRINCIPAL 1 SUR"		"LAGUNA AZUL"		"PUERTO INDUSTRIAL PESQUERO"	24121
"DSMR53019311"	"DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V."	"Otros"	"Reparacion y mantenimiento de maquinaria y equipo pesado"	"SERVICIOS A LA INDUSTRIA PETROLERA"	92132	21500	"22°28'15"""	"98°39'49"""	"VERACRUZ"	"Veracruz"	"CARRET FED. VERACRUZ XALAPA KM. 4.5"	"SN"	"SN"	"ORIENTE"	"CAMINO VECINAL A DOS LOMAS"	"TEJERIA"	"TEJERIA"	"BRUNO PAGLIAI"	91697
"DSRLV0900711"	"DEFORX S.A. DE C.V."	"Tratamiento de residuos peligrosos "	"Tratamiento quimico de residuos peligrosos"	"RECUPERACION DE DESECHOS DE FOTOGRAFIA Y RADIOGRAFIA"	0	0	19.3344	-99.07617	"DISTRITO FEDERAL"	"Iztapalapa"	"NAUTLA"	64	"F"	"CIRUELO"	"SAN LORENZO"	"SAN JUAN XALPA"	"IZTAPALAPA"		9850
"DUP5S1901911"	"DUPEK S. DE R.L. DE C.V."	"Quimica"	"Produccion de fibras y filamentos sinteticos y artificiales"	"Fabricación de toda clase de fibras sinteticas artificiales celulositas o de cualquier otr"	0	0	"25º40'25.53"""	"100º24'45.14"""	"NUEVO LEON"	"San Pedro Garza Garcia"	"Boulevard Díaz Ordaz Km 333"	"Km 333"				"La Leona"		"AKRA NYLMEX"	66210
"DVC9G1510111"	"DAIMLERCHRYSLER VEHICULOS COMERCIALES MEXICO, S.A. DE C.V."	"Automotriz "	"Produccion de automoviles, camiones, tractocamiones y similares"	"PRODUCCIÓN DE AUTOMÓVILES Y CAMIONES (INCLUYE TRACTOCAMIONES Y SIMILARES)."	0	0	"19°11'0"""	"99°28'0"""	"MEXICO"	"Tianguistenco"	"Km. 23.7 carretera la Marquesa a Tenango"	0				"Santiago Tianguistenco"	"Santiago Tianguistenco"	"Santiago Tianguistenco"	52600
"DVPKE1304811"	"DISTRIBUIDORA VOLKSWAGEN DE PACHUCA S.A."	"Otros"	"Reparacion y mantenimiento automotriz"	"COMPRA - VENTA DE AUTOMOVILES NUEVOS Y USADOS SERVICIO Y REFACCIONES"	0	0	"20°6'24"""	"0.98°45'14"""	"HIDALGO"	"Pachuca de Soto"	"BLVD. FELIPE ANGELES"	1523				"CUESCO"	"PACHUCA"		42080
"EAALS2800311"	"ELECTRICIDAD ÁGUILA DE ALTAMIRA S. DE R.L. DE C.V."	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELÉCTRICA."	2487450	612900	"22°29'28"""	"97°54'27"""	"TAMAULIPAS"	"Altamira"	"BOULEVARD DE LOS RIOS"	"KM. 10.17"				"TERRENOS DE LA ADMINISTRACION PORTUARIA"	"LOMAS DEL REAL"	"PUERTO INDUSTRIAL DE ALTAMIRA"	89600
"EAAMV1900611"	"EQUIPO AUTOMOTRIZ AMERICANA S.A DE C.V."	"Automotriz "	"Confeccion de asientos y accesorios de tela de uso automotriz"	"ENSAMBLE DE CINTURONES DE SEGURIDAD AUTOMOTRIZ"	0	0	"25°48'21.04"""	"100°12'37.28"""	"NUEVO LEON"	"Apodaca"	"NO APLICA"	"KM 3.5"		"NO APLICA"	"NO APLICA"	"NO APLICA"	"APODACA"	"CARRETERA STA ROSA KM 35"	66600
"EAAQF1900611"	"EQUIPO AUTOMOTRIZ AMERICANA S.A. DE C.V."	"Automotriz "	"Produccion de auto partes troqueladas y estampadas"	"ENSAMBLE DE CINTURONES DE SEGURIDAD PARA AUTOMOVILES"	2256.62	2348.22	"25°45'37.50"""	"100°18'30.74"""	"NUEVO LEON"	"Apodaca"	"AVE. TLC"	130		"INDUSTRIA AUTOMOTRIZ"	"BALDÍO"	"PARQUE IND. STIVA AEROPUERTO"	"APODACA"	"PARQUE INDUSTRIAL STIVA AEROPUERTO"	66600
"EAC362201411"	"EMBOTELLADORA AGA DEL CENTRO S.A. DE C.V."	"Bebidas y tabaco"	"Produccion de refrescos"	"FABRICACIÓN DE BEBIDAS GASEOSAS"	0	0	"20°36'33"""	"100°24'12"""	"QUERETARO"	"Queretaro"	"CAMINO VIEJO A SAN PABLO"	308				"SAN PABLO"	"QUERÉTARO"	"ZONA INDUSTRIAL LA MONTAÑA"	76150
"EAC8E0500211"	"EQUIPOS DE ACUÑA S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"FABRICACION ENSAMBLE Y REPARACION DE EQUIPO INDUSTRIAL"	0	0	"29°20'26"""	"101°1'56"""	"COAHUILA"	"Acuna"	"CARRETERA PRESA LA AMISTAD"	"KM. 8.5"				"PARQUE INDUSTRIAL MODELO"	"CIUDAD ACUÑA"	"PARQUE INDUSTRIAL MODELO"	26220
"EAG360100111"	"Embotelladora Aguascalientes S.A. de C.V."	"Bebidas y tabaco"	"Produccion de refrescos"	"Elaboración y venta de refrescos y otras bebidas no alcoholicas"	0	0	21.81557	-102.28556	"AGUASCALIENTES"	"Aguascalientes"	"Camino a San Bartolo"	100		"Carretera Panamericana"	"Ejido Cotorina"	"Coyotes Sur"	"Aguascalientes"		20394
"EAG360100112"	"Embotelladora Aguascalientes S.A. de C.V Planta CEDIS Las Trojes"	"Bebidas y tabaco"	"Produccion de refrescos"	"ELABORACION Y VENTA DE BEBIDAS CARBONATADAS NO ALCOHOLICAS"	0	0	21.93775	-102.29321	"AGUASCALIENTES"	"Aguascalientes"	"AVE. NIÑOS HEROES"	200		"BOULEVARD A ZACATECAS"	"AVE. INDEPENDENCIA"	"TROJES DE ALONSO"	"AGUASCALIENTES"	"SALIDA A ZACATECAS"	20110
"EAL7I2402811"	"ESTIRADORA DE ALAMBRES S.A."	"Metalurgica (incluye la siderurgica) "	"Laminacion secundaria de hierro y acero"	"ESTIRAJE EN FRIO DE ALAMBRE PARA LA FABRICACION DE ALAMBRE PULIDO Y ALAMBRE RECOCIDO"	0	0	"22°7'24"""	"0.1°55'7"""	"SAN LUIS POTOSI"	"San Luis Potosi"	"CARRETERA CENTRAL KM. 419.5"	"SN"		"ESQUINA PERIFERICO ORIENTE"		"ZONA INDUSTRIAL"	"SAN LUIS POTOSI"	"ZONA INDUSTRIAL"	78395
"EALKE1412011"	"EURO ALEMANA S.A. DE C.V."	"Otros"	"Reparacion y mantenimiento automotriz"	"VENTA DE AUTOS NUEVOS REFACCIONES Y SERVICIO AUTOMOTRIZ"	0	0	20.68012	-103.42627	"JALISCO"	"Zapopan"	"AVENIDA VALLARTA"	5300		"CARLS DICKENS"	"TORCUATO TASSO"	"JARDINES VALLARTA"	"ZAPOPAN"		45027
"EAM360100111"	"ENVASADORAS DE AGUAS EN MEXICO S. DE R.L. DE C.V."	"Bebidas y tabaco"	"Envasado de aguas purificadas o de manantial"	"ENVASADO DE AGUA NATURAL PURIFICADA."	0	0	"21°56'15"""	"0.1°17'24"""	"AGUASCALIENTES"	"Aguascalientes"	"BOULEVARD A ZACATECAS"	"KM4.5"		"NIÑOS HEROES"	"3 ANILLO"	"TROJES DE ALONSO"	"AGUASCALIENTES"	"CORREDOR INDUSTRIAL Y O DE SERVICIOS"	20320
"EAPAD2300111"	"ENERGÍA Y AGUA PURA DE COZUMEL S. DE R.L. DE C.V."	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	10185595.97	8300936.65	"20°28'21"""	"86°57'31"""	"QUINTANA ROO"	"Cozumel"	"AVENIDA CLAUDIO CANTO ANDUCE"	"SIN NUM"		"AVENIDA LEONIDES GARCÍA"	"CALLE EN PROYECTO"	"ZONA INDUSTRIAL"	"COZUMEL"		77600
"EAUEE1304811"	"ELAN AUTOMOTRIZ S.A. DE C.V."	"Otros"	"Centros distribuidores de autotransportes"	"COMPRA VENTA DE AUTOS NUEVOS Y USADOS SERVICIO Y REFACCIONES"	0	0	"20°4'50"""	"0.98°44'29"""	"HIDALGO"	"Pachuca de Soto"	"Distribuidor Vial La Paz"	113				"Adolfo López Mateos"	"Pachuca"		42094
"EAVAD1103311"	"ENERGIA AZTECA VIII S. DE R.L. DE C.V."	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	0	0	"21°14'47"""	"100°36'32"""	"GUANAJUATO"	"San Luis de la Paz"	"CARR. FEDERAL No 57 KM 82.7 TRAMO QRO SL"	"NA"	"NA"	"NA"	"NA"	"NA"	"SAN LUIS DE LA PAZ"	"PREDIO LOS CERRITOS LAS DELICIAS"	37900
"EAXLS0200211"	"Energia Azteca X S. de R. L. de C. V."	"Otros"	"Plantas de tratamiento de aguas residuales"	"Tratamiento de aguas residuales"	0	0	"32°36'20"""	"115°37'35"""	"BAJA CALIFORNIA"	"Mexicali"	"Km 2 Carretera Fed No 2 Mexicali Tijuana"	"Lote 31"				"Zaragoza"	"Progreso"		21610
"EAXLS0200212"	"Energía Azteca X S. de R. L. de C. V."	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"Generación Transmisión y Suministro de Energía Eléctrica"	0	0	32.59648	-115.63009	"BAJA CALIFORNIA"	"Mexicali"	"Km 12 Carretera Fed. 2 Mexicali Tijuana"	"Lote 45"				"Progreso"	"Mexicali"		21610
"EBCAD0200211"	"Energia de Baja California S. de R. L. de C. V"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	0	0	32.59587	-115.63031	"BAJA CALIFORNIA"	"Mexicali"	"Km 12 Carretera Fed.2 Mexicali Tijuana"	"Lote 46"				"Progreso"			21610
"ECA362300511"	"EMBOTELLADORA DEL CARIBE S.A. DE C.V."	"Bebidas y tabaco"	"Produccion de refrescos"	"FABRICACION EMBOTELLADO DISTRIBUCION COMPRA Y VENTA DE BEBIDAS GASEOSAS O SIN GAS"	0	0	"21°10'0"""	"86°50'0"""	"QUINTANA ROO"	"Benito Juarez"	"KM. 305 306 CARR VALLADOLID PTO JUAREZ"	"S.N."					"CANCUN"		77500
"ECAMB1505711"	"ELI CAMI Y CIA. S. A."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	0	0	19.48884	-99.24718	"MEXICO"	"Naucalpan de Juarez"	"AV SAN MATEO NOPALA"	28		"RIO CHICO DE LOS REMEDIOS"	"LAURELES"	"JARDINES DE SAN MATEO"	"SAN MATEO NOPALA"		53240
"ECC421701111"	"ECCACIV S.A. DE C.V."	"Otros"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"TRATAMIENTO DE AGUAS RESIDUALES INDUSTRIALES Y MUNICIPALES"	0	0	"18°52'0"""	"99°10'25"""	"MORELOS"	"Jiutepec"	"CARRETERA JIUTEPEC ZAPATA KM. 3.5"	"NA"		"CALERA CHICA"	"CAMPO DE FUTBOL DE LA CALERA CHICA"	"MIGUEL HIDALGO"	"JIUTEPEC"		62550
"ECC5U1904611"	"ESMALTES Y COLORANTES COVER S.A. DE C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO"	105	100	"25º43'25.39"""	"100º16'46.11"""	"NUEVO LEON"	"San Nicolas de los Garza"	"VIA MONTERREY MATAMOROS"	601				"LOS MORALES"	"SAN NICOLAS"		66480
"ECL8Z2903111"	"Empresas Ca Le de Tlaxcala. S.A. de C.V."	"Metalurgica (incluye la siderurgica) "	"Produccion de acumuladores y pilas electricas"	"Fabricacion y Venta de Acumuladores Automotrices"	2410321	2443813	"19°29'40"""	"98°30'59"""	"TLAXCALA"	"Tetla de la Solidaridad"	"Manzana 2 Seccion C"	"manzana"	2			"Xicohtencatl"		"Cuidad Industrial Xicohtencatl 1"	90434
"ECM910803711"	"Electro Componentes de México S.A. de C.V. Planta 1"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricación de arneses electrónicos para línea blanca"	0	0	31.69737	-106.45002	"CHIHUAHUA"	"Juarez"	"Chimeneas"	5035				"Parque Industrial Juárez"	"Cd Juárez"	"Parque Industrial Juárez"	32630
"ECM9M0803711"	"ELECTRO COMPONENTES DE MEXICO S.A. DE C.V. PLANTA 2"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION DE ARNESES ELECTRONICOS PARA LINEA BLANCA"	0	0	31.6975	-106.44968	"CHIHUAHUA"	"Juarez"	"CHIMENEAS"	3811				"PARQUE INDUSTRIAL JUAREZ"	"CD JUAREZ"	"PARQUE INDUSTRIAL JUAREZ"	32630
"ECM9M0803712"	"ELECTRO COMPONENTES DE MEXICO S.A. DE C.V. PLANTA 3"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ELABORACION DE ARNESES AUTOMOTRICES"	0	0	31.69171	-106.4545	"CHIHUAHUA"	"Juarez"	"MAGNETO"	915					"CD JUAREZ"	"GEMA"	32648
"ECO460503211"	"ENSAMBLES DE COAHUILA S.A. DE C.V."	"Textiles, fibras e hilos "	"Confeccion de prendas de vestir"	"CONFECCION DE ROPA EXTERIOR PARA CABALLERO HECHA EN SERIE."	0	0	27.93891	-101.21253	"COAHUILA"	"San Juan de Sabinas"	"ORIZABA"	2346		"5 DE FEBRERO"	"SIN NOMBRE"	"INDEPENDENCIA"	"NUEVA ROSITA"		26830
"ECO9J2201411"	"ENGRANES CONICOS S.A. DE C.V."	"Automotriz "	"Produccion de partes para el sistema de transmision automotriz"	"PRODUCCIÓN DE PARTES PARA EL SISTEMA DE TRANSMISIÓN AUTOMOTRIZ (SI INCLUYE PROCESOS TÉRMIC"	0	0	20.62748	-100.43414	"QUERETARO"	"Queretaro"	"ACCESO III"	7		"PROL. BLV. BERNARDO QUINTANA"	"ACCESO IV"	"FRACC. IND. BENITO JUAREZ"	"QUERETARO"	"FRACC. IND. BENITO JUAREZ"	76120
"ECOB80900211"	"ECOLOMOVIL S.A. DE C.V."	"Otros"	"Recoleccion y transporte de residuos no peligrosos"	"RECOLECCION DE RESIDUOS SOLIDOS NO PELIGROSOS POR MEDIO DE CONTENEDORES"	0	0	"19°27'23"""	"99°13'19"""	"DISTRITO FEDERAL"	"Azcapotzalco"	"AV. HIDALGO"	122	0	"ROSARIO"	"AV. DE LAS GRANJAS"	"SANTA CATARINA"			2250
"ECOLY3008511"	"ECOLTEC S.A DE C.V."	"Tratamiento de residuos peligrosos "	"Tratamiento de residuos peligrosos para uso como combustibles alternos"	"Coprocesamiento de residuos industriales"	64040.85	5989.69	"18°51'39"""	"0.97°2'37"""	"VERACRUZ"	"Ixtaczoquitlan"	"Boulevard Fernando Gutiérrez Barrios"	84					"Ixtaczoquitlan"	"Parque Industrial Ixtaczoquitlan"	94450
"ECT571903912"	"EMPAQUES DE CARTON TITAN S.A. DE C.V."	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"FABRICACION Y COMERCIALIZACION DE EMPAQUES DE CARTON"	368500	2842500	25.69291	-100.31479	"NUEVO LEON"	"Monterrey"	"ENTRE MALTA Y FAMOSA"	307		"ALFONSO REYES"	"JUAN MENDEZ"	"15 DE MAYO"	"MONTERREY"	"MIGUEL BARRAGAN PONIENTE"	64450
"ECTLK1403911"	"EMERSON CLIMATE TECHNOLOGIES MEXICO S.A DE .V"	"Metalurgica (incluye la siderurgica) "	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"FABRICACIÓN Y ENSAMBLE DE MAQUINARIA Y EQUIPO PARA DIVERSOS USOS INDUSTRIALES, CUANDO INCL"	0	0	20.6184	-103.34308	"JALISCO"	"Guadalajara"	"CALZADA GOBERNADOR CURIEL"	3573		"ARTES PLASTICAS"	"ACADEMIA"	"EL MANANTIAL"	"GUADALAJARA"		44970
"ECTLK1403912"	"EMERSON CLIMATE TECHNOLOGIES MEXICO S.A DE C.V."	"Articulos y productos metalicos "	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACION DE COMPONENTES PARA REFRIGERACION Y AIRE ACONDICIONADO"	0	0	20.65249	-103.35211	"JALISCO"	"Guadalajara"	"GANSO"	"85 Y 157"		"GOBERNADOR CURIEL"	"HEROES FERROCARRILEROS"	"LA AURORA"	"GUADALAJARA"		44460
"ECU362500612"	"CIA. EMBOTELLADORA DE CULIACAN S.A. DE C.V."	"Bebidas y tabaco"	"Produccion de refrescos"	"ELABORACION Y COMERCIALIZACION DE BEBIDAS GASEOSAS EMBOTELLADAS"	0	0	"24°46'33"""	"107°27'22"""	"SINALOA"	"Culiacan"	"CALZADA AEROPUERTO"	5501		"CALLEJON LAS FLORES"	"ARMANDO QUINTERO"	"BACHIGUALATO"	"CULIACAN"		80140
"ECU580901711"	"EMPAQUES DE CARTON UNITED S.A. DE C.V."	"Celulosa y papel"	"Fabricacion de articulos y productos de papel y/o carton"	"CAJA CORRUGADA Y CAJA DE FIBRA SOLIDA"	0	0	19.45212	-99.12033	"DISTRITO FEDERAL"	"Venustiano Carranza"	"ETZATLAN"	"25A"		"ALUMINIO"	"EJE 2 NORTE CANAL DEL NORTE"	"POPULAR RASTRO"		"POPULAR RASTRO"	15220
"ECVMQ2804111"	"Embotelladora Ciudad Victoria S.A. de C.V."	"Bebidas y tabaco"	"Envasado de aguas purificadas o de manantial"	"PRODUCCIÓN Y VENTA DE BEBIDAS CARBONATADAS"	487686.412	2626801.887	23.75097	-99.12111	"TAMAULIPAS"	"Victoria"	"AVENIDA NUEVO SANTANDER"	1200		"ESQUINA CON BOULEVARD LA PAZ"		"ND"	"CIUDAD VICTORIA"		87089
"EDIKN0803711"	"EXPORTACIONES DIAZ S.A. PLANTA I"	"Celulosa y papel"	"Produccion de papeles recubiertos y sus productos"	"MANUFACTURA DE CARRETES DE CARTON EMBOBINADOS CON LISTON DE ALGODON NAYLON Y POLIESTER"	3509176	362524	31.62241	-106.36095	"CHIHUAHUA"	"Juarez"	"FCO. GONZALES BOCANEGRA"	1650		"PINO SECO"	"ARCADIAS"	"PRADERAS DE HENEQUEN"		"MIXTO POBLADO E INDUSTRIAL"	32599
"EDIMV0803711"	"EXPORTACIONES DIAZ S.A. PLANTA II"	"Automotriz "	"Confeccion de asientos y accesorios de tela de uso automotriz"	"SUBENSAMBLE AUTOMOTRIZ PARA INTERIORES"	3509176	362524	31.73596	-106.46913	"CHIHUAHUA"	"Juarez"	"JOSE BORUNDA"	1835		"HONDURAS"	"COLOMBIA"	"PARTIDO ROMERO"			32030
"EDM910803711"	"Electronica Dale de Mexico S.A de C.V. Planta Bravos"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufacturas de Componentes Electronicos"	0	0	31.62472	-106.39185	"CHIHUAHUA"	"Juarez"	"Avenida de las Torres"	1950		"Ramon Rayon"		"Torres del Sur"	"Ciuda Juarez"		32500
"EDM950803711"	"Electronica Dale de Mexico S.A de C.V. Planta BI"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufacturas de Componentes Electronicos"	0	0	31.70989	-106.39952	"CHIHUAHUA"	"Juarez"	"Av. de las industrias"	8750	"NA"	"Ohm"	"Faraday"	"NA"	"Cd Juarez"	"Parque Industrial Bermudez"	32500
"EDM950803712"	"Electronica Dale de Mexico S.A de C.V. Planta BII"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura de Componentes Electronicas"	0	0	31.71168	-106.39994	"CHIHUAHUA"	"Juarez"	"Joule"	1920		"Av. de la Industrias"	"NA"	"NA"	"Ciudad Juarez"	"Parque A J Bermudez"	32470
"EDMAW0803711"	"EDM S. de R.L. de C.V. Planta Centro"	"Otros"	"Ensobretado de documentos y publicidad comercial."	"Procesamiento de Datos"	0	0	31.73985	-106.48183	"CHIHUAHUA"	"Juarez"	"Av. Lerdo"	251	"Norte"	"Av. 16 de Septiembre"	"Abraham González"	"Centro"	"Ciudad Juárez"		3200
"EDMAW0803712"	"EDM S. de R.L. de C.V. Planta Salvarcar"	"Otros"	"Ensobretado de documentos y publicidad comercial."	"Procesamiento de Datos"	0	0	31.62017	-106.35826	"CHIHUAHUA"	"Juarez"	"Boulevard Independencia"	1691		"Boulevard Independencia"	"Santiago Blancas"		"Ciudad Juárez"	"Parque Industrial Salvarcar"	32572
"EDU1M1000511"	"EMPACADORA DURANGOS. DE R.L. DE C.V."	"Alimenticio y/o de consumo humano "	"Matanza de ganado y aves"	"RASTRO"	0	0	"24°1'26"""	"104°34'12"""	"DURANGO"	"Durango"	"POBLADO 15 DE OCTUBRE"	"SN"		"CRISTOBAL COLON"	"DOLORES HIDALGO"	"RANCHO LA SANMARTINA"	"DURANGO"	"CARRETERA PANAMERICANA KM 945"	34217
