"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"CIN1904100069"	"CARBOGRAF INDUSTRIAL S.A. DE C.V.,"	327999	"Fabricación de otros productos a base de minerales no metálicos"	"Metalurgica (incluye la siderurgica)"	"68"	"Produccion de coque y otros derivados del carbon mineral"	"Manufactura de carbones y grafitos"	"PESQUERIA"	393224.0536	2854685.7978	"25°48'23"""	"100°3'54"""	"Carretera MIGUEL ALEMAN  KM 29.8"	"2526 "	" "		"PESQUERIA"	"Nuevo León"	"Pesquería"	"66650"
"CIN551503311"	"CRISOBA INDUSTRIAL S.A. DE C.V.,CRISOBA INDUSTRIAL S. A. DE C.V."	322121	"Fabricación de papel en plantas integradas"	"Celulosa y papel"	"56"	"Produccion de papel"	"FABRICACIÓN DE PAPEL"		496615.8732	2165052.3929	"19°34'49"""	"99°1'56"""	"Calle AV. DE LAS TORRES"	"87 "	" "	"Colonia JAJALPA"	"ECATEPEC DE MORELOS"	"México"	"Ecatepec de Morelos"	"55090"
"CIN561904611"	"COPAMEX INDUSTRIAS SA DE CV,"	322122	"Fabricación de papel a partir de pulpa"	"Celulosa y papel"	"56"	"Produccion de papel"	"PRODUCCIÓN Y COMERCIALIZACIÓN DE PAPEL"		370644.8204	2846429.9842	"25°43'48"""	"100°17'22"""	"Calle AVENIDA DE LA JUVENTUD"	"280 "	"S/N "	"Colonia CUAUHTÉMOC"	"SAN NICOLAS DE LOS GARZA"	"Nuevo León"	"San Nicolás de los Garza"	"66450"
"CIN6T0503011"	"CINSA, SA DE CV,PLANTA SANTA ANITA"	327999	"Fabricación de otros productos a base de minerales no metálicos"	"Cemento y Cal"	"6T"	"Fabricacion de articulos y productos de ceramica, arcilla o similares"	"FABRICACIÓN Y COMERCIALIZACIÓN DE LOZA CERÁMICA. "	"ZONA INDUSTRIAL"	300264.3223	2818682.8638	"25°28'18"""	"100°59'12"""	"Periférico ISIDRO LÓPEZ ZERTUCHE"	"4876 "	" "		"SALTILLO"	"Coahuila de Zaragoza"	"Saltillo"	"25230"
"CIN8A2604311"	"CROMADORA INTERNACIONAL, S.A. DE C.V.,CROMADORA INTERNACIONAL S.A. DE C.V."	332810	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"Galvanoplastia "		505609.753	3458611.831	"31°15'42"""	"110°56'27"""	"Calle JUSACAMEA"	"48 "	" "	"Colonia LOMAS DEL YAQUI"	"HEROICA NOGALES"	"Sonora"	"Nogales"	"84000"
"CIN8C2201411"	"CNH INDUSTRIAL,S.A. DE C.V.,CNH INDUSTIRAL S.A. DE C.V."	333111	"Fabricación de maquinaria y equipo agrícola"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Producción de maquinaria agrícola"	"Benito Juárez"	351140.4215	2282417.9442	"20°38'6"""	"100°25'43"""	"Avenida 5 de febrero"	"2117 "	" "		"SANTIAGO DE QUERETARO"	"Querétaro"	"Querétaro"	"76120"
"CIN8L2802211"	"CAMBRIDGE INTERNACIONAL S.A. DE C.V.,CAMBRIDGE INTERNACIONAL S.A DE C.V."	331220	"Fabricación de otros productos de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FABRICACION DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO "	"PARQUE INDUSTRIAL FINSA NORTE"	644266.8955	2863956.3563	"25°53'13"""	"97°33'35"""	"Avenida TRANSFORMACION"	"2500 "	" "		"HEROICA MATAMOROS"	"Tamaulipas"	"Matamoros"	"87316"
"CIN890503011"	"CINSA, S.A. DE C.V.,"	332212	"Fabricación de utensilios de cocina metálicos"	"Articulos y productos metalicos"	"89"	"Produccion de baterias de cocina"	"Fabricación de artículos troquelados y esmaltados para mesa y cocina"	"ZONA INDUSTRIAL"	298483.1988	2814897.1632	"25°26'14"""	"101°0'14"""	"Boulevard ISIDRO LÓPEZ ZERTUCHE"	"1495 "	" "		"SALTILLO"	"Coahuila de Zaragoza"	"Saltillo"	"25000"
"CIN9M2802211"	"INTEVA MEXICO S. DE R. L. DE C. V.,"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"OTRAS INDUSTRIAS MANUFACTURERAS"	"INDUSTRIAL DEL NORTE"	644885.9207	2864063.1627	"25°53'16"""	"97°33'13"""	"Avenida MICHIGAN"	"S/N "	" "		"HEROICA MATAMOROS"	"Tamaulipas"	"Matamoros"	"87316"
"CIN9M2802212"	"INTEVA MEXICO S DE RL DE CV,  AMPLIACIÓN"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"MANUFACTURA DE PRODUCTOS AUTOMOTRICES"	"Industrial del Norte"	643112.4375	2864421.1395	"25°53'28"""	"97°34'17"""	"Avenida Constituyentes"	"1001 "	" "		"HEROICA MATAMOROS"	"Tamaulipas"	"Matamoros"	"87316"
"CIT2604300106"	"CARLISLE INTERCONNECT TECHNOLOGIES DE MEXICO, S. DE R.L. DE C.V.,CARLISLE INTERCONNECT TECHNOLOGIES"	335920	"Fabricación de cables de conducción eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Insulacion y ensamble de cables y elaboración de conectores para diferentes usos"		504251.2825	3463690.0014	"31°18'27"""	"110°57'19"""	"Boulevard LUIS DONALDO COLOSIO MURRIETA"	"1195 "	" "	"Colonia OBRERA"	"HEROICA NOGALES"	"Sonora"	"Nogales"	"84048"
"CIT641600611"	"CITROLIM S.A. DE C.V.,"	311222	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"64"	"Produccion de aceites esenciales"	"EXTRACCION DE ACEITE ESENCIAL Y JUGO DE LIMON"		769008.516	2113212.2701	"19°5'39"""	"102°26'35"""	"Calle CARR. APATZINGAN-AGUILILLA"	"KM 8 "	" "	"Colonia LAS CANOAS"	"APATZINGAN DE LA CONSTITUCION"	"Michoacán de Ocampo"	"Apatzingán"	"60710"
"CJU2402800164"	"CUMMINS GRUPO INDUSTRIAL S. DE R.L DE C.V.,CUMMINS PLANTA MOTORES"	336310	"Fabricación de motores y sus partes para vehículos automotrices"	"Automotriz"	"9I"	"Produccion de motores automotrices a gasolina y diesel"	"Producción de Motores Automotrices a diesel, Alternadores y Tableros electricos y prototip"	"ZONA INDUSTRIAL"	304065.7576	2445329.5221	"22°6'6"""	"100°53'57"""	"Avenida EJE 122"	"200 "	"S/N "		"SAN LUIS POTOSI"	"San Luis Potosí"	"San Luis Potosí"	"78395"
"CJU2402800225"	"CUMMINS GRUPO INDUSTRIAL S. DE R.L DE C.V.,CUMMINS FILTRACION"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Manufactura de Filtros, Sistemas de escapes y formulación de refrigerantes automotrices"	"ZONA INDUSTRIAL"	305892.6695	2439532.8727	"22°2'59"""	"100°52'51"""	"Avenida CIRCUITO EXPORTACION"	"222 "	" "		"SAN LUIS POTOSI"	"San Luis Potosí"	"San Luis Potosí"	"78395"
"CLA1900600056"	"CYAN LABS, S.A. DE C.V.,"	325610	"Fabricación de jabones, limpiadores y dentífricos"	"Quimica"	"QV"	"Fabricacion de productos quimicos para aseo en general"	"FABRICACIÓN DE PRODUCTOS QUÍMICOS DE LIMPIEZAQ"		373825.5673	2858673.7991	"25°50'27"""	"100°15'32"""	"Periférico ANILLO PERIFERICO"	"KM37 "	" "	"Colonia MOISES SAENZ"	"SANTA ROSA"	"Nuevo León"	"Apodaca"	"66613"
"CLA740503511"	"CALERAS DE LA LAGUNA, S.A. DE C.V.,"	327410	"Fabricación de cal"	"Cemento y Cal"	"74"	"Produccion de cal"	"Fabricación y Comercialización de Cal y sus derivados"		657847.2367	2822406.0415	"25°30'37"""	"103°25'45"""	"Calle AV. CUARTA Y  16"	"S/N "	" "	"Colonia VICENTE GUERRERO"	"TORREON"	"Coahuila de Zaragoza"	"Torreón"	"27380"
"CLA9B2802211"	"CONTROLES LATINOAMERICANOS S DE RL DE CV,"	335220	"Fabricación de aparatos de línea blanca"	"Quimica"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble y fabricación de productos electrodomésticos y tablillas electronicas"		653464.2937	2860571.0416	"25°51'19"""	"97°28'6"""	"Calle AV. LAURO VILLAR    KM. 4"	"900 "	" "	"Colonia PARQUE INDUSTRIAL CYLSA"	"HEROICA MATAMOROS"	"Tamaulipas"	"Matamoros"	"87470"
"CLD0503500028"	"COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A. DE C.V.,"	311511	"Elaboración de leche líquida"	"Alimenticio y/o de consumo humano"	"ML"	"Fabricacion de productos lacteos"	"ELABORACIÓN DE PRODUCTOS LÁCTEOS"	"CIUDAD INDUSTRIAL"	659452.4546	2827697.9936	"25°33'29"""	"103°24'45"""	"Calle ROBERTO DAVILA"	"50 "	" "		"TORREON"	"Coahuila de Zaragoza"	"Torreón"	"27019"
"CLD1000700604"	"COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A. DE C.V.,LALA PLANTA TRANSPORTADORA"	311511	"Elaboración de leche líquida"	"Alimenticio y/o de consumo humano"	"1S"	"Pasteurizacion, deshidratacion, evaporizacion y condensacion de leche"	"Recolección, Recibo, Enfriamiento, Descremado, Estandarizado, Concentrado y Envío de Leche"	"CARLOS A. HERRERA ARALUCE"	654317.8906	2827830.7066	"25°33'35"""	"103°27'49"""	"Calle VALLE DEL GUADIANA"	"354 "	" "		"GOMEZ PALACIO"	"Durango"	"Gómez Palacio"	"35078"
"CLD1101700018"	"COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A. DE C.V.,LALA - PLANTA IRAPUATO -"	311513	"Elaboración de derivados y fermentos lácteos"	"Alimenticio y/o de consumo humano"	"ML"	"Fabricacion de productos lacteos"	"Elaboración de fermentados y derivados lácteos"	"IRAPUATO (CIUDAD INDUSTRIAL)"	261032.0485	2282826.3209	"20°37'46"""	"101°17'35"""	"Avenida IRAPUATO"	"1790 "	" "		"IRAPUATO"	"Guanajuato"	"Irapuato"	"36541"
"CLEPN2802211"	"CLEANMEX, S.A. DE C.V.,CLEANMEX, SA DE CV"	562111	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"M6"	"Centros integrales de manejo de residuos peligrosos"	"Transporte, acopio, tratamiento, reciclaje e incineración de residuos peligrosos"	"LOS ARADOS"	642342.3993	2861325.0663	"25°51'48"""	"97°34'45"""	"Carretera CARR. SENDERO NACIONAL KM 8.3"	"S/N "	"SN "		"HEROICA MATAMOROS"	"Tamaulipas"	"Matamoros"	"87313"
"CLMTY1903911"	"CRISA LIBBEY MÉXICO S. DE R.L. DE C.V., (PLANTA INTERCRISA)"	327219	"Fabricación de otros productos de vidrio"	"Vidrio y cristal"	"TY"	"Acabado y tratamiento a vidrio y/o cristales"	"Armado de juegos y vajillas y decorado de artículos de vidrio"		369607.2214	2842497.5405	"25°41'40"""	"100°17'58"""	"Avenida San Nicolás"	"2121 Norte"	" "	"Colonia 1 de Mayo"	"MONTERREY"	"Nuevo León"	"Monterrey"	"64550"
"CLM701903911"	"CRISA LIBBEY MÉXICO S. DE R.L. DE C.V., (PLANTA M)"	327215	"Fabricación de artículos de vidrio de uso doméstico"	"Vidrio"	"70"	"Produccion de articulos de vidrio refractario de uso domestico"	"Fabricación de artículos de vidrio refractario de uso doméstico"		368935.0337	2844045.5516	"25°42'30"""	"100°18'22"""	"Calle José María Vigil"	"400 "	" "	"Colonia Del Norte"	"MONTERREY"	"Nuevo León"	"Monterrey"	"64500"
"CLM921901211"	"COOPER LIGHTING DE MEXICO, S. DE R.L DE C.V.,"	335110	"Fabricación de focos"	"Equipos y articulos electronicos, electricos y domesticos"	"92"	"Produccion de focos y tubos de iluminacion"	"Fabricación de Focos"	"MONTERREY TECHNOLOGY  PARK "	376163.2675	2867015.095	"25°54'59"""	"100°14'11"""	"Calle AVE. DEL PARQUE"	"1190 "	" "		"CIENEGA DE FLORES"	"Nuevo León"	"Ciénega de Flores"	"65550"
"CLOMB2900711"	"CLOROBENCENOS, S.A. DE C.V.,"	325999	"Fabricación de otros productos químicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"PRODUCCION DE CLOROBENCEOS"		641101.1415	2139120.8271	"19°20'28"""	"97°39'24"""	"Calle KM. 1 CARR. A ORIENTAL"	"0 "	" "	"Colonia MAZATEPEC"	"VILLA DE EL CARMEN TEQUEXQUITLA"	"Tlaxcala"	"El Carmen Tequexquitla"	"90573"
"CLS1A2115621"	"CUALQUIER LAVADO S.A. DE C.V.,CUALQUIER LAVADO"	812210	"Lavanderías y tintorerías"	"Otros"	"TQ"	"Lavanderias, Tintorerias o Planchadurias de ropa, textiles y otros"	"Lavandería y Costura"		668344.6529	2042246.2717	"18°27'49"""	"97°24'20"""	"Calle KM.15 CARR. TEH.-PUE"	"2 "	" "	"Colonia Tehuacán"	"TEHUACAN"	"Puebla"	"Tehuacán"	"75853"
"CMA0503000404"	"CONTROLADORA MABE S.A. DE C.V.,MABE"	335220	"Fabricación de aparatos de línea blanca"	"Articulos y productos compuestos de diferentes materiales"	"BC"	"Fabricacion de productos electrodomesticos"	"Fabricación de electrodomésticos"		302365.7661	2822143.4918	"25°30'11"""	"100°57'58"""	"Calle PRODUCTIVIDAD"	"125 "	" "	"Colonia SALTILLO ZONA CENTRO"	"SALTILLO"	"Coahuila de Zaragoza"	"Saltillo"	"25000"
"CMA0600700006"	"CONTECON MANZANILLO S.A. DE C.V.,CONTECON MANZANILLO, S.A. DE C.V."	493190	"Otros servicios de almacenamiento con instalaciones especializadas"	"Otros"	"ZU"	"Almacen de materiales, productos y otros"	"TERMINAL PORTURIA DE USO PÚBLICO ESPECIALIZADA PARA EL MANEJO DE CARGA CONTENERIZADA"		573219.9348	2110143.6296	"19°4'58"""	"104°18'14"""	"Boulevard MIGUEL DE LA MADRID HURTADO "	"S/N "	" "	"Puerto 1A SECCIÓN TEC II ZONA NORTE"	"MANZANILLO"	"Colima"	"Manzanillo"	"28210"
"CMA1100700435"	"CONTROLADORA MABE S.A. DE C.V.,MABE REFRIGERADORES CELAYA"	335220	"Fabricación de aparatos de línea blanca"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"Ensamble de Refrigeradores"		312447.7291	2253397.3603	"20°22'10"""	"100°47'49"""	"Calle CARRETERA FEDERAL 51"	"KM 110 "	" "	"Ninguno OJO SECO"	"CELAYA"	"Guanajuato"	"Celaya"	"38159"
"CMA2M2900611"	"CEBADAS Y MALTAS, S. DE R.L. DE C.V.,CEBADAS Y MALTAS"	311215	"Elaboración de malta"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"Elaboración de malta"		546774.2416	2164762.7767	"19°34'38"""	"98°33'14"""	"Calle AV. PABLO DIEZ"	"1 "	" "	"Ciudad Colonia industrial"	"CALPULALPAN"	"Tlaxcala"	"Calpulalpan"	"90200"
"CMA2300800128"	"CONDOMINIO MAYAKOBA A.C.,CONDOMONIO MAYAKOBA"	813230	"Asociaciones y organizaciones civiles"	"Otros"	"3C"	"Aprovechamiento de aguas subterraneas"	"Gestión y Administración de condominios"		496110.0837	2287535.5748	"20°41'14"""	"87°2'14"""	"Carretera  FEDERAL CHETUMAL PUERTO JUAREZ"	"KM 298 "	"DESARROLLO TURISTICO MAYAKOBA "	"Condominio PLAYA DEL CARMEN"	"PLAYA DEL CARMEN"	"Quintana Roo"	"Solidaridad"	"77710"
"CMA2402801045"	"CONTROLADORA MABE S.A. DE C.V.,"	335220	"Fabricación de aparatos de línea blanca"	"Articulos y productos compuestos de diferentes materiales"	"BC"	"Fabricacion de productos electrodomesticos"	"FABRICACIÓN Y VENTA DE APARATOS ELECTRODOMESTICOS"	"ZONA INDUSTRIAL"	297147.9227	2455392.5999	"22°11'31"""	"100°58'3"""	"Calle MANZANA 10 EJE 128"	"S/N "	"ESQUINA AV CFE "		"SAN LUIS POTOSI"	"San Luis Potosí"	"San Luis Potosí"	"78395"
"CMA2600300004"	"COBRE DEL MAYO S.A. DE C.V.,"	212231	"Minería de cobre"	"Metalurgica (incluye la siderurgica)"	"15"	"Mineria de cobre y niquel"	"Explotación de Mineral de Cobre"		699092.754	3006133.4704	"27°9'48"""	"108°59'26"""	"Camino CONOCIDO"	"S/N "	" "	"Pueblo LOCALIDAD PIEDRAS VERDES"	"ALAMOS"	"Sonora"	"Alamos"	"85760"
"CMA2803800072"	"COMISIÓN MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE LA ZONA CONURBADA DE LA DESEMBOCADURA DEL RÍO PÁNUCO EN EL ESTADO DE TAMAULIPAS,PLANTA MORELOS"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"TRATAMIENTO DE AGUAS RESIDUALES"		614881.8015	2458159.9552	"22°13'30"""	"97°53'7"""	"Carretera TAMPICO-VALLES"	"SN "	" "	"Colonia MORELOS"	"TAMPICO"	"Tamaulipas"	"Tampico"	"89290"
"CMA3105001216"	"CM DEL MAYAB, S.A. DE C.V.,CHRISTUS MUGUERZA, HOSPITAL FARO DEL MAYAB"	622111	"Hospitales generales del sector privado"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"ATENCION A LA SALUD"		231460.9642	2329137.556	"21°2'36"""	"89°35'2"""	"Calle 24 X 7 Y 7 A"	"S/N "	" "	"Colonia SANTA GERTRUDIS COPO"	"MERIDA"	"Yucatán"	"Mérida"	"97305"
"CMA6H2802211"	"CEPILLOS DE MATAMOROS, S.A. DE C.V.,CEPILLOS PLANTA 1"	325211	"Fabricación de resinas sintéticas"	"Quimica"	"MA"	"Fabricacion de productos moldeados con diversas resinas "	"FABRICACIÓN DE PRODUCTOS MOLDEADOS CON DIVERSAS RESINAS"		653660.1505	2860521.5999	"25°51'17"""	"97°27'59"""	"Calle FRANCISCO SARABIA"	"135 "	" "	"Colonia MEXICO AGRARIO"	"HEROICA MATAMOROS"	"Tamaulipas"	"Matamoros"	"87440"
"CMA6Y0200411"	"COMPOSITES MATERIALS, S. DE R.L. C.V.,"	326192	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE TODO TIPO DE PIEZAS DE FIBRA DE VIDRIO"		498248.3534	3600174.7673	"32°32'20"""	"117°1'7"""	"Calle 7MA Y FERROCARRIL"	"455-2 "	"LOCAL 1-2 Y 3 "	"Colonia LIBERTAD"	"TIJUANA"	"Baja California"	"Tijuana"	"22400"
"CMA7Q1509111"	"COMPAÑIA DE MAQUILAS Y ALEACIONES, S.A. DE C.V.,"	331310	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDIDORA"		481129.7449	2187792.0102	"19°47'9"""	"99°10'48"""	"Carretera TEOLOYUCAN - HUEHUETOCA"	"21.5 "	"S/N "	"Colonia SANTA MARIA CALIACAC"	"TEOLOYUCAN"	"México"	"Teoloyucan"	"54783"
"CMB0600800009"	"CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,PEÑA COLORADA"	212210	"Minería de hierro"	"Metalurgica (incluye la siderurgica)"	"11"	"Mineria de hierro"	"Exploración, Explotación y Beneficio de Mineral de Hierro"		595263.3485	2143836.5261	"19°23'11"""	"104°5'34"""	"Calle CERRO LOS JUANES"	"S/N "	" "	"Colonia MINATITLAN"	"MINATITLAN"	"Colima"	"Minatitlán"	"28750"
"CMB110600711"	"CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,PEÑA COLORADA"	212210	"Minería de hierro"	"Metalurgica (incluye la siderurgica)"	"11"	"Mineria de hierro"	"Exploración, Explotación y Beneficio de Mineral de Hierro"		575513.9065	2110124.7688	"19°4'57"""	"104°16'55"""	"Calle AVENIDA DEL TRABAJO"	"1000 "	" "	"Colonia TAPEIXTLES"	"MANZANILLO"	"Colima"	"Manzanillo"	"28876"
"CMC1300800026"	"CERVECERÍA MODELO DEL CENTRO S DE RL DE CV,CERVECERÍA MODELO DEL CENTRO"	312120	"Elaboración de cerveza"	"Bebidas y tabaco"	"30"	"Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion"	"Elaboración de cerveza"		548606.4777	2178157.8335	"19°41'53"""	"98°32'10"""	"Carretera ACOPINALCO"	"sn "	" "	"Pueblo ACOPINALCO"	"APAN"	"Hidalgo"	"Apan"	"43920"
"CMEMB1901211"	"COLOROBBIA MEXICO, S.A. DE C.V.,"	325999	"Fabricación de otros productos químicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"FABRICACION Y COMERCIALIZACIÓN DE MATERIA PRIMA PARA IND. CERAMICA"	"PARQUE INDUSTRIAL LAS AMERICAS"	379624.3963	2871828.3975	"25°57'36"""	"100°12'8"""	"Calle AV. LAS AMERICAS"	"200 "	" "		"CIENEGA DE FLORES"	"Nuevo León"	"Ciénega de Flores"	"65550"
"CMENB1904621"	"CORNING MEXICANA, S.A. DE C.V.,"	327216	"Fabricación de artículos de vidrio de uso industrial y comercial"	"Vidrio"	"71"	"Produccion artesanal de articulos de vidrio"	"Fabricación de artículos de vidrio de uso industrial y comercial"		374442.8105	2846491.3612	"25°43'51"""	"100°15'6"""	"Avenida ANTIGUA CARRETERA A ROMA"	"KM 3.6 "	" "	"Colonia DEPORTIVO LAGRANGE"	"SAN NICOLAS DE LOS GARZA"	"Nuevo León"	"San Nicolás de los Garza"	"66480"
"CMENR1904811"	"CARRIER MEXICO SA DE CV,CARRIER MÉXICO, S.A. DE C.V. (PLANTA A 469)"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO REFRIGERACION Y CALEFACCION"		354293.622	2839952.431	"25°40'12"""	"100°27'6"""	"Calle GALEANA"	"469 OTE. "	"S/N "	"Colonia EL LECHUGAL"	"CIUDAD SANTA CATARINA"	"Nuevo León"	"Santa Catarina"	"66350"
"CMEN62200611"	"BEAUTYGE MEXICO SA DE CV,REVLON"	325620	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"N6"	"Produccion de perfumes, cosmeticos y similares a base de mezclas"	"FABRICACION DE COSMETICOS"	"FRACCIONAMIENTO INDUSTRIAL BALVANERA"	347868.9265	2270702.1189	"20°31'44"""	"100°27'32"""	"Circuito  BALVANERA"	"NO. 3 "	" "		"EL PUEBLITO"	"Querétaro"	"Corregidora"	"76900"
"CMER30802011"	"COEUR MEXICANA S.A. DE C.V.,COEUR MEXICANA S.A. DE C.V."	212222	"Minería de plata"	"Otros"	"MJ"	"Mineria de plata"	"Minera metalurgica"		743631.9899	3032543.8433	"27°23'40"""	"108°32'10"""	"Calle DOMICILIO CONOCIDO"	"SN "	"SN "	"Pueblo PEQUEÑA COMUNIDAD EL PALMAREJO"	"CHINIPAS DE ALMADA"	"Chihuahua"	"Chínipas"	"33360"
"CME0400300094"	"COSL MEXICO S.A. DE C.V.,PLATAFORMA AUTO ELEVABLE COSL HUNTER"	561990	"Otros servicios de apoyo a los negocios"	"Otros"	"R9"	"Perforacion de pozos"	"PRESTACION DE SERVICIOS DE PERFORACION, COSNTRUCCION DE POZOS PETROLÍFEROS Y DE GAS"		634013.287	2065991.9308	"18°40'51"""	"91°43'45"""	"Calle SAN ROMAN"	"100 P.B. "	" "	"Colonia SAN JOAQUÍN [24157]"	"CIUDAD DEL CARMEN"	"Campeche"	"Carmen"	"24157"
"CME0400300132"	"COSL MEXICO S.A. DE C.V.,PLATAFORMA MODULAR COSL 7"	531319	"Otros servicios relacionados con los servicios inmobiliarios"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"OTROS SERVICIOS DE APOYO A LOS NEGOCIOS"		681986.6769	2064028.3961	"18°39'34"""	"91°16'28"""	"Avenida ISLA DE TRIS OFICINA TAKIN PISO 6"	"28A "	" "	"Colonia SAN MIGUEL"	"CIUDAD DEL CARMEN"	"Campeche"	"Carmen"	"24157"
"CME0400300168"	"COSL MEXICO S.A. DE C.V.,PLATAFORMA AUTO/ELEVABLE COSL CONFIDENCE"	561990	"Otros servicios de apoyo a los negocios"	"Otros"	"R9"	"Perforacion de pozos"	"OTROS SERVICIOS DE APOYO A LOS NEGOCIOS"		621426.4856	2063202.4302	"18°39'23"""	"91°50'55"""	"Avenida ISLA DE TRIS"	"28 A"	"6 "	"Fraccionamiento SAN MIGUEL"	"CIUDAD DEL CARMEN"	"Campeche"	"Carmen"	"24157"
"CME0400300183"	"COSL MEXICO S.A. DE C.V.,PLATAFORMA MODULAR COSL 3 EQUIPO 6023"	561990	"Otros servicios de apoyo a los negocios"	"Otros"	"R9"	"Perforacion de pozos"	"OTROS SERVICIOS DE APOYO A LOS NEGOCIOS"		629883.0017	2063780.9759	"18°39'40"""	"91°46'6"""	"Avenida ISLA DE TRIS"	"28 A"	" "	"Fraccionamiento SAN MIGUEL"	"CIUDAD DEL CARMEN"	"Campeche"	"Carmen"	"24157"
"CME1904800002"	"CARRIER MEXICO SA DE CV,CARRIER MEXICO PLANTA D"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"Fabricacion de sistemas de aire acondicionado y calefacción"		347185.5326	2845561.6303	"25°43'12"""	"100°31'23"""	"Avenida  FINSA "	"3200 "	" "	"Ninguno Santa Catarina "	"CIUDAD SANTA CATARINA"	"Nuevo León"	"Santa Catarina"	"66350"
"CME1904800053"	"CARRIER MEXICO SA DE CV, (PLANTA A 470)"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO REFRIGERACION Y CALEFACCION"		354594.5268	2839784.7139	"25°40'7"""	"100°26'55"""	"Calle GALEANA"	"470 "	" "	"Colonia EL LECHUGAL"	"CIUDAD SANTA CATARINA"	"Nuevo León"	"Santa Catarina"	"66376"
"CME1904800100"	"CARRIER MEXICO SA DE CV,CARRIER MEXICO, S.A. DE C.V., PLANTA E"	333411	"Fabricación de equipo de aire acondicionado y calefacción"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"FABRICACION DE SISTEMAS DE AIRE ACONDICIONADO REFRIGERACION Y CALEFACCION"	"Parque Industrial Finsa"	346513.3032	2845532.6885	"25°43'10"""	"100°31'47"""	"Carretera Avenida Finsa"	"3196 "	" "		"CIUDAD SANTA CATARINA"	"Nuevo León"	"Santa Catarina"	"66350"
