"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA 
UTM X"	"COORDENADA 
UTM Y"	"LATITUD 
NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"CFEAD0200511"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TERMOELECTRICA PRESIDENTE JUAREZ"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"Playas de Rosarito Baja California"			"32°22'17"""	"117°4'0"""	"Km 23.5 Carretera Libre Tijuana-Ensenada"	"SN"		"Acceso a Termoelectrica"	"Playas de Rosarito"	"BAJA CALIFORNIA"	"Playas de Rosarito"	"22710"
"CFEAD0300111"	"COMISION FEDERAL DE ELECTRICIDAD  CENTRAL DIESEL GRAL. AGUSTIN OLACHEA AVILES"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	"PUERTO SAN CARLOS  B C SUR"			"24°48'51"""	"112°5'4"""	"KM 52 CARRETERA A PUERTO SAN CARLOS"	"SN"		"UNICA"	"SAN CARLOS"	"BAJA CALIFORNIA SUR"	"Comondu"	"23700"
"CFEAD0300112"	"COMISION FEDERAL DE ELECTRICIDAD           CENTRAL TURBOGAS CONSTITUCION"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CENTRAL  TURBOGAS CONSTITUCION"			"25°1'15"""	"111°40'1"""	"CARRETERA TRANSPENINSULAR Y ALVAREZ RICO"	"SN"		"CENTRO"	"CD CONSTITUCION"	"BAJA CALIFORNIA SUR"	"Comondu"	"23600"
"CFEAD0300211"	"COMISION FEDERAL DE ELECTRICIDAD   CENTRAL DIESEL ELECTRICA SANTA ROSALIA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CENTRAL DIESEL ELECTRICA SANTA ROSALIA"			"27°58'19"""	"114°1'56"""	"KM 1.5 CARRETERA TRANSPENINSULAR"	"SN"		"EL RETIRO"	"SANTA ROSALIA"	"BAJA CALIFORNIA SUR"	"Mulege"	"23920"
"CFEAD0300212"	"COMISION FEDERAL DE ELECTRICIDAD    CENTRAL DIESEL ELECTRICA GUERRERO NEGRO"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CDE GUERRERO NEGRO"			"27°58'19"""	"114°1'56"""	"DIVISION DEL NORTE"	"SN"		"MARCELO RUBIO RUIZ"	"GUERRERO NEGRO"	"BAJA CALIFORNIA SUR"	"Mulege"	"23940"
"CFEAD0300213"	"COMISION FEDERAL DE ELECTRICIDAD  CCI GUERRERO NEGRO II"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CCI GUERRERO NEGRO II"			"27°38'40"""	"113°24'30"""	"CARRETERA A BAHIA TORTUGAS KM 2.5"	"SN"			"VIZCAINO"	"BAJA CALIFORNIA SUR"	"Mulege"	"23935"
"CFEAD0300311"	"COMISION FEDERAL DE ELECTRICIDAD CT PUNTA PRIETA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CENTRAL TERMOELECTRICA PUNTA PRIETA"			"24°13'26"""	"110°18'31"""	"Km. 9.5 Carretera La Paz - Pichilingue"	"Sin"		"Sin"		"BAJA CALIFORNIA SUR"	"La Paz"	"23000"
"CFEAD0300381"	"COMISION FEDERAL DE ELECTRICIDAD.  C.C.I. BAJA CALIFORNIA SUR I"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"COMISION FEDERAL DE ELECTRICIDAD"			"24°12'6"""	"110°15'29"""	"KM 7 LIBRAMIENTO NORTE SANTIAGO OCEGUERA"	"SN"			"LA PAZ"	"BAJA CALIFORNIA SUR"	"La Paz"	"23000"
"CFEAD0300811"	"COMISION FEDERAL DE ELECTRICIDAD    CENTRAL TURBOGAS LOS CABOS"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CENTRAL TURBOGAS LOS CABOS"			"23°18'54"""	"109°51'12"""	"CARRETERA A TODOS SANTOS KM 114"	"SN"			"CABO SAN LUCAS"	"BAJA CALIFORNIA SUR"	"Los Cabos"	"23910"
"CFEAD0400211"	"COMISION FEDERAL DE ELECTRICIDAD C. T. LERMA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN  DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"LERMA CAMPECHE"			"19°48'11"""	"90°36'58"""	"KM 10 CARRETERA CAMPECHE CHAMPOTON"	"NA"		"LERMA"	"LERMA"	"CAMPECHE"	"Campeche"	"24500"
"CFEAD0500911"	"COMISION FEDERAL DE ELECTRICIDAD. C.TG. LAGUNA CHAVEZ     FCO. I. MADERO"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CARR LIBRAMIENTO FINISTERRE Y CARR KM 5 FCO I MADERO"			"24°43'20"""	"103°16'45"""	"NA"	"NA"		"NA"	"FRANCISCO I MADERO"	"COAHUILA"	"Francisco I. Madero"	"35070"
"CFEAD0501811"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TURBOGAS MONCLOVA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"26°52'30"""	"101°25'40"""	"CARRETERA 57"	"KM 1041"		"OBRERA SUR"	"MONCLOVA"	"COAHUILA"	"Monclova"	"25790"
"CFEAD0502211"	"CENTRAL TERMOELECTRICA JOSE LOPEZ PORTILLO"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGIA ELECTRICA"	"NA"			"28°28'0"""	"100°41'0"""	"CARRETERA FED. 57 KM 27.5 TRAMO P.N.-MON"	"N.A."	"N.A."	"N.A."	"NAVA"	"COAHUILA"	"Nava"	"26530"
"CFEAD0502221"	"CFE C.T. CARBON II"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"AREA DESPOBLADA"			"28°27'42"""	"100°42'10"""	"CARR. 57 KM 31.5 TRAMO P. NEG. MONCLOVA"	"N.A."	"N.A."	"N.A."	"NAVA"	"COAHUILA"	"Nava"	"26170"
"CFEAD0600711"	"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"MANZANILLO"			"19°1'36"""	"104°19'14"""	"DOMICILIO CONOCIDO"	"SN"		"EJIDO DE CAMPOS"		"COLIMA"	"Manzanillo"	"28809"
"CFEAD0802111"	"COMISION FEDERAL DE ELECTRICIDAD C.T. GRAL.FRANCISCO VILLA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	"CARR PANAMERICANA DELICIAS CAMARGO KM 1575"			"28°10'2"""	"105°26'33"""	"NA"	"NA"		"NA"	"DELICIAS"	"CHIHUAHUA"	"Delicias"	"33000"
"CFEAD0803711"	"COMISION FEDERAL DE ELECTRICIDAD C.T. SAMALAYUCA I"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CARR PANAMERICANA SUECO  CD JUAREZ KM 166"			"31°19'45"""	"106°20'11"""	"NA"	"NA"		"NA"	"SAMALAYUCA"	"CHIHUAHUA"	"Juarez"	"32730"
"CFEAD0803731"	"COMISION FEDERAL DE ELECTRICIDAD C..CICLO COMBINADO SAMALAYUCA II"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"KM 166 CARR PANAMERICANA TRAMO SUECO CD JUAREZ"			"31°19'58"""	"106°29'0"""	"no aplica"	"NA"		"NA"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32730"
"CFEAD0803734"	"COMISION FEDERAL DE ELECTRICIDAD C. TG. JUAREZ PARQUE"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"31°42'12"""	"106°23'36"""	"CARRETERA JUAREZ PORVENIR KM 5.5"	"NA"		"NA"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32470"
"CFEAD1000713"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL CICLO COMBINADO GOMEZ PALACIO"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"25°35'22"""	"103°28'39"""	"CARR. A FCO. I. MADERO KM 3"	"km. 3"		"NA"	"GOMEZ PALACIO"	"DURANGO"	"Gomez Palacio"	"35000"
"CFEAD1000714"	"COMISION FEDERAL DE ELECTRICIDAD C.TG. LAGUNA CHAVEZ"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"PARQUE INDUSTRIAL LAGUNERO"			"25°33'1"""	"103°28'19"""	"VALLE DEL GUADIANA No. 101"	"101"		"NA"	"GOMEZ PALACIO"	"DURANGO"	"Durango"	"35000"
"CFEAD1001211"	"COMISION FEDERAL DE ELECTRICIDAD C.T. GUADALUPE VICTORIA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"25°28'59"""	"103°34'59"""	"CARR.  CD. JUAREZ DGO. KM. 9.7"	"NA"		"NA"	"CD JUAREZ"	"DURANGO"	"Lerdo"	"35180"
"CFEAD1101711"	"COMISION FEDERAL DE ELECTRICIDAD"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"ENSAYOS A EQUIPOS Y MATERIALES DE COMISION FEDERAL DE ELECTRICIDAD"	"CD. INDUSTRIAL"			"20°37'26"""	"101°37'26"""	"AVE. APASEO"	"SN"		"CD. INDUSTRIAL"	"Irapuato"	"GUANAJUATO"	"Irapuato"	"36541"
"CFEAD1102711"	"CENTRAL TERMOELÉCTRICA SALAMANCA . COMISIÓN FEDERAL DE ELECTRICIDAD."	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"20°34'86"""	"101°10'178"""	"PROL. AVENIDA FAJA DE ORO"	"SIN NUMERO"		"NO APLICA"	"SALAMANCA"	"GUANAJUATO"	"Salamanca"	"36750"
"CFEAD1307611"	"CENTRAL TERMOELECTRICA CICLO COMBINADO TULA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION Y TRANSMISION DE ENERGIA ELECTRICA"	"PREDIO FEDERAL"			"20°3'0"""	"99°18'0"""	"CARRETERA JOROBAS TULA Km.28"	"S.N."		"EL LLANO SEGUNDA SECCION"	"TULA DE ALLENDE"	"HIDALGO"	"Tula de Allende"	"42820"
"CFEAD1307621"	"CENTRAL TERMOLECTRICA  FRANCISCO PEREZ RIOS"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"CORREDOR INDUSTRIAL TULA VITO APASCO"			"20°4'1"""	"99°17'1"""	"CARR. JOROBAS TULA KM 27.5"	"27.5"		"SEGUNDA SECC LLANO"	"SEGUNDA SECC EL LLANO"	"HIDALGO"	"Tula de Allende"	"42800"
"CFEAD1500211"	"CENTRAL TERMOELECTRICA VALLE DE MEXICO  COMISION FEDERAL DE ELECTRICIDAD"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"19°37'2"""	"98°58'51"""	"Carretera Transmetropolitana Km 38"	"NA"		"Guadalupe Victoria"	"San Bernardino Tepexpan"	"MEXICO"	"Acolman"	"55885"
"CFEAD1901911"	"C.F.E. CENTRAL TURBOGAS LEONA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"25°40'4"""	"100°24'34"""	"LUCIO BLANCO"	"S/N"		"LUCIO BLANCO"	"SAN PEDRO GARZA GARCIA"	"NUEVO LEON"	"San Pedro Garza Garcia"	"66218"
"CFEAD1903922"	"C.F.E. CENTRAL TURBOGAS TECNOLOGICO"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"25°36'42"""	"100°16'15"""	"AVENIDA EUGENIO GARZA SADA"	"5300"		"MEDEROS"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64950"
"CFEAD1903923"	"C.F.E. CENTRAL TURBOGAS FUNDIDORA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"25°40'50"""	"100°16'40"""	"ANTONIO I. VILLARREAL"	"110"		"AGRICOLA"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64590"
"CFEAD1903924"	"C.F.E.  CENTRAL TURBOGAS UNIVERSIDAD"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"25°41'45"""	"100°19'5"""	"PROLONGACION RAYON"	"2451  NORTE"		"BELLA VISTA"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64410"
"CFEAD1904111"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL CICLO COMBINADO HUINALA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELECTRICA"	"CARRETERA A DULCES NOMBRES KILOMETRO  12.5"			"25°43'14"""	"100°6'6"""	"N.A."	"KM 12.5"			"PESQUERIA"	"NUEVO LEON"	"Pesqueria"	"66650"
"CFEAD2201211"	"CENTRAL TERMOELECTRICA DE CICLO COMBINADO EL SAUZ  DE C.F.E."	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"ZONA RURAL"			"20°27'25"""	"100°7'8"""	"AUTOPISTA MEXICO QUERETARO KM 176.5"	"NA"	"NA"	"NA"	"EL SAUZ"	"QUERETARO"	"Pedro Escobedo"	"76729"
"CFEAD2300111"	"COMISION FEDERAL DE ELECTRICIDAD. CENTRAL TURBOGAS CHANKANAAB"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"ZONA INDUSTRIAL DE COZUMEL"			"20°28'27"""	"86°57'25"""	"LEONIDES GARCIA"	"NA"		"ZONA INDUSTRIAL"	"COZUMEL"	"QUINTANA ROO"	"Cozumel"	"77600"
"CFEAD2300411"	"COMISION FEDERAL DE ELECTRICIDAD. CENTRAL TURBOGAS XULHA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"18°32'37"""	"88°27'56"""	"KM 20. CARRETERA FEDERAL 307"	"NA"		"NA"	"XULHA"	"QUINTANA ROO"	"Othon P. Blanco"	"77930"
"CFEAD2300511"	"COMISION FEDERAL DE ELECTRICIDAD. CENTRAL TURBOGAS NIZUC"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"21°2'16"""	"86°51'19"""	"KM. 13.5 CARRETERA FEDERAL 307."	"SN"		"NA"	"CANCUN"	"QUINTANA ROO"	"Benito Juarez"	"77560"
"CFEAD2300521"	"COMISION FEDERAL DE ELECTRICIDAD. CENTRAL TURBOGAS CANCUN"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"21°7'48"""	"86°50'1"""	"KM. 4.5  LIBRAMIENTO KABAH"	"NA"		"NA"	"CANCUN"	"QUINTANA ROO"	"Benito Juarez"	"77500"
"CFEAD2300711"	"COMISION FEDERAL DE ELETRICIDAD.CENTRAL DIESEL HOLBOX"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"21°31'15"""	"87°22'35"""	"Av. Tiburon Ballena antes Benito Juarez"	"sn"		"NA"	"Isla Holbox"	"QUINTANA ROO"	"Lazaro Cardenas"	"77310"
"CFEAD2405011"	"COMISIÓN FEDERAL DE ELCTRICIDAD. CENTRAL TERMOELÉCTRICA VILLA DE REYES"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"KILÓMETRO 19.5 CARRETERA A VILLA DE REYES"			"21°49'55"""	"100°56'8"""	"N.A."	"N.A."		"N.A."	"VILLA DE REYES"	"SAN LUIS POTOSI"	"Villa de Reyes"	"79500"
"CFEAD2500111"	"COMISION FEDERAL DE ELECTRICIDAD C. T.  JUAN DE DIOS BATIZ PAREDES"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"				"25°30'29"""	"109°2'46"""	"KM. 22 CARRETERA LOS MOCHIS TOPOLOBAMPO"	"NO APLICA"	"NO APLICA"	"NO APLICA"	"TOPOLOBAMPO"	"SINALOA"	"Ahome"	"81370"
"CFEAD2500611"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TURBOGAS CULIACAN"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"ZONA COMERCIAL - INDUSTRIAL"			"24°49'4"""	"107°25'6"""	"CARRETERA INTERNACIONAL Km. 1428 SAL NTE"	"N. A."	"N. A."	"INFONAVIT HUMAYA"	"CULIACAN"	"SINALOA"	"Culiacan"	"80020"
"CFEAD2501211"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TERMOELECTRICA JOSE ACEVES POZOS"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	"ZONA ESPECIAL DE DESARROLLO CONTROLADO"			"23°11'39"""	"106°21'21"""	"ESTERO LA SIRENA"	"NA"	"NA"	"LA SIRENA"	"MAZATLAN"	"SINALOA"	"Mazatlan"	"82089"
"CFEAD2601711"	"COMISION FEDERAL DE ELECTRICIDAD, C.T. GAS CABORCA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELÉCTRICA"	"COLONIA INDUSTRAIL"			"30°42'15"""	"112°10'5"""	"KM. 5 CARRETERA AL DESEMBOQUE"	"NA"		"INDUSTRIAL"	"CABORCA"	"SONORA"	"Pitiquito"	"83600"
"CFEAD2601831"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TURBO GAS OBREGON"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"				"27°29'9"""	"109°58'25"""	"AVENIDA KINO"	"SN"		"VILLA ITSON"	"CIUDAD OBREGON"	"SONORA"	"Cajeme"	"85130"
"CFEAD2602911"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL TERMOELECTRICA CARLOS RODRIGUEZ RIVERO"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGIA ELECTRICA"				"27°56'7"""	"110°51'46"""	"CARRETERA MEXICO NOGALES KM. 1975"	"S N"		"LAS BATUECAS"	"GUAYMAS"	"SONORA"	"Guaymas"	"85430"
"CFEAD2603021"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL CICLO COMBINADO HERMOSILLO"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	"parque industrial"			"29°7'58"""	"110°53'42"""	"CARRETERA A SAHUARIPA KM. 10"	"SN"				"SONORA"	"Hermosillo"	"83000"
"CFEAD2604711"	"COMISION FEDERAL DE ELECTRICIDAD.   C.T. PUERTO LIBERTAD"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGIA ELÉCTRICA"				"29°54'0"""	"112°42'0"""	"CALLE 36 NTE. PROLONGACION FINAL"	"NA"	"NA"	"PUERTO LIBERTAD"	"PUERTO DE LA LIBERTAD"	"SONORA"	"Pitiquito"	"83970"
"CFEAD2606911"	"COMISION FEDERAL DE ELECTRICIDAD CENTRAL DIESEL YECORA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELÉCTRICA"				"28°22'0"""	"108°55'0"""	"AVENIDA ALVARO OBREGON FINAL PONIENTE SN"	"SN"	"MNZ478"	"NA"	"YECORA"	"SONORA"	"Yecora"	"85130"
"CFEAD2800311"	"CFE CENTRAL TERMOELECTRICA ALTAMIRA"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACION DE ENERGIA ELECTRICA"	"DOMICILIO CONOCIDO"			"22°26'9"""	"98°0'34"""	"NO APLICA"	"NA"	"NA"	"NA"	"ALTAMIRA"	"TAMAULIPAS"	"Altamira"	"89600"
"CFEAD2803311"	"COMISION FEDERAL DE ELECTRICIDAD C.T. EMILIO PORTES GIL"	"221110"	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"GENERACIÓN DE ENERGÍA ELÉCTRICA"				"25°58'50"""	"98°3'56"""	"Carretera MatamorosMazatlán Km. 68.5"	"S N"		"La Paz"	"Río Bravo"	"TAMAULIPAS"	"Rio Bravo"	"88990"
