actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2012	Km. 108 Autopista México Puebla	7T	72620.0		Moldeo por fundición de piezas de hierro y acero.			TERNIUM MÉXICO S.A. DE C.V.  Planta Largos Puebla	PUEBLA	"19°10'4"""	San Miguel Xoxtla	"98°18'58"""	San Miguel Xoxtla	TME7F2113611				331510	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO	Atributo no considerado en este año	2012	LIBRAMIENTO CARLOS SALINAS DE GORTARI	7T	25616.0		Moldeo por fundición de piezas de hierro y acero.			TEKSID HIERRO DE MÉXICO S.A. DE S.V.	COAHUILA	"26°56'34"""	CIUDAD FRONTERA	"101°27'58"""	Frontera	THM7T0501011	2001 Pte		CORREDOR INDUSTRIAL FRONTERA	331510	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCION DE ADITIVOS PARA ACEITES LUBRICANTES Y SERVICIOS DE TRASVASE Y ALMACENAMIENTO	Atributo no considerado en este año	2012	CAMINO APODACA-HUINALA	69	66600.0	CENTRO	Fabricación de aceites y grasas lubricantes.	CRUZ CON VIA A MATAMOROS	ANDRES GUAJARDO	TERMINAL INDUSTRIAL APODACA S.A. DE C.V.	NUEVO LEON	"25°46'49"""		"100°10'44"""	Apodaca	TIA691900611	431		ZONA INDUSTRIAL APODACA	324191	Quimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Fabricacion de Productos Electronicos	Atributo no considerado en este año	2012	Antonio Meucci	91	87560.0	Ejido la Ventana	Fabricación de componentes electrónicos.	Carretera a Reynosa	Guillermo Gonzalez Camarena	Tyco International de Mexico S de RL de C.V.	TAMAULIPAS	"25°47'0"""	H. Matamoros	"97°36'0"""	Matamoros	TIM912802211	500		Parque Industrial las ventanas	334410	Equipos y articulos electronicos, electricos y domesticos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACIÓN Y ENSAMBLE DE MAQUINARIA Y EQUIPO PARA DIVERSOS USOS INDUSTRIALES, CUANDO INCL	Atributo no considerado en este año	2012	CARR.FED. 57 MTY-MONCLOVA, KM 171mas 700	LK	25871.0		Fabricación de otra maquinaria y equipo para la industria en general.			TRINITY INDUSTRIES DE MÉXICO, S. DE R.L. DE C.V.,PLANTA 321	COAHUILA	"26°44'44"""	CASTAÑOS	"101°24'19"""	Castanos	TIMLK0500611	SN		ZONA CONNURBADA	333999	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2012	Av. Promoción	7T	78395.0	Zona Industrial	Moldeo por fundición de piezas de hierro y acero.	Eje 114	Materias Primas	TISAMATIC S. DE R.L. DE C.V.	SAN LUIS POTOSI	"22°6'23"""	San Luis Potosi	"100°54'33"""	San Luis Potosi	TIS7T2402811	145		Zona Industrial del Potosí	331510	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
RECICLADO DE SOLVENTES Y FORMULACION DE COMBUSTIBLE ALTERNO CON RESIDUOS PELIGROSOS.	Atributo no considerado en este año	2012	LOTE 15 SUBDIVISION LOTE 5 MANZANA 8	LY	43801.0	FRACCIONAMIENTO  INDUSTRIAL	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos.			TIZAQUIM S.A. DE C.V.	HIDALGO	"19°50'29"""	TIZAYUCA	"98°59'10"""	Tizayuca	TIZLX1306911	8	5	ZONA INDUSTRIAL TIZAYUCA HGO.	562111	Tratamiento de residuos peligrosos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICA DE TUBERIA DE ACERO	Atributo no considerado en este año	2012	VALLE DEL GUADIANA	86	35078.0	PARQUE INDUSTRIAL	Maquinado de piezas metálicas para maquinaria y equipo en general.	PIEDRAS NEGRAS	GUANACEVI	TUBERIA LAGUNA SA DE CV	DURANGO	"25°33'35"""	GOMEZ PALACIO	"103°27'42"""	Gomez Palacio	TLA861000711	355		PARQUE INDUSTRIAL	332710	Articulos y productos metalicos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
TRANSPORTACIÓN  POR  DUCTOS DE GAS NATURAL Y OTROS TIPOS DE GASES (INCLUYE OPERACIÓN DE LA	Atributo no considerado en este año	2012	RIO PALMAS	MI	89603.0	PUERTO INDUSTRIAL DE ALTAMIRA	Transporte de gas natural por ductos.	BOULEVARD DE LOS RIOS	N.D	TERMINAL DE LNG DE ALTAMIRA, S DE RL DE CV	TAMAULIPAS	"22°29'29"""	ALTAMIRA	"97°53'30"""	Altamira	TLAMI2800311	SN		PUERTO INDUSTRIAL DE ALTAMIRA	486210	Petroleo y petroquimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Manufactura de todo tipo de ataúdes y féretros relacionados con el giro funerario	Atributo no considerado en este año	2012	AVENIDA LAS TORRES	52	67190.0	PARQUE INDUSTRIAL GUADALUPE	Otras industrias manufactureras.			TYG MANUFACTURING, S. DE R.L. DE C.V.	NUEVO LEON	"25°40'8"""	GUADALUPE	"100°11'59"""	Guadalupe	TMA861902612	925		PARQUE INDUSTRIAL GUADALUPE	339999	Articulos y productos compuestos de diferentes materiales	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
MANTENIMIENTO, REVISION Y REPARACION DE TRANSFORMADORES	Atributo no considerado en este año	2012	CENTENO	K9	44446.0	LA  NOGALERA	Reparación y mantenimiento de maquinaria y equipo industrial.	18 DE MARZO	FRIJOL	TRANSFORMADORES YMANTENIMIENTOS S.A. DE C.V.	JALISCO	"20°0'0"""	GUADALAJARA	"103°0'0"""	Guadalajara	TMAK91403911	3917			811312	Otros	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS.	Atributo no considerado en este año	2012	BLVD GUSTAVO DÍAZ ORDAZ	ND	66210.0	LA LEONA	Moldeo por fundición de piezas metálicas no ferrosas.	MARIA CANTU TREVIÑO	CORREGIDORA	TROQUELES Y MATRICES, S.A DE C.V.	NUEVO LEON	"25°40'0"""		"100°23'0"""	San Pedro Garza Garcia	TMAND1901911	KM.333.3			331520	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION DE COMPONENTES DE PLASTICO PARA MONITORES	Atributo no considerado en este año	2012	EMILIANO ZAPATA	6E	22710.0	REFORMA	Fabricación de otros productos de plástico sin reforzamiento.	CARRETERA LIBRE ROSARITO	EMILIANO ZAPTA	TENSHO MEXICO CORPORATION S.A. DE C.V.	BAJA CALIFORNIA	"32°22'39"""		"117°3'42"""	Playas de Rosarito	TMC6E0200511	376			326199	Articulos y productos plasticos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
SERVICIO DE TRANSPORTE PUBLICO FEDERAL DE CARGA GENERAL Y ESPECIALIZADA	Atributo no considerado en este año	2012	CANATLAN	B0	35070.0	PARQUE INDUSTRIAL LAGUNERO	Otro autotransporte local de carga general.	PIEDRAS NEGRAS	TAMAZULA	TRANSPORTADORA FUENTES S.A. DE C.V.	DURANGO	"25°33'37"""	GOMEZ PALACIO	"103°27'21"""	Gomez Palacio	TFUB01000711	455	NORTE	PARQUE INDUSTRIAL LAGUNERO	484119	Otros	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION DE MANGUERAS AUTOMOTRICES	Atributo no considerado en este año	2012	SAN JUAN DEL RIO	9M	88730.0	LOMAS DE JARACHINA	Fabricación de otras partes para vehículos automotrices.	ISRAEL	TRINIDAD	TI GROUP AUTOMOTIVE SYSTEMS S. DE R. L. DE C. V.	TAMAULIPAS	"26°5'18"""	REYNOSA	"98°29'47"""	Reynosa	TGA6D2803211	200			336390	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION DE TUBERIAS Y MANGUERAS PARA CLIMAS DE AUTOMOVILES.	Atributo no considerado en este año	2012	MIKE ALLEN. EDIFICIO 7. LOTES 2 Y 3.	9M	88788.0	PARQUE INDUSTRIAL REYNOSA	Fabricación de otras partes para vehículos automotrices.	BLVD. LUIS DONALDO COLOSIO	CARR. REYNOSA - MATAMOROS	TI GROUP AUTOMOTIVE SYSTEMS, S.DE.R.L.DE.C.V. PLANTA 4.	TAMAULIPAS	"26°5'27"""	REYNOSA	"98°21'6"""	Reynosa	TGA8L2803211	7	2 Y 3	PARQUE INDUSTRIAL REYNOSA	336390	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE OTRAS AUTOPARTES	Atributo no considerado en este año	2012	Vía José López Portillo	9M	54940.0	Lecheria	Fabricación de otras partes para vehículos automotrices.	Callejon López Portillo	Callejon Lopez Portillo	TI GROUP AUTOMOTIVE SYSTEMS S DE RL DE C V	MEXICO	"19°35'56"""	Tultitlan Edo de Mexico	"99°11'2"""	Tultitlan	TGA9M1510911	8A		Zona Industrial Lecheria	336390	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
DISEÑO EN LA FABRICACION Y ENSAMBLE DE DUCTOS PARA AIRES ACONDICIONADOS AUTOMOTRICES.	Atributo no considerado en este año	2012	MIKE ALLEN	9M	88788.0	PARQUE INDUSTRIAL REYNOSA	Fabricación de otras partes para vehículos automotrices.	BLVD. LUIS DONALDO COLOSIO	CARR. REYNOSA - MATAMOROS	TI GROUP AUTOMOTIVE SYSTEMS, S.DE.R.L.DE.C.V. PLANTA 2.	TAMAULIPAS	"26°2'6"""	REYNOSA	"98°13'4"""	Reynosa	TGA9M2803212	15		PARQUE INDUSTRIAL REYNOSA	336390	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
SERVICIO PUBLICO FEDERAL DE CARGA ESPECIALIZADA	Atributo no considerado en este año	2012	PERIFERICO GOMEZ PALACIO LERDO	B0	35150.0	ND	Otro autotransporte local de carga general.	ZARCO	ND	TRANSPORTES GARZA LEAL S.A. DE C.V.	DURANGO	"25°32'46"""	CIUDAD LERDO	"103°31'54"""	Lerdo	TGLB01001211	KM	14.5		484119	Otros	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
ARTES GRÁFICAS, IMPRESIÓN Y ENCUADERNACIÓN	Atributo no considerado en este año	2012	Av. Canal del Norte	5E	6280.0	Felipe Pescador	Impresión de formas continuas y otros impresos.	Ferrocarril Hidalgo	Boleo	TALLERES GRÁFICOS DE MÉXICO	DISTRITO FEDERAL	"19°27'9"""		"99°7'32"""	Cuauhtemoc	TGM5E0901511	80			323119	Otros	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
TRANSPORTE DE GAS NATURAL	Atributo no considerado en este año	2012	CARRETERA NACIONAL TUXPAN TAMPICO	MI	92100.0	MORITA	Transporte de gas natural por ductos.	LERDO DE TEJADA	GUADALUPE VICTORIA	TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R. L. DE C. V.	VERACRUZ	"21°21'0"""	TANTOYUCA	"98°14'0"""	Tantoyuca	TGN192403711	KM 68			486210	Petroleo y petroquimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
TRANSPORTACIÓN  POR  DUCTOS DE GAS NATURAL Y OTROS TIPOS DE GASES (INCLUYE OPERACIÓN DE LA	Atributo no considerado en este año	2012	Carretera de Acceso a PEMEX	MI	22710.0	Centro	Transporte de gas natural por ductos.	N.A.	N.A.	TRANSPORTADORA DE GAS NATURAL DE BAJA CALIFORNIA S. DE R.L. DE C.V.	BAJA CALIFORNIA	"32°23'33"""	Rosarito	"117°3'46"""	Playas de Rosarito	TGNMI0200512	S.N.	S.N.		486210	Petroleo y petroquimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2012	Camino Est. Tamuin a Planta Cemex	AD	79200.0	Ejido Las Palmas	Generación, transmisión y distribución de energía eléctrica.			TERMOELECTRICA DEL GOLFO S DE RL DE CV	SAN LUIS POTOSI	"22°4'0"""	Tamuin	"98°51'0"""	Tamuin	TGOAD2404011	Km 8			221110	Generación de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE HERRAMIENTAS DE MANO (SÓLO MEDIANTE PROCESOS TÉRMICOS O DE FUNDICIÓN; NO INC	Atributo no considerado en este año	2012	Parque Industrial	7Z	54240.0		Fabricación de herramientas de mano metálicas sin motor.	Arco Norte	Libramiento de Jilotepec	TRUPER, SA DE CV	MEXICO	"19°58'25"""		"99°31'50"""	Jilotepec	THE7Z1504511	1		Parque Industrial Jilotepec	332211	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2012	EJE NORTE-SUR	MC	58200.0	CUIDAD INDUSTRIAL	Elaboración de aceites y grasas vegetales comestibles.	ORIENTE 6	ORIENTE PONIENTE	TRON HERMANOS S.A. de C.V.	MICHOACAN	"19°43'39"""	MORELIA	"101°8'44"""	Morelia	THEMC1605311	451		CUIDAD INDUSTRIAL DE MORELIA	311222	Quimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE TRANSMISIÓN AUTOMOTRIZ (SI INCLUYE PROCESOS TÉRMIC	Atributo no considerado en este año	2012	AUTOPISTA MÉXICO QUERÉTARO KM. 181.5	9J	76700.0	PEDRO ESCOBEDO	Fabricación de partes de sistemas de transmisión para vehículos automotores.	AUTOPISTA MEXICO QUERETARO KM. 181.5	EMPRESA THOR	TRANSMISIONES Y EQUIPOS MECANICOS SA DE CV	QUERETARO	"20°30'16"""		"100°8'24"""	Pedro Escobedo	TEM9J2201211			PEDRO ESCOBEDO	336350	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE TRANSMISIÓN AUTOMOTRIZ (SI INCLUYE PROCESOS TÉRMIC	Atributo no considerado en este año	2012	AVENIDA 5 DE FEBRERO	9J	76120.0	FRACCIONAMINTO INDUSTRIAL BENITO JUAREZ	Fabricación de partes de sistemas de transmisión para vehículos automotores.	BERNARDO QUINTANA	5 DE FEBRERO	TRANSMISIONES Y EQUIPOS MECANICOS S.A. DE C.V	QUERETARO	"20°38'11"""	QUERETARO	"100°24'39"""	Queretaro	TEM9J2201431	2115		FRACCIONAMIENTO INDUSTRIAL BENITO JUAREZ	336350	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES	Atributo no considerado en este año	2012		AD	66000.0		Generación, transmisión y distribución de energía eléctrica.			TRACTEBEL ENERGIA DE MONTERREY	NUEVO LEON	"25°46'13"""	Garcia	"100°32'51"""	Garcia	TEMAD1901811			Carretera Villa de García KM 09	221110	Generación de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
SERVICIO DE TRANSPORTE DE CARGA EN GENERAL	Atributo no considerado en este año	2012	EJE 134	B0	78395.0	ZONA INDUSTRIAL DEL POTOSI II	Otro autotransporte local de carga general.	AVENIDA INDUSTRIAS	AVENIDA CFE	TRANSPORTES EMPRESARIALES, S.A. DE C.V.	SAN LUIS POTOSI	"22°4'2"""	SAN LUIS POTOSI	"100°52'33"""	San Luis Potosi	TENB02402811	155		ZONA INDUSTRIAL DEL POTOSI II	484119	Otros	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2012	CARRETERA TAMPICO MANTE KM 14.5	AD	89600.0	LAGUNA DE LA PUERTA	Generación, transmisión y distribución de energía eléctrica.			TRACTEBEL ENERGÍA DE PANUCO S.A. DE C.V.	TAMAULIPAS	"22°20'46"""	ALTAMIRA	"97°52'4"""	Altamira	TEPAD2800311			PUERTO INDUSTRIAL DE ALTAMIRA	221110	Generación de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACION Y COMERCIALIZACION DE ALFOMBRAS Y TAPETES	Atributo no considerado en este año	2012	CARRETERA MONTERREY-MONCLOVA KM. 11.5	40	66550.0		Fabricación de alfombras y tapetes.	LIBRAMIENTO NOROESTE	CARRETERA MONTERREY-MONCLOVA	TERZA, S.A. DE C.V. PLANTA EL CARMEN	NUEVO LEON	"25°53'5"""	LA LAGARTIJA	"100°20'41"""	Carmen	TER3Z1901011	SIN NUMERO		CARRETERA MONTERREY-MONCLOVA KM. 11.5	314110	Textiles, fibras e hilos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FABRICACIÓN DE TROFEOS Y MEDALLAS CUANDO INCLUYA FUNDICIÓN COMO PROCESO PRINCIPAL.	Atributo no considerado en este año	2012	SUR 107	M8	15920.0	AERONAUTICA MILITAR	Metalistería de metales no preciosos.	LUCAS ALAMAN	ZOQUIPA	TROFEOS FIGUEROA,S.A. DE C.V.	DISTRITO FEDERAL	"19°25'3"""		"99°6'56"""	Venustiano Carranza	TFIM80901711	1512			339914	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Fabricación de Materiales de fricción para la industria Automotriz.	Atributo no considerado en este año	2012	Acceso No II	9L	76120.0	Fraccionamiento Industrial Benito Juárez	Fabricación de partes de sistemas de frenos para vehículos automotrices.	Blvd. Bernardo Quintana Norte	Av. Felipe Carrillo Puerto	TMD FRICTION MEXICO S.A DE C.V	QUERETARO	"20°37'6"""		"100°26'10"""	Queretaro	TFM9M2201411	50		Fraccionamiento Industrial Benito Juárez	336340	Automotriz	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2012	EJE NORTE SUR ORIENTE 4 Y NORTE 6	MC	58200.0	CIUDAD INDUSTRIAL	Elaboración de aceites y grasas vegetales comestibles.	ORIENTE 4	NORTE 6	TEAM FOODS MEXICO S.A. DE C.V.	MICHOACAN	"19°42'33"""	MORELIA	"101°11'45"""	Morelia	TFMMC1605311	451	2	CIUDAD INDUSTRIAL MORELIA	311222	Quimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2012	GABINO BARREDA	LJ	44430.0	SECTOR REFORMA	Moldeo por fundición de piezas de hierro y acero.	DALIA	TUBEROSA	TALLERES Y FUNDIDORA  DE OCCIDENTE S.A.	JALISCO	"20°39'17"""		"103°20'13"""	Guadalajara	TFOLJ1403911	876			331510	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Separacion de monitores,televisores,tubos de rayos catodicos y vidrio quebrado	Atributo no considerado en este año	2012	Calzada Robledo industrial	91	21384.0	Robledo	Fabricación de otros productos eléctricos.	Manzanilla	Prolongacion blvd. Carranza	Technologies Displays Mexicana S.A. de C.V.	BAJA CALIFORNIA	"32°34'12"""	Mesicali	"115°24'44"""	Mexicali	TDM910200211	460		Desarrollo industrial el colorado	335999	Equipos y articulos electronicos, electricos y domesticos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES	Atributo no considerado en este año	2012	Altamira - Puerto Industrial Km. 4.5	AD	89600.0		Generación, transmisión y distribución de energía eléctrica.			Tractebel Energia de Altamira S. de R. L. de C. V.	TAMAULIPAS	"22°24'36"""	Altamira	"97°53'36"""	Altamira	TEAAD2800311			Corredor Industrial Altamira	221110	Generación de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2012	7 NORTE	5H	50200.0	FRAC. INDUSTRIAL TOLUCA 2000	Fabricación de otros productos químicos básicos orgánicos.	EJE 1 NORTE	EJE 2 NORTE	TECSIQUIM, S. A. DE C. V.	MEXICO	"19°17'25"""	TOLUCA	"99°39'30"""	Toluca	TEC5H1510621	102		PARQUE INDUSTRIAL TOLUCA 2000	325190	Quimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Elaboracion de medicamentos para consumo humano	Atributo no considerado en este año	2012	Oriente 10	5T	76809.0	Nuevo parque San Juan del Rio	Fabricación de preparaciones farmacéuticas.	NORTE 1	NORTE 4	TECNOFARMA S.A. DE C.V.	QUERETARO	"20°22'29"""	San Juan del Rio	"99°58'15"""	San Juan del Rio	TEC5T2201611	8		Parque Industrial San Juan del Rio	325412	Quimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2012	CARRETERA SALTILLO-MONTERREY KM 22.5	7T	25900.0	ZONA INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero.	KIMBERLY CLARK	APASCO	TECHNOCAST S.A. DE C.V.	COAHUILA	"25°36'4"""	RAMOS ARIZPE	"100°52'43"""	Ramos Arizpe	TEC7T0502711	N.A.		ZONA INDUSTRIAL	331510	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
LLENADO DE PRODUCTOS EN AEROSOL	Atributo no considerado en este año	2012	ALCE BLANCO	N6	53370.0	FRACC. IND. ALCE BLANCO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador.	SIPOREX	LA NARANJA	TECNOSOL S.A. DE C.V.	MEXICO	"19°31'25"""	NAUCALPAN	"99°24'12"""	Naucalpan de Juarez	TECN61505711	49			325620	Quimica	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
TRANSPORTE DE CARGA	Atributo no considerado en este año	2012	AV. 5 DE FEBRERO	B0	76130.0	ZONA INDUSTRIAL BENITO JUAREZ	Otro autotransporte local de carga general.	BLV. BERNARDO QUINTANA	PUENTE JURICA	TRANSPORTADORA EGOBA, S.A. DE C.V.	QUERETARO	"20°38'20"""	QUERETARO	"100°25'15"""	Queretaro	TEGKE2201411	1730		ZONA INDUSTRIAL BENITO JUAREZ	484119	Otros	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2012	CAMINO A LOS BOMBAS 2 Y 3 S/N	LJ	90970.0	CONCEPCION ACOPILCO	Moldeo por fundición de piezas de hierro y acero.	CARR. A SANTA ANA	AV. PRINCIPAL	FRANCISCO MIGUEL TEJOCOTE JARAMILLO     PROCESOS METALICOS DE TLAX.	TLAXCALA	"19°6'48"""	VILLA VICENTE GUERRERO	"98°11'18"""	San Pablo del Monte	TEJ7T2902511	SN			331510	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2012	5 DE MAYO	7T	66490.0	FRACC. PADILLA	Moldeo por fundición de piezas de hierro y acero.			TEKNIK, S.A. DE C.V.	NUEVO LEON	"25°44'47"""	APODACA	"100°10'43"""	Apodaca	TEK7T1900611	101		TERRENO PARTICULAR	331510	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
FUNDICION DE METALES NO FERROSOS ALUMINIO Y BRONCE	Atributo no considerado en este año	2012	CALLE VEINTE Y DOS	7L	57460.0	JUAREZ PANTITLAN	Fundición y refinación de otros metales no ferrosos.	OAXACA	JUAREZ	FUNDIDORA TREJO	MEXICO	"19°24'11"""	MEXICO	"99°2'51"""	Nezahualcoyotl	TEL7L1505811	208			331419	Metalurgica (incluye la siderurgica)	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
REALIZACIÓN Y GRABACIÓN DE PROGRAMAS Y SERIES DE TELEVISIÓN	Atributo no considerado en este año	2012	BLVD. ADOLFO LOPEZ MATEOS	JW	1790.0	LOMAS DE SAN ANGEL INN	Producción de programas para la televisión.	ANTIGUO CAMÍNO A ACAPULCO	GUADALUPE	TELEVISA S.A. DE C.V	DISTRITO FEDERAL	"19°20'40"""		"99°12'10"""	Alvaro Obregon	TELB60901011	2551			512112	Otros	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
TRANSPORTACIÓN	Atributo no considerado en este año	2012	SAN JUAN a lado de la terminal de PEMEX	B0	54180.0	SAN JUAN IXHUATEPEC	Otro autotransporte local de carga general.	SAN JOSE	AV. LA PRESA	TRANSPORTES AUTO TANQUES OCHOA, S.A. DE C.V.	MEXICO	"19°31'46"""	TLALNEPANTLA	"99°6'59"""	Tlalnepantla de Baz	TATB01510411	7		SAN JUAN IXHUATEPEC	484119	Otros	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Producción de Aparatos Equipos y Accesorios electrónicos	Atributo no considerado en este año	2012	Prof. Rodolfo Gonzalez	91	67119.0	Jardines de la Victoria	Fabricación de otros productos eléctricos.	Av. Adolfo Ruiz Cortinez	Av. Miguel Alemán	Thomas &Betts Monterrey, S. de R.L. de C.V., Planta Blackburn	NUEVO LEON	"25°40'44"""	Guadalupe	"100°14'5"""	Guadalupe	TBM911902611	100		Parque Industrial KALOS	335999	Equipos y articulos electronicos, electricos y domesticos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
Fabricación Compra y Venta de Productos Electricos y Electronicos	Atributo no considerado en este año	2012	Profesor Rodolfo Gonzalez	91	67119.0	Jardines de la Victoria	Fabricación de otros productos eléctricos.	Av. Adolfo Ruiz Cortinez	Av. Miguel Alemán	Thomas & Betts Monterrey, S. de R.L. de C.V. Planta Weatherproof	NUEVO LEON	"25°40'44"""	Guadalupe	"100°14'5"""	Guadalupe	TBM911902612	100		Parque Industrial KALOS	335999	Equipos y articulos electronicos, electricos y domesticos	Atributo no considerado en este año	Atributo no considerado en este año	Atributo no considerado en este año
