"NRA"	"Nombre"	"Estado"	"Sector"	"Descripción"	"No. CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reuso"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición final"	"Alcantarillado"	"Otros"	"Incineración"
"ARB9M1100711"	"ARBOMEX SA DE CV"	"GUANAJUATO"	"Automotriz "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.002									
"ARB9M1100711"	"ARBOMEX SA DE CV"	"GUANAJUATO"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000000006									
"ARB9M1100711"	"ARBOMEX SA DE CV"	"GUANAJUATO"	"Automotriz "	"Mercurio"	"7439-97-6"	"ton/año"		0.001									
"ARB9M1100711"	"ARBOMEX SA DE CV"	"GUANAJUATO"	"Automotriz "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.004									
"ARN8L1901411"	"ARNECOM S.A. de C.V. Planta Dr. Arroyo."	"NUEVO LEON"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	128.044										
"ARN910500711"	"ARNECOM S.A. de C.V. Planta Cuatro Ciénegas."	"COAHUILA"	"Equipos y articulos electronicos, electricos y domesticos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00004									
"ARN910500711"	"ARNECOM S.A. de C.V. Planta Cuatro Ciénegas."	"COAHUILA"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000007892									
"ARN910500711"	"ARNECOM S.A. de C.V. Planta Cuatro Ciénegas."	"COAHUILA"	"Equipos y articulos electronicos, electricos y domesticos "	"Cadmio"	"7440-43-9"	"ton/año"		0.00001									
"ARN910500711"	"ARNECOM S.A. de C.V. Planta Cuatro Ciénegas."	"COAHUILA"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00008									
"ARN910500711"	"ARNECOM S.A. de C.V. Planta Cuatro Ciénegas."	"COAHUILA"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000007892									
"ARN910500711"	"ARNECOM S.A. de C.V. Planta Cuatro Ciénegas."	"COAHUILA"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	33.418										
"ARN910500711"	"ARNECOM S.A. de C.V. Planta Cuatro Ciénegas."	"COAHUILA"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00001									
"ARN911904611"	"Arnecom S.A. de C.V. División Instrumentos"	"NUEVO LEON"	"Equipos y articulos electronicos, electricos y domesticos "	"Cadmio"	"7440-43-9"	"ton/año"								0.027			
"ARN911904611"	"Arnecom S.A. de C.V. División Instrumentos"	"NUEVO LEON"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	36.523										
"ARN911904611"	"Arnecom S.A. de C.V. División Instrumentos"	"NUEVO LEON"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"					2.461					0.013	
"ARN9M2401511"	"ARNECOM S.A. de C.V. Planta Charcas."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00043									
"ARN9M2401511"	"ARNECOM S.A. de C.V. Planta Charcas."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00043									
"ARN9M2401511"	"ARNECOM S.A. de C.V. Planta Charcas."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00002									
"ARN9M2401511"	"ARNECOM S.A. de C.V. Planta Charcas."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cadmio"	"7440-43-9"	"ton/año"		0.00009									
"ARN9M2401511"	"ARNECOM S.A. de C.V. Planta Charcas."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.00001									
"ARN9M2401511"	"ARNECOM S.A. de C.V. Planta Charcas."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	238.976										
"ARN9M2401511"	"ARNECOM S.A. de C.V. Planta Charcas."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00002									
"ARN9M2402211"	"ARNECOM S.A. de C.V. Planta Moctezuma."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	87.896										
"ARN9M2402211"	"ARNECOM S.A. de C.V. Planta Moctezuma."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00048									
"ARN9M2402211"	"ARNECOM S.A. de C.V. Planta Moctezuma."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.00014									
"ARN9M2402211"	"ARNECOM S.A. de C.V. Planta Moctezuma."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cadmio"	"7440-43-9"	"ton/año"		0.00048									
"ARN9M2402211"	"ARNECOM S.A. de C.V. Planta Moctezuma."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00095									
"ARN9M2402211"	"ARNECOM S.A. de C.V. Planta Moctezuma."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00005									
"ARN9M2402211"	"ARNECOM S.A. de C.V. Planta Moctezuma."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.002									
"ARN9M2402211"	"ARNECOM S.A. de C.V. Planta Moctezuma."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.005									
"ARN9M2404511"	"ARNECOM S.A. de C.V. Planta Venado."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.021									
"ARN9M2404511"	"ARNECOM S.A. de C.V. Planta Venado."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	109.465										
"ARN9M2404511"	"ARNECOM S.A. de C.V. Planta Venado."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.002									
"ARN9M2404511"	"ARNECOM S.A. de C.V. Planta Venado."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.000853									
"ARN9M2404511"	"ARNECOM S.A. de C.V. Planta Venado."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cadmio"	"7440-43-9"	"ton/año"		0.002									
"ARN9M2404511"	"ARNECOM S.A. de C.V. Planta Venado."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.004									
"ARN9M2404511"	"ARNECOM S.A. de C.V. Planta Venado."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000213									
"ARN9M2404511"	"ARNECOM S.A. de C.V. Planta Venado."	"SAN LUIS POTOSI"	"Equipos y articulos electronicos, electricos y domesticos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.011									
"ARN9M3200712"	"ARNECOM S.A. de C.V. Planta Concepción del Oro."	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00004									
"ARN9M3200712"	"ARNECOM S.A. de C.V. Planta Concepción del Oro."	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	41.27										
"ARN9M3200712"	"ARNECOM S.A. de C.V. Planta Concepción del Oro."	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00018198									
"ARN9M3200712"	"ARNECOM S.A. de C.V. Planta Concepción del Oro."	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00018198									
"ARN9M3200712"	"ARNECOM S.A. de C.V. Planta Concepción del Oro."	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.000004									
"ARN9M3200712"	"ARNECOM S.A. de C.V. Planta Concepción del Oro."	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000002									
"ARN9M3200712"	"ARNECOM S.A. de C.V. Planta Concepción del Oro."	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00018198									
"ARN9M3200712"	"ARNECOM S.A. de C.V. Planta Concepción del Oro."	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Cadmio"	"7440-43-9"	"ton/año"		0.00016378									
"ARNZU1904611"	"ARNECOM S.A. de C.V. Gerencia de Materiales."	"NUEVO LEON"	"Equipos y articulos electronicos, electricos y domesticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	518.666										
"AROLM0900711"	"AMERICAN ROLLS.A DE C.V"	"DISTRITO FEDERAL"	"Asbesto"	"Arsénico"	"7440-38-2"	"ton/año"		0.000000000962									
"AROLM0900711"	"AMERICAN ROLLS.A DE C.V"	"DISTRITO FEDERAL"	"Asbesto"	"Cadmio"	"7440-43-9"	"ton/año"		0.0000000462									
"AROLM0900711"	"AMERICAN ROLLS.A DE C.V"	"DISTRITO FEDERAL"	"Asbesto"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000000572									
"AROLM0900711"	"AMERICAN ROLLS.A DE C.V"	"DISTRITO FEDERAL"	"Asbesto"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.0000009828									
"AROLM0900711"	"AMERICAN ROLLS.A DE C.V"	"DISTRITO FEDERAL"	"Asbesto"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.0000001248									
"AROLM0900711"	"AMERICAN ROLLS.A DE C.V"	"DISTRITO FEDERAL"	"Asbesto"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000000013									
"AROLM0900711"	"AMERICAN ROLLS.A DE C.V"	"DISTRITO FEDERAL"	"Asbesto"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.0000006344									
"ART3A1610211"	"ARTIFIBRAS S. A. DE C. V."	"MICHOACAN"	"Textiles, fibras e hilos "	"Bióxido de nitrógeno"	"10102-44-0"	"ton/año"	10.06										
"ASAL72300111"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"QUINTANA ROO"	"Otros"	"Arsénico"	"7440-38-2"	"ton/año"		0.000002838									
"ASAL72602911"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Arsénico"	"7440-38-2"	"ton/año"		0.000024266									
"ASAL72602911"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.0002206									
"ASAL72602911"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000013236									
"ASAL72602911"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00026472									
"ASAL72602911"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00052944									
"ASAL72602911"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Cadmio"	"7440-43-9"	"ton/año"		0.00004412									
"ASAL72602911"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000008824									
"ASAL72604311"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00002472									
"ASARP2601811"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00012									
"ASARP2601811"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Cadmio"	"7440-43-9"	"ton/año"		0.00012									
"ASARP2601811"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000048									
"ASARP2601811"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Arsénico"	"7440-38-2"	"ton/año"		0.0000024									
"ASARP2601811"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00024									
"ASARP2601811"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00012									
"ASARP2601811"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"SONORA"	"Otros"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000012									
"ASARP2802211"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"TAMAULIPAS"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00009056									
"ASARP2802211"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"TAMAULIPAS"	"Otros"	"Cadmio"	"7440-43-9"	"ton/año"		0.0000558022									
"ASARP2802211"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"TAMAULIPAS"	"Otros"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.000036279									
"ASATG2006711"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"OAXACA"	"Otros"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00000000012									
"ASATG2006711"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"OAXACA"	"Otros"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000000003									
"ASATG2006711"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"OAXACA"	"Otros"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.0000000005									
"ASATG2006711"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"OAXACA"	"Otros"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.0000000005									
"ASATG2006711"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"OAXACA"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000000001									
"ASATG2006711"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"OAXACA"	"Otros"	"Arsénico"	"7440-38-2"	"ton/año"		0.000000000005									
"ASATG2006711"	"AEROPUERTOS Y SERVICIOS AUXILIARES"	"OAXACA"	"Otros"	"Cadmio"	"7440-43-9"	"ton/año"		0.0000000001									
"ASL7T2402831"	"ACEROS SAN LUIS, S. A. DE C. V."	"SAN LUIS POTOSI"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	12563.656										
"ASM820900511"	"ASSOCIATED SPRING MEXICO S.A."	"DISTRITO FEDERAL"	"Articulos y productos metalicos "	"Cadmio"	"7440-43-9"	"ton/año"		0.00018570515									
"ASM820900511"	"ASSOCIATED SPRING MEXICO S.A."	"DISTRITO FEDERAL"	"Articulos y productos metalicos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.000074016136									
"ASM820900511"	"ASSOCIATED SPRING MEXICO S.A."	"DISTRITO FEDERAL"	"Articulos y productos metalicos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000002216052									
"ASM820900511"	"ASSOCIATED SPRING MEXICO S.A."	"DISTRITO FEDERAL"	"Articulos y productos metalicos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00032797									
"ASM820900511"	"ASSOCIATED SPRING MEXICO S.A."	"DISTRITO FEDERAL"	"Articulos y productos metalicos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00047866									
"ASM820900511"	"ASSOCIATED SPRING MEXICO S.A."	"DISTRITO FEDERAL"	"Articulos y productos metalicos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000016398									
"ASM820900511"	"ASSOCIATED SPRING MEXICO S.A."	"DISTRITO FEDERAL"	"Articulos y productos metalicos "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000048753									
"ASMQU1409811"	"ANODIZADOS SANTA MARIA S. A. DE C. V."	"JALISCO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.0000017136									
"ASMQU1409811"	"ANODIZADOS SANTA MARIA S. A. DE C. V."	"JALISCO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000003672									
"ASMQU1409811"	"ANODIZADOS SANTA MARIA S. A. DE C. V."	"JALISCO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00000002754									
"ASMQU1409811"	"ANODIZADOS SANTA MARIA S. A. DE C. V."	"JALISCO"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.000000153									
"ASMQU1409811"	"ANODIZADOS SANTA MARIA S. A. DE C. V."	"JALISCO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.00000000459									
"ASMQU1409811"	"ANODIZADOS SANTA MARIA S. A. DE C. V."	"JALISCO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00000014688									
"ASMQU1409811"	"ANODIZADOS SANTA MARIA S. A. DE C. V."	"JALISCO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000000306									
"ASMQU1409811"	"ANODIZADOS SANTA MARIA S. A. DE C. V."	"JALISCO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	14.384										
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00016634									
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.032										
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.00024951									
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00016634									
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000041586									
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.00014555									
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.00051774									
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00016634									
"ASP5S1406611"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"JALISCO"	"Quimica"	"Bifenilos policlorados"	"1336-36-3"	"ton/año"							6.2				
"ASP5S1406611"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"JALISCO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1737										
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.001									
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.001									
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.003									
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Bifenilo"	"92-52-4"	"ton/año"								5.263			
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Acetaldehido"	"75-07-0"	"ton/año"	18.36										
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.001									
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.001									
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Cloroformo"	"67-66-3"	"ton/año"								1.403			
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Formaldehido"	"50-00-0"	"ton/año"	0.038							3.614			
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Asbesto"	"1332-21-4"	"ton/año"								0.163			
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	144162										
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Dioxano"	"123-91-1"	"ton/año"	14.69		0.248						0.001		
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Fenol"	"108-95-2"	"ton/año"		0.00001228									
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Butadieno"	"106-99-0"	"ton/año"								14.654			
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"QUERETARO"	"Quimica"	"Estireno (fenil etileno)"	"100-42-5"	"ton/año"								3.451			
"AST5T1510911"	"ASTRAZENECA S.A DE C.V."	"MEXICO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.251									
"AST5T1510911"	"ASTRAZENECA S.A DE C.V."	"MEXICO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.011									
"AST5T1510911"	"ASTRAZENECA S.A DE C.V."	"MEXICO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.001									
"AST5T1510911"	"ASTRAZENECA S.A DE C.V."	"MEXICO"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.014									
"AST5T1510911"	"ASTRAZENECA S.A DE C.V."	"MEXICO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.048									
"AST5T1510911"	"ASTRAZENECA S.A DE C.V."	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.001									
"AST5T1510911"	"ASTRAZENECA S.A DE C.V."	"MEXICO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.11									
"AST7T1505712"	"AstraZeneca S.A. de C.V."	"MEXICO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		1.178									
"AST7T1505712"	"AstraZeneca S.A. de C.V."	"MEXICO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	278.46										
"AST7T1505712"	"AstraZeneca S.A. de C.V."	"MEXICO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.051									
"AST7T1505712"	"AstraZeneca S.A. de C.V."	"MEXICO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.005									
"AST7T1505712"	"AstraZeneca S.A. de C.V."	"MEXICO"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.066									
"AST7T1505712"	"AstraZeneca S.A. de C.V."	"MEXICO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.226									
"AST7T1505712"	"AstraZeneca S.A. de C.V."	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.005									
"AST7T1505712"	"AstraZeneca S.A. de C.V."	"MEXICO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.517									
"ATD8A1505711"	"ANODIZADOS TECNICOS Y DECORATIVOS S.A. DE C.V."	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000000000078									
"ATD8A1505711"	"ANODIZADOS TECNICOS Y DECORATIVOS S.A. DE C.V."	"MEXICO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000000007									
"ATD8A1505711"	"ANODIZADOS TECNICOS Y DECORATIVOS S.A. DE C.V."	"MEXICO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.000000000007									
"ATD8A1505711"	"ANODIZADOS TECNICOS Y DECORATIVOS S.A. DE C.V."	"MEXICO"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.0000000000021									
"ATE190261111"	"ALIMENTOS TEXO S.A. DE C.V."	"NUEVO LEON"	"Otros"	"Fenol"	"108-95-2"	"ton/año"		0.019									
"ATE3I2113211"	"ACABADOS TEXMELUCAN S.A. DE C.V."	"PUEBLA"	"Textiles, fibras e hilos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.000002436408									
"ATE3I2113211"	"ACABADOS TEXMELUCAN S.A. DE C.V."	"PUEBLA"	"Textiles, fibras e hilos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000042744									
"ATE3I2113211"	"ACABADOS TEXMELUCAN S.A. DE C.V."	"PUEBLA"	"Textiles, fibras e hilos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.00000201									
"ATE3I2113211"	"ACABADOS TEXMELUCAN S.A. DE C.V."	"PUEBLA"	"Textiles, fibras e hilos "	"Cadmio"	"7440-43-9"	"ton/año"		0.0000002008968									
"ATE3I2113211"	"ACABADOS TEXMELUCAN S.A. DE C.V."	"PUEBLA"	"Textiles, fibras e hilos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.00000235092									
"ATE3I2113211"	"ACABADOS TEXMELUCAN S.A. DE C.V."	"PUEBLA"	"Textiles, fibras e hilos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000064116									
