"NRA"	"Nombre"	"Estado"	"Sector"	"Descripción"	"No. CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reuso"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición final"	"Alcantarillado"	"Otros"	"Incineración"
"CON7N1104411"	"Conticon S.A. de C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.066									
"CON7N1104411"	"Conticon S.A. de C.V."	"GUANAJUATO"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.002									
"CON8V2802212"	"CONDURA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00003973									
"CON8V2802212"	"CONDURA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.000079478									
"CON8V2802212"	"CONDURA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00003973									
"CON8V2802212"	"CONDURA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.072	0.000079478						3.187			
"COR7N2200611"	"CORDAFLEX S.A. de C.V."	"QUERETARO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000002448									
"COR7N2200611"	"CORDAFLEX S.A. de C.V."	"QUERETARO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000001632									
"COR7N2200611"	"CORDAFLEX S.A. de C.V."	"QUERETARO"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000046									
"COREA2100111"	"CALIDRA DE ORIENTE S.A. DE C.V."	"PUEBLA"	"Cemento y Cal"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000018965									
"COREA2100111"	"CALIDRA DE ORIENTE S.A. DE C.V."	"PUEBLA"	"Cemento y Cal"	"Mercurio"	"7439-97-6"	"ton/año"		0.00000094									
"COREA2100111"	"CALIDRA DE ORIENTE S.A. DE C.V."	"PUEBLA"	"Cemento y Cal"	"Arsénico"	"7440-38-2"	"ton/año"		0.000052167									
"COREA2100111"	"CALIDRA DE ORIENTE S.A. DE C.V."	"PUEBLA"	"Cemento y Cal"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000094874									
"COREA2100111"	"CALIDRA DE ORIENTE S.A. DE C.V."	"PUEBLA"	"Cemento y Cal"	"Bióxido de carbono"	"124-38-9"	"ton/año"	428292										
"COTTW0400310"	"COTEMAR S.A. DE C.V"	"CAMPECHE"	"Otros"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.002									
"COTTW0400310"	"COTEMAR S.A. DE C.V"	"CAMPECHE"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00016425									
"COTTW0400310"	"COTEMAR S.A. DE C.V"	"CAMPECHE"	"Otros"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.012									
"COU912201411"	"CONSTRULITA QUERETARO S.A DE C.V."	"QUERETARO"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.002									
"COU912201411"	"CONSTRULITA QUERETARO S.A DE C.V."	"QUERETARO"	"Equipos y articulos electronicos, electricos y domesticos "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.074							0.01		
"COU912201411"	"CONSTRULITA QUERETARO S.A DE C.V."	"QUERETARO"	"Equipos y articulos electronicos, electricos y domesticos "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.003									
"CPA302501211"	"Cervecería del Pacífico S.A. de C.V."	"SINALOA"	"Bebidas y tabaco"	"Arsénico (compuestos)"	"S/C1"	"ton/año"									0.067		
"CPA302501211"	"Cervecería del Pacífico S.A. de C.V."	"SINALOA"	"Bebidas y tabaco"	"Bióxido de carbono"	"124-38-9"	"ton/año"	21767.194										
"CPA5W0901611"	"COLGATE PALMOLIVE S.A. DE C.V."	"DISTRITO FEDERAL"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	19187										
"CPA5W0901611"	"COLGATE PALMOLIVE S.A. DE C.V."	"DISTRITO FEDERAL"	"Quimica"	"Asbesto"	"1332-21-4"	"ton/año"								0.234			
"CPAEA1409811"	"Concretos Apasco S.A. de C.V."	"JALISCO"	"Cemento y Cal"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000038									
"CPAEA1409811"	"Concretos Apasco S.A. de C.V."	"JALISCO"	"Cemento y Cal"	"Arsénico"	"7440-38-2"	"ton/año"		0.00000475									
"CPAEA1409811"	"Concretos Apasco S.A. de C.V."	"JALISCO"	"Cemento y Cal"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000019									
"CPAEA1412011"	"Concretos Apasco S.A. de C.V."	"JALISCO"	"Cemento y Cal"	"Arsénico"	"7440-38-2"	"ton/año"		0.000000006854									
"CPAEA1412011"	"Concretos Apasco S.A. de C.V."	"JALISCO"	"Cemento y Cal"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000000596									
"CPAEA1412011"	"Concretos Apasco S.A. de C.V."	"JALISCO"	"Cemento y Cal"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000000298									
"CPILV1901811"	"CORPORACION PIPSA S.A. DE C.V."	"NUEVO LEON"	"Tratamiento de residuos peligrosos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000003374									
"CPILV1901811"	"CORPORACION PIPSA S.A. DE C.V."	"NUEVO LEON"	"Tratamiento de residuos peligrosos "	"Arsénico"	"7440-38-2"	"ton/año"		0.000006748									
"CPILV1901811"	"CORPORACION PIPSA S.A. DE C.V."	"NUEVO LEON"	"Tratamiento de residuos peligrosos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000016871									
"CPILV1901811"	"CORPORACION PIPSA S.A. DE C.V."	"NUEVO LEON"	"Tratamiento de residuos peligrosos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	1477.25										
"CPILV1901811"	"CORPORACION PIPSA S.A. DE C.V."	"NUEVO LEON"	"Tratamiento de residuos peligrosos "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.002									
"CPO572201621"	"CARTONES PONDEROSA S.A. DE C.V."	"QUERETARO"	"Celulosa y papel"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000012308521									
"CPO572201621"	"CARTONES PONDEROSA S.A. DE C.V."	"QUERETARO"	"Celulosa y papel"	"Bióxido de carbono"	"124-38-9"	"ton/año"	39842.292										
"CPO572201621"	"CARTONES PONDEROSA S.A. DE C.V."	"QUERETARO"	"Celulosa y papel"	"Arsénico"	"7440-38-2"	"ton/año"		0.0000035167									
"CPO572201621"	"CARTONES PONDEROSA S.A. DE C.V."	"QUERETARO"	"Celulosa y papel"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000051716									
"CPPEA2802211"	"CMC PRODUCTOS PERLITA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Articulos y productos compuestos de diferentes materiales "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000024									
"CPPEA2802211"	"CMC PRODUCTOS PERLITA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Articulos y productos compuestos de diferentes materiales "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000024									
"CPPEA2802211"	"CMC PRODUCTOS PERLITA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Articulos y productos compuestos de diferentes materiales "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000024									
"CPQEA1503311"	"Clariant Productos Quimicos S.A DE C.V."	"MEXICO"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.004									
"CPQEA1503311"	"Clariant Productos Quimicos S.A DE C.V."	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000071									
"CPQEA1503311"	"Clariant Productos Quimicos S.A DE C.V."	"MEXICO"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.004									
"CPQEA1503311"	"Clariant Productos Quimicos S.A DE C.V."	"MEXICO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.002									
"CPQEA1503311"	"Clariant Productos Quimicos S.A DE C.V."	"MEXICO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	3774										
"CQM742405511"	"Cal Quimica Mexicana S.A. de C.V. PLANTA CANTERA GRUPO CALIDRA"	"SAN LUIS POTOSI"	"Cemento y Cal"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1907.818										
"CQU5H1409811"	"CANAMEX QUIMICOS S. A. DE C.V."	"JALISCO"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	10473.7										
"CQU5H1409811"	"CANAMEX QUIMICOS S. A. DE C.V."	"JALISCO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000280426									
"CQU5H1409811"	"CANAMEX QUIMICOS S. A. DE C.V."	"JALISCO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000059253									
"CQU5H1409811"	"CANAMEX QUIMICOS S. A. DE C.V."	"JALISCO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.00059867									
"CRE872803211"	"Controles Reynosa S.A DE C.V. Planta 2"	"TAMAULIPAS"	"Articulos y productos metalicos "	"Arsénico"	"7440-38-2"	"ton/año"		0.000014319									
"CRE872803211"	"Controles Reynosa S.A DE C.V. Planta 2"	"TAMAULIPAS"	"Articulos y productos metalicos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000004773									
"CRE872803211"	"Controles Reynosa S.A DE C.V. Planta 2"	"TAMAULIPAS"	"Articulos y productos metalicos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00035797									
"CRE8S2803211"	"CELESTICA DE REYNOSA S.A. DE C.V."	"TAMAULIPAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.00000000124									
"CRE8S2803211"	"CELESTICA DE REYNOSA S.A. DE C.V."	"TAMAULIPAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000000224									
"CRE8S2803211"	"CELESTICA DE REYNOSA S.A. DE C.V."	"TAMAULIPAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000000056									
"CRM910200411"	"Consolidated Repair de México S de RL de CV"	"BAJA CALIFORNIA"	"Equipos y articulos electronicos, electricos y domesticos "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.001				0.025			0.0005			
"CRMAD0803711"	"COMISION FEDERAL DE ELECTRICIDAD C..CICLO COMBINADO SAMALAYUCA II"	"CHIHUAHUA"	"Generacion de energia electrica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	739792										
"CRO8A0803711"	"CRONI S.A de C.V."	"CHIHUAHUA"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	2566.296										
"CRY5K1510611"	"CRYOINFRA S.A. DE C.V. PTA. TOLUCA"	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000000003									
"CRY5K1510611"	"CRYOINFRA S.A. DE C.V. PTA. TOLUCA"	"MEXICO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.000000000012									
"CRY5K1510611"	"CRYOINFRA S.A. DE C.V. PTA. TOLUCA"	"MEXICO"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000000006									
"CSAAD0502711"	"CENTRAL SALTILLO S.A. DE C.V."	"COAHUILA"	"Generacion de energia electrica "	"Acetaldehido"	"75-07-0"	"ton/año"	0.17										
"CSAAD0502711"	"CENTRAL SALTILLO S.A. DE C.V."	"COAHUILA"	"Generacion de energia electrica "	"Formaldehido"	"50-00-0"	"ton/año"	3.028										
"CSAAD0502711"	"CENTRAL SALTILLO S.A. DE C.V."	"COAHUILA"	"Generacion de energia electrica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	469916.891										
"CSAAD0502711"	"CENTRAL SALTILLO S.A. DE C.V."	"COAHUILA"	"Generacion de energia electrica "	"Bióxido de nitrógeno"	"10102-44-0"	"ton/año"	1112.85										
"CSJ5U1512111"	"CERAMICOS SAN JOSE S.A. DE C.V."	"MEXICO"	"Pinturas y tintas "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.006									
"CSJ5U1512111"	"CERAMICOS SAN JOSE S.A. DE C.V."	"MEXICO"	"Pinturas y tintas "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.7									
"CSJ5U1512111"	"CERAMICOS SAN JOSE S.A. DE C.V."	"MEXICO"	"Pinturas y tintas "	"Cadmio"	"7440-43-9"	"ton/año"		0.028									
"CSM9M2201111"	"Climate Systems Mexicana S. A. de C.V."	"QUERETARO"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000023758									
"CSM9M2201111"	"Climate Systems Mexicana S. A. de C.V."	"QUERETARO"	"Automotriz "	"Bióxido de carbono"	"124-38-9"	"ton/año"	506.2										
"CSM9M2201111"	"Climate Systems Mexicana S. A. de C.V."	"QUERETARO"	"Automotriz "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00011879									
"CSM9M2201111"	"Climate Systems Mexicana S. A. de C.V."	"QUERETARO"	"Automotriz "	"Cadmio"	"7440-43-9"	"ton/año"		0.001									
"CSM9M2201111"	"Climate Systems Mexicana S. A. de C.V."	"QUERETARO"	"Automotriz "	"Arsénico"	"7440-38-2"	"ton/año"		0.00011879									
"CSO742603011"	"CALHIDRA DE SONORA S.A DE C.V."	"SONORA"	"Cemento y Cal"	"Bióxido de carbono"	"124-38-9"	"ton/año"	89866.966										
"CSTEA2402811"	"CARNES SELECTAS TANGAMANGA S.A DE C.V."	"SAN LUIS POTOSI"	"Alimenticio y/o de consumo humano "	"Bióxido de carbono"	"124-38-9"	"ton/año"	186.54										
"CSUQB1403911"	"CAMARA SUAREZ S.A. DE C.V."	"JALISCO"	"Otros"	"Acido sulfhídrico"	2148878	"ton/año"	2.68										
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.048									
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.234									
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.003									
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.143									
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Diclorodifluorometano (CFC-12)"	"75-71-8"	"ton/año"	10.109										
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Asbesto"	"1332-21-4"	"ton/año"								101			
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.008									
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Mercurio"	"7439-97-6"	"ton/año"		0.003									
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.013									
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Tetracloruro de carbono"	"56-23-5"	"ton/año"	1.072										
"CTE5I3003911"	"CLORO DE TEHUANTEPEC S.A. DE C.V."	"VERACRUZ"	"Quimica"	"Cadmio"	"7440-43-9"	"ton/año"		0.035									
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A. DE C.V."	"OAXACA"	"Bebidas y tabaco"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.285			1.833					2.146	
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A. DE C.V."	"OAXACA"	"Bebidas y tabaco"	"Bióxido de carbono"	"124-38-9"	"ton/año"	211571										
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A. DE C.V."	"OAXACA"	"Bebidas y tabaco"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.092									
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A. DE C.V."	"OAXACA"	"Bebidas y tabaco"	"Arsénico"	"7440-38-2"	"ton/año"		0.00091									
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A. DE C.V."	"OAXACA"	"Bebidas y tabaco"	"Cadmio"	"7440-43-9"	"ton/año"		0.058									
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A. DE C.V."	"OAXACA"	"Bebidas y tabaco"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.223								0.059	
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A. DE C.V."	"OAXACA"	"Bebidas y tabaco"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.005									
"CTR352018411"	"COMPAÑÍA CERVECERA DEL TRÓPICO S.A. DE C.V."	"OAXACA"	"Bebidas y tabaco"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.464								0.131	
"CTR8Z2803211"	"C&D TECHNOLOGIES REYNOSA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Metalurgica (incluye la siderurgica) "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.766	0.003			469.302				0.825		
"CTR8Z2803211"	"C&D TECHNOLOGIES REYNOSA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.000024753									
"CTR8Z2803211"	"C&D TECHNOLOGIES REYNOSA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000001									
"CTR8Z2803211"	"C&D TECHNOLOGIES REYNOSA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Metalurgica (incluye la siderurgica) "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.002									
"CTR8Z2803211"	"C&D TECHNOLOGIES REYNOSA S. DE R.L. DE C.V."	"TAMAULIPAS"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.001									
"CUM9I2402811"	"CUMMINS S. DE R.L. DE C.V."	"SAN LUIS POTOSI"	"Automotriz "	"Plomo (compuestos)"	"S/C6"	"ton/año"		2.901									
"CUM9I2402811"	"CUMMINS S. DE R.L. DE C.V."	"SAN LUIS POTOSI"	"Automotriz "	"Níquel (compuestos)"	"S/C5"	"ton/año"		4.193									
"CUM9I2402811"	"CUMMINS S. DE R.L. DE C.V."	"SAN LUIS POTOSI"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.078									
"CUM9I2402811"	"CUMMINS S. DE R.L. DE C.V."	"SAN LUIS POTOSI"	"Automotriz "	"Cromo (compuestos)"	"S/C3"	"ton/año"		2.824									
"CUM9I2402811"	"CUMMINS S. DE R.L. DE C.V."	"SAN LUIS POTOSI"	"Automotriz "	"Cadmio"	"7440-43-9"	"ton/año"		4.392									
"CUM9I2402811"	"CUMMINS S. DE R.L. DE C.V."	"SAN LUIS POTOSI"	"Automotriz "	"Arsénico"	"7440-38-2"	"ton/año"		0.078									
"CUM9I2402811"	"CUMMINS S. DE R.L. DE C.V."	"SAN LUIS POTOSI"	"Automotriz "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.727									
"CUP7X1904611"	"CUPRUM S.A DE C.V"	"NUEVO LEON"	"Articulos y productos metalicos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000005586									
"CUP7X1904611"	"CUPRUM S.A DE C.V"	"NUEVO LEON"	"Articulos y productos metalicos "	"Arsénico"	"7440-38-2"	"ton/año"		0.000008379									
"CUP7X1904611"	"CUPRUM S.A DE C.V"	"NUEVO LEON"	"Articulos y productos metalicos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00036378									
"CUPND1510411"	"Cuprum S.A. de C.V."	"MEXICO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00002577285704									
"CUPND1510411"	"Cuprum S.A. de C.V."	"MEXICO"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.00001661671046									
"CUPND1510411"	"Cuprum S.A. de C.V."	"MEXICO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000881703004									
"CUPND1510411"	"Cuprum S.A. de C.V."	"MEXICO"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	12135.9										
"CVA7T1403911"	"CORPORATIVO VALSI S.A. DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00003942									
"CVA7T1403911"	"CORPORATIVO VALSI S.A. DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Bióxido de carbono"	"124-38-9"	"ton/año"	176.014										
"CVA7T1403911"	"CORPORATIVO VALSI S.A. DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00005									
"CVA7T1403911"	"CORPORATIVO VALSI S.A. DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.000010512									
"CZA353200511"	"COMPAÑIA CERVECERA DE ZACATECAS S.A. DE C.V."	"ZACATECAS"	"Bebidas y tabaco"	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.157				42.402				1.99	
"CZA353200511"	"COMPAÑIA CERVECERA DE ZACATECAS S.A. DE C.V."	"ZACATECAS"	"Bebidas y tabaco"	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.131				23.075				0.034	
"CZA353200511"	"COMPAÑIA CERVECERA DE ZACATECAS S.A. DE C.V."	"ZACATECAS"	"Bebidas y tabaco"	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.003									
"CZA353200511"	"COMPAÑIA CERVECERA DE ZACATECAS S.A. DE C.V."	"ZACATECAS"	"Bebidas y tabaco"	"Bióxido de carbono"	"124-38-9"	"ton/año"	308572.648										
"CZA353200511"	"COMPAÑIA CERVECERA DE ZACATECAS S.A. DE C.V."	"ZACATECAS"	"Bebidas y tabaco"	"Mercurio"	"7439-97-6"	"ton/año"		0.002									
"CZA353200511"	"COMPAÑIA CERVECERA DE ZACATECAS S.A. DE C.V."	"ZACATECAS"	"Bebidas y tabaco"	"Bromuro de metilo"	"74-83-9"	"ton/año"	3.589										
"CZA353200511"	"COMPAÑIA CERVECERA DE ZACATECAS S.A. DE C.V."	"ZACATECAS"	"Bebidas y tabaco"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.045									
"CZA353200511"	"COMPAÑIA CERVECERA DE ZACATECAS S.A. DE C.V."	"ZACATECAS"	"Bebidas y tabaco"	"Arsénico"	"7440-38-2"	"ton/año"		0.065									
"DAM5P2903111"	"DOW AgroSciences de México"	"TLAXCALA"	"Quimica"	"Acido 2,4 Diclorofenoxiacetico"	"94-75-7"	"ton/año"	9.53										
"DAM9M1501311"	"DINAMICA AUTOMOTRIZ DE MEXICO S.A DE C.V."	"MEXICO"	"Automotriz "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000001634205375									
"DAM9M1501311"	"DINAMICA AUTOMOTRIZ DE MEXICO S.A DE C.V."	"MEXICO"	"Automotriz "	"Arsénico"	"7440-38-2"	"ton/año"		0.000001561032									
"DAM9M1501311"	"DINAMICA AUTOMOTRIZ DE MEXICO S.A DE C.V."	"MEXICO"	"Automotriz "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000015854									
"DASJB0803711"	"Delphi Automotive Systems, S.A. de C.V."	"CHIHUAHUA"	"Automotriz "	"Hidrofluorocarbonos"	"S/C8"	"ton/año"	0.292										
"DASJB0803711"	"Delphi Automotive Systems, S.A. de C.V."	"CHIHUAHUA"	"Automotriz "	"Bióxido de carbono"	"124-38-9"	"ton/año"	385.269										
"DBL2J0803711"	"DULCES BLUEBERRY S.A. DE C.V"	"CHIHUAHUA"	"Alimenticio y/o de consumo humano "	"Bióxido de carbono"	"124-38-9"	"ton/año"	9665.94										
"DCA9M3201011"	"Delphi Cableados S.A. de C.V. Planta II"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000002912									
"DCA9M3201011"	"Delphi Cableados S.A. de C.V. Planta II"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000045344									
"DCA9M3201011"	"Delphi Cableados S.A. de C.V. Planta II"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000030787									
"DCA9M3201012"	"Delphi Cableados S.A. de C.V. Planta III"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000003094									
"DCA9M3201012"	"Delphi Cableados S.A. de C.V. Planta III"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000048178									
"DCA9M3201012"	"Delphi Cableados S.A. de C.V. Planta III"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000064974									
"DCA9M3201711"	"Delphi Cableados S.A. de C.V. Planta I"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000003276									
"DCA9M3201711"	"Delphi Cableados S.A. de C.V. Planta I"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Arsénico"	"7440-38-2"	"ton/año"		0.00000012542									
"DCA9M3201711"	"Delphi Cableados S.A. de C.V. Planta I"	"ZACATECAS"	"Equipos y articulos electronicos, electricos y domesticos "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000003744									
"DCE5T 090141"	"DEGORT´S CHEMICAL S.A. de C.V."	"DISTRITO FEDERAL"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000028641									
"DCE5T 090141"	"DEGORT´S CHEMICAL S.A. de C.V."	"DISTRITO FEDERAL"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.0000071604									
