anio	cas	em_agua	em_aire	em_suelo	estado	gruposustancia	municipio	nombre	nra	sector	sustancia	tr_alcantarillado	tr_coprocesamiento	tr_dispfinal	tr_incineracion	tr_otros	tr_reciclado	tr_reutilizacion	tr_tratamiento	unidad
2005	124-38-9		144162.0		QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	ARTEVA SPECIALTIES S. DE R.L. DE C.V.	ASP5S2201411	Quimica	Bióxido de carbono									ton/año
2005	123-91-1		14.69	0.248	QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	ARTEVA SPECIALTIES S. DE R.L. DE C.V.	ASP5S2201411	Quimica	Dioxano	0.001								ton/año
2005	108-95-2	1.228e-05			QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	ARTEVA SPECIALTIES S. DE R.L. DE C.V.	ASP5S2201411	Quimica	Fenol									ton/año
2005	106-99-0				QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	ARTEVA SPECIALTIES S. DE R.L. DE C.V.	ASP5S2201411	Quimica	Butadieno			14.654						ton/año
2005	100-42-5				QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	ARTEVA SPECIALTIES S. DE R.L. DE C.V.	ASP5S2201411	Quimica	Estireno (fenil etileno)			3.451						ton/año
2005	S/C6	0.251			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRAZENECA S.A DE C.V.	AST5T1510911	Quimica	Plomo (compuestos)									ton/año
2005	57-12-5	0.011			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRAZENECA S.A DE C.V.	AST5T1510911	Quimica	Cianuro inorgánico/orgánico									ton/año
2005	7440-38-2	0.001			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRAZENECA S.A DE C.V.	AST5T1510911	Quimica	Arsénico									ton/año
2005	7440-43-9	0.014			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRAZENECA S.A DE C.V.	AST5T1510911	Quimica	Cadmio									ton/año
2005	S/C3	0.048			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRAZENECA S.A DE C.V.	AST5T1510911	Quimica	Cromo (compuestos)									ton/año
2005	S/C4	0.001			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRAZENECA S.A DE C.V.	AST5T1510911	Quimica	Mercurio (compuestos)									ton/año
2005	S/C5	0.11			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ASTRAZENECA S.A DE C.V.	AST5T1510911	Quimica	Níquel (compuestos)									ton/año
2005	S/C6	1.178			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AstraZeneca S.A. de C.V.	AST7T1505712	Quimica	Plomo (compuestos)									ton/año
2005	124-38-9		278.46		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AstraZeneca S.A. de C.V.	AST7T1505712	Quimica	Bióxido de carbono									ton/año
2005	57-12-5	0.051			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AstraZeneca S.A. de C.V.	AST7T1505712	Quimica	Cianuro inorgánico/orgánico									ton/año
2005	7440-38-2	0.005			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AstraZeneca S.A. de C.V.	AST7T1505712	Quimica	Arsénico									ton/año
2005	7440-43-9	0.066			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AstraZeneca S.A. de C.V.	AST7T1505712	Quimica	Cadmio									ton/año
2005	S/C3	0.226			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AstraZeneca S.A. de C.V.	AST7T1505712	Quimica	Cromo (compuestos)									ton/año
2005	S/C4	0.005			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AstraZeneca S.A. de C.V.	AST7T1505712	Quimica	Mercurio (compuestos)									ton/año
2005	S/C5	0.517			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AstraZeneca S.A. de C.V.	AST7T1505712	Quimica	Níquel (compuestos)									ton/año
2005	S/C4	7.8e-12			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS TECNICOS Y DECORATIVOS S.A. DE C.V.	ATD8A1505711	Quimica	Mercurio (compuestos)									ton/año
2005	57-12-5	7e-12			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS TECNICOS Y DECORATIVOS S.A. DE C.V.	ATD8A1505711	Quimica	Cianuro inorgánico/orgánico									ton/año
2005	S/C5	7e-12			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS TECNICOS Y DECORATIVOS S.A. DE C.V.	ATD8A1505711	Quimica	Níquel (compuestos)									ton/año
2005	S/C6	2.1e-12			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS TECNICOS Y DECORATIVOS S.A. DE C.V.	ATD8A1505711	Quimica	Plomo (compuestos)									ton/año
2005	108-95-2	0.019			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	ALIMENTOS TEXO S.A. DE C.V.	ATE190261111	Otros	Fenol									ton/año
2005	S/C6	2.436408e-06			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS TEXMELUCAN S.A. DE C.V.	ATE3I2113211	Textiles, fibras e hilos 	Plomo (compuestos)									ton/año
2005	S/C4	4.2744e-08			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS TEXMELUCAN S.A. DE C.V.	ATE3I2113211	Textiles, fibras e hilos 	Mercurio (compuestos)									ton/año
2005	S/C3	2.01e-06			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS TEXMELUCAN S.A. DE C.V.	ATE3I2113211	Textiles, fibras e hilos 	Cromo (compuestos)									ton/año
2005	7440-43-9	2.008968e-07			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS TEXMELUCAN S.A. DE C.V.	ATE3I2113211	Textiles, fibras e hilos 	Cadmio									ton/año
2005	S/C5	2.35092e-06			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS TEXMELUCAN S.A. DE C.V.	ATE3I2113211	Textiles, fibras e hilos 	Níquel (compuestos)									ton/año
2005	57-12-5	6.4116e-07			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS TEXMELUCAN S.A. DE C.V.	ATE3I2113211	Textiles, fibras e hilos 	Cianuro inorgánico/orgánico									ton/año
2005	7440-38-2	8.5488e-08			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS TEXMELUCAN S.A. DE C.V.	ATE3I2113211	Textiles, fibras e hilos 	Arsénico									ton/año
2005	124-38-9		0.505		QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	AUMA TEC S.A. DE C.V.	ATE9M2201411	Automotriz 	Bióxido de carbono									ton/año
2005	S/C6	0.0001378			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICA TRIDENTE S.A. DE C.V.	ATR5N1508111	Quimica	Plomo (compuestos)									ton/año
2005	S/C5	0.0001378			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICA TRIDENTE S.A. DE C.V.	ATR5N1508111	Quimica	Níquel (compuestos)									ton/año
2005	S/C4	2.6e-06			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICA TRIDENTE S.A. DE C.V.	ATR5N1508111	Quimica	Mercurio (compuestos)									ton/año
2005	S/C3	3.25e-06			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICA TRIDENTE S.A. DE C.V.	ATR5N1508111	Quimica	Cromo (compuestos)									ton/año
2005	7440-43-9	2.99e-05			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICA TRIDENTE S.A. DE C.V.	ATR5N1508111	Quimica	Cadmio									ton/año
2005	57-12-5	1.001e-05			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICA TRIDENTE S.A. DE C.V.	ATR5N1508111	Quimica	Cianuro inorgánico/orgánico									ton/año
2005	298-00-0			5e-08	MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICA TRIDENTE S.A. DE C.V.	ATR5N1508111	Quimica	Metil paration									ton/año
2005	7440-38-2	1.3e-06			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICA TRIDENTE S.A. DE C.V.	ATR5N1508111	Quimica	Arsénico									ton/año
2005	S/C6				CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Advance Transformer Co. S. A. de C. V. División Capacitores	ATR910803711	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)						10.924			ton/año
2005	124-38-9		13.321		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	Advance Transformer Co. S. A. de C. V. División Capacitores	ATR910803711	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2005	100-42-5			8.741	CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	ADVANCE TRANSFORMER CO. S.A. DE C.V. DIVISION FESA	ATR910803712	Equipos y articulos electronicos, electricos y domesticos 	Estireno (fenil etileno)									ton/año
2005	124-38-9		4577.418		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	ADVANCE TRANSFORMER CO. S.A. DE C.V. DIVISION FESA	ATR910803712	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2005	S/C6	0.003			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	Andrew Telecommunications de Reynosa S. de R.L. de C.V.	ATRAI2803211	Articulos y productos metalicos 	Plomo (compuestos)	0.003								ton/año
2005	100-42-5				CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	ADVANCE TRANSFORMER CO. S.A DE C.V.	ATRNS0803711	Equipos y articulos electronicos, electricos y domesticos 	Estireno (fenil etileno)			2.293						ton/año
2005	124-38-9		0.884		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	ADVANCE TRANSFORMER CO. S.A DE C.V.	ATRNS0803711	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2005	S/C6				CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	ADVANCE TRANSFORMER CO. S.A DE C.V.	ATRNS0803711	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)						1.532			ton/año
2005	S/C6	0.00018423			VERACRUZ	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS UNIDAS DE MEXICO S.A. DE C.V.	AUM2I3019311	Alimenticio y/o de consumo humano 	Plomo (compuestos)									ton/año
2005	57-12-5	0.0001958			VERACRUZ	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS UNIDAS DE MEXICO S.A. DE C.V.	AUM2I3019311	Alimenticio y/o de consumo humano 	Cianuro inorgánico/orgánico									ton/año
2005	7440-38-2	3.5778e-06			VERACRUZ	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS UNIDAS DE MEXICO S.A. DE C.V.	AUM2I3019311	Alimenticio y/o de consumo humano 	Arsénico									ton/año
2005	S/C5	0.00017696			VERACRUZ	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS UNIDAS DE MEXICO S.A. DE C.V.	AUM2I3019311	Alimenticio y/o de consumo humano 	Níquel (compuestos)									ton/año
2005	S/C3	0.00039188			VERACRUZ	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS UNIDAS DE MEXICO S.A. DE C.V.	AUM2I3019311	Alimenticio y/o de consumo humano 	Cromo (compuestos)									ton/año
2005	S/C4	4.3432e-06			VERACRUZ	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS UNIDAS DE MEXICO S.A. DE C.V.	AUM2I3019311	Alimenticio y/o de consumo humano 	Mercurio (compuestos)									ton/año
2005	7440-43-9	1.82094e-05			VERACRUZ	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS UNIDAS DE MEXICO S.A. DE C.V.	AUM2I3019311	Alimenticio y/o de consumo humano 	Cadmio									ton/año
2005	S/C5	0.00024648			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS VALUARTE S.A. DE C.V.	AVA7I1503311	Metalurgica (incluye la siderurgica) 	Níquel (compuestos)									ton/año
2005	7440-43-9	2.184e-05			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS VALUARTE S.A. DE C.V.	AVA7I1503311	Metalurgica (incluye la siderurgica) 	Cadmio									ton/año
2005	124-38-9		0.03		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS VALUARTE S.A. DE C.V.	AVA7I1503311	Metalurgica (incluye la siderurgica) 	Bióxido de carbono									ton/año
2005	S/C6	8.996e-05			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS VALUARTE S.A. DE C.V.	AVA7I1503311	Metalurgica (incluye la siderurgica) 	Plomo (compuestos)									ton/año
2005	7440-43-9	2.30154e-07			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Agroquímicos Versa.S.A.de C.V.	AVE5P0503511	Quimica	Cadmio									ton/año
2005	S/C3	8.62e-07			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Agroquímicos Versa.S.A.de C.V.	AVE5P0503511	Quimica	Cromo (compuestos)									ton/año
2005	S/C4	2.499e-08			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Agroquímicos Versa.S.A.de C.V.	AVE5P0503511	Quimica	Mercurio (compuestos)									ton/año
2005	7440-38-2	5.172e-08			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Agroquímicos Versa.S.A.de C.V.	AVE5P0503511	Quimica	Arsénico									ton/año
2005	298-00-0				COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Agroquímicos Versa.S.A.de C.V.	AVE5P0503511	Quimica	Metil paration			0.0004						ton/año
2005	S/C6	1.102067e-05			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Agroquímicos Versa.S.A.de C.V.	AVE5P0503511	Quimica	Plomo (compuestos)									ton/año
2005	108-95-2	1.2e-05			COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Agroquímicos Versa.S.A.de C.V.	AVE5P0503511	Quimica	Fenol									ton/año
2005	115-29-7				COAHUILA	Atributo no considerado en este año	Atributo no considerado en este año	Agroquímicos Versa.S.A.de C.V.	AVE5P0503511	Quimica	Endosulfan			0.015						ton/año
2005	74-82-8		0.309		NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Wheel Products Mexico S. de R.L. de C.V.	AWP9M1901221	Automotriz 	Metano									ton/año
2005	124-38-9		366.853		NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	ARNECOM S.A. de C.V. Planta 1 Monterrey.	AYM911904621	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2005	S/C6		0.001		NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	ARNECOM S.A. de C.V. Planta 1 Monterrey.	AYM911904621	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)					0.653	1.387			ton/año
2005	7440-38-2	1.88			NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	ARNECOM S.A. de C.V. Planta 1 Monterrey.	AYM911904621	Equipos y articulos electronicos, electricos y domesticos 	Arsénico									ton/año
2005	S/C5	6.6975e-06			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AGRICOLA ZARATTINI S.A. DE C.V.	AZA7H1103711	Alimenticio y/o de consumo humano 	Níquel (compuestos)									ton/año
2005	S/C6	1.6074e-05			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AGRICOLA ZARATTINI S.A. DE C.V.	AZA7H1103711	Alimenticio y/o de consumo humano 	Plomo (compuestos)									ton/año
2005	57-12-5	2.2325e-06			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AGRICOLA ZARATTINI S.A. DE C.V.	AZA7H1103711	Alimenticio y/o de consumo humano 	Cianuro inorgánico/orgánico									ton/año
2005	S/C4	3.76e-07			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AGRICOLA ZARATTINI S.A. DE C.V.	AZA7H1103711	Alimenticio y/o de consumo humano 	Mercurio (compuestos)									ton/año
2005	7440-43-9	1.1867e-05			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AGRICOLA ZARATTINI S.A. DE C.V.	AZA7H1103711	Alimenticio y/o de consumo humano 	Cadmio									ton/año
2005	S/C3	1.786e-06			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AGRICOLA ZARATTINI S.A. DE C.V.	AZA7H1103711	Alimenticio y/o de consumo humano 	Cromo (compuestos)									ton/año
2005	7440-38-2	2.9845e-06			GUANAJUATO	Atributo no considerado en este año	Atributo no considerado en este año	AGRICOLA ZARATTINI S.A. DE C.V.	AZA7H1103711	Alimenticio y/o de consumo humano 	Arsénico									ton/año
2005	57-12-5	0.002			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker de Reynosa, S. de R. L. de C.V., (planta 2)	B&D8L2803221	Equipos y articulos electronicos, electricos y domesticos 	Cianuro inorgánico/orgánico									ton/año
2005	7440-38-2	3e-05			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker de Reynosa, S. de R. L. de C.V., (planta 2)	B&D8L2803221	Equipos y articulos electronicos, electricos y domesticos 	Arsénico									ton/año
2005	7440-43-9	0.003			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker de Reynosa, S. de R. L. de C.V., (planta 2)	B&D8L2803221	Equipos y articulos electronicos, electricos y domesticos 	Cadmio									ton/año
2005	S/C3	0.005			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker de Reynosa, S. de R. L. de C.V., (planta 2)	B&D8L2803221	Equipos y articulos electronicos, electricos y domesticos 	Cromo (compuestos)									ton/año
2005	S/C4	2e-05			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker de Reynosa, S. de R. L. de C.V., (planta 2)	B&D8L2803221	Equipos y articulos electronicos, electricos y domesticos 	Mercurio (compuestos)									ton/año
2005	S/C6	0.002			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker de Reynosa, S. de R. L. de C.V., (planta 2)	B&D8L2803221	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)									ton/año
2005	S/C5	0.008			TAMAULIPAS	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker de Reynosa, S. de R. L. de C.V., (planta 2)	B&D8L2803221	Equipos y articulos electronicos, electricos y domesticos 	Níquel (compuestos)									ton/año
2005	S/C3	0.0001		6.22	BAJA CALIFORNIA	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker HHI Mexico S. de R.L. de C.V. Planta P1	B&DK90200211	Articulos y productos metalicos 	Cromo (compuestos)									ton/año
2005	2148878		0.156		BAJA CALIFORNIA	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker HHI Mexico S. de R.L. de C.V. Planta P1	B&DK90200211	Articulos y productos metalicos 	Acido sulfhídrico									ton/año
2005	S/C5		0.003	4.86	BAJA CALIFORNIA	Atributo no considerado en este año	Atributo no considerado en este año	Black & Decker HHI Mexico S. de R.L. de C.V. Planta P1	B&DK90200211	Articulos y productos metalicos 	Níquel (compuestos)									ton/año
2005	124-38-9		2218.43		VERACRUZ	Atributo no considerado en este año	Atributo no considerado en este año	BACHOCO S.A. DE C.V.	BAC1M3003911	Alimenticio y/o de consumo humano 	Bióxido de carbono									ton/año
2005	124-38-9		1789.047		QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	BACHOCO S.A. DE C.V. PLANTA INDUSTRIAL FORRAJERA	BAC2W2200611	Otros	Bióxido de carbono									ton/año
2005	S/C5	0.046			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	BACARDI Y COMPAÑIA S.A. DE C.V. DESTILERIA LA GALARZA	BACMB2108561	Quimica	Níquel (compuestos)									ton/año
2005	124-38-9		5842.1		PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	BACARDI Y COMPAÑIA S.A. DE C.V. DESTILERIA LA GALARZA	BACMB2108561	Quimica	Bióxido de carbono									ton/año
2005	S/C6	0.058			PUEBLA	Atributo no considerado en este año	Atributo no considerado en este año	BACARDI Y COMPAÑIA S.A. DE C.V. DESTILERIA LA GALARZA	BACMB2108561	Quimica	Plomo (compuestos)									ton/año
2005	124-38-9		4.32		QUERETARO	Atributo no considerado en este año	Atributo no considerado en este año	BOMBAS ALEMANAS S.A. DE C.V.	BALLK2201411	Metalurgica (incluye la siderurgica) 	Bióxido de carbono									ton/año
2005	S/C4	0.031			YUCATAN	Atributo no considerado en este año	Atributo no considerado en este año	BARCEL S.A. DE C.V.	BAR2T3105012	Alimenticio y/o de consumo humano 	Mercurio (compuestos)									ton/año
2005	124-38-9		1.984		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	BARNIMEX S.A DE C.V.	BAR5U1510611	Pinturas y tintas 	Bióxido de carbono									ton/año
2005	124-38-9		0.012		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	BARLOMEX S.A. DE C.V.	BAR930803711	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2005	7440-43-9				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Cadmio					1.14e-08			2.28e-08	ton/año
2005	7439-97-6				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Mercurio					2.2252e-06			6.897e-09	ton/año
2005	74-87-3				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Clorometano					5.5e-07			1.10922e-06	ton/año
2005	71-43-2				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Benceno					1.178e-07			3.534e-07	ton/año
2005	67-66-3				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Cloroformo					2.40711e-05			4.8653e-05	ton/año
2005	100-42-5				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Estireno (fenil etileno)					1.9e-08			5.7e-08	ton/año
2005	75-09-2				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Cloruro de metileno					1.6625e-06			4.9875e-06	ton/año
2005	S/C6				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Plomo (compuestos)					2.47e-08			4.94e-08	ton/año
2005	S/C5				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Níquel (compuestos)								7.98e-08	ton/año
2005	S/C4				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Mercurio (compuestos)								4.446e-06	ton/año
2005	S/C3				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	Cromo (compuestos)					2.28e-08			4.56e-08	ton/año
2005	88-06-2				NUEVO LEON	Atributo no considerado en este año	Atributo no considerado en este año	BRITISH AMERICAN TOBACCO MEXICO S.A. DE C.V.	BAT371903911	Bebidas y tabaco	2,4,6-Triclorofenol					3.8e-08			7.6e-08	ton/año
2005	S/C3	1.6e-06	0.008		JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.	BAU8A1403911	Quimica	Cromo (compuestos)									ton/año
2005	57-12-5	4e-07			JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.	BAU8A1403911	Quimica	Cianuro inorgánico/orgánico									ton/año
2005	7440-38-2	1.64e-05			JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.	BAU8A1403911	Quimica	Arsénico									ton/año
2005	7440-43-9	8e-07			JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.	BAU8A1403911	Quimica	Cadmio									ton/año
2005	124-38-9		0.197		JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.	BAU8A1403911	Quimica	Bióxido de carbono									ton/año
2005	S/C6	6.4e-06			JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.	BAU8A1403911	Quimica	Plomo (compuestos)									ton/año
2005	S/C5	4e-06	0.095		JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.	BAU8A1403911	Quimica	Níquel (compuestos)									ton/año
2005	S/C4	8e-06			JALISCO	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.	BAU8A1403911	Quimica	Mercurio (compuestos)									ton/año
2005	75-71-8		1.401		MORELOS	Atributo no considerado en este año	Atributo no considerado en este año	Baxter S.A. de C.V.	BAX5T1701121	Quimica	Diclorodifluorometano (CFC-12)									ton/año
2005	124-38-9		17347.414		MORELOS	Atributo no considerado en este año	Atributo no considerado en este año	Baxter S.A. de C.V.	BAX5T1701121	Quimica	Bióxido de carbono									ton/año
2005	S/C6		7.6e-06		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	BOBINAS DE CALIDAD S DE R.L. DE C.V.	BCA910801011	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)						0.495			ton/año
2005	124-38-9		4.32		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	BOBINAS DE CALIDAD S DE R.L. DE C.V.	BCA910801011	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2005	124-38-9		17.032		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	BOBINAS DE CALIDAD S. DE R.L. DE C.V.	BCA950800111	Equipos y articulos electronicos, electricos y domesticos 	Bióxido de carbono									ton/año
2005	S/C6		1.3e-05		CHIHUAHUA	Atributo no considerado en este año	Atributo no considerado en este año	BOBINAS DE CALIDAD S. DE R.L. DE C.V.	BCA950800111	Equipos y articulos electronicos, electricos y domesticos 	Plomo (compuestos)						0.694			ton/año
2005	7440-38-2	4.4669e-05			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	BASF COATINGS DE MEXICO S.A. DE C.V.	BCM5U1510911	Pinturas y tintas 	Arsénico									ton/año
2005	124-38-9		660.6		MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	BASF COATINGS DE MEXICO S.A. DE C.V.	BCM5U1510911	Pinturas y tintas 	Bióxido de carbono									ton/año
2005	7440-43-9	0.003			MEXICO	Atributo no considerado en este año	Atributo no considerado en este año	BASF COATINGS DE MEXICO S.A. DE C.V.	BCM5U1510911	Pinturas y tintas 	Cadmio									ton/año
